start	
90096	The Frozen Palace Treasure Map Page 6
90097	The Frozen Palace Treasure Map Page 7
90098	The Frozen Palace Treasure Map Page 8
90111	Valley of Dragonkin Treasure Map Page 1
90112	Valley of Dragonkin Treasure Map Page 2
90113	Valley of Dragonkin Treasure Map Page 3
90114	Valley of Dragonkin Treasure Map Page 4
90115	Valley of Dragonkin Treasure Map Page 5
90116	Valley of Dragonkin Treasure Map Page 6
90117	Valley of Dragonkin Treasure Map Page 7
90118	Valley of Dragonkin Treasure Map Page 8
90501	Beast's Key Piece 1
90502	Beast's Key Piece 2
90503	Beast's Key Piece 3
90504	Beast's Key Piece 4
90505	Beast's Key Piece 5
90511	Darkness Key Piece 1
90512	Darkness Key Piece 2
90513	Darkness Key Piece 3
90514	Darkness Key Piece 4
90515	Darkness Key Piece 5
90521	Ice Key Piece 1
90522	Ice Key Piece 2
90523	Ice Key Piece 3
90524	Ice Key Piece 4
90525	Ice Key Piece 5
90531	Flame Key Piece 1
90532	Flame Key Piece 2
90533	Flame Key Piece 3
90534	Flame Key Piece 4
90535	Flame Key Piece 5
90601	Beast Seal
90602	Beast King's Shackle
90603	Guidance Signal
90604	Ignis's Second Order
90605	Ignis's First Order
90606	Demons' Jewel
90607	Sewer Cogwheel
90608	Spirit of the Dead
90609	Invasion of Waldchen
90610	Schwartz's Record
90612	Dark Ether Report
90613	Etherain's corruption
90614	Everlasting Ice
90615	Guidance Ration
90616	Rainbow Smelt
90617	Immortal Flame
90618	Broken Dragon Wing
90619	Kalbus's Message
90620	Volcano Fish
90621	Beast Fish
90622	Contaminated Fish
90623	Tears Flower
5008	"<font=mn12><color=ffebe0c8>Prolonged gaming may have an adverse effect on your health.<return=1/>Just as with work and study, take regular breaks during gaming.</font></color>"
90506	Beast's Key
92506	Key to the Forest Beasts' treasure chest
90516	Darkness Key
92516	Key to the Etherain Sewer's treasure chest
90526	Ice Key
92526	Key to the Frozen Palace's treasure chest
90536	Flame Key
92536	Key to the Valley of Dragonkin's treasure chest
26	Game Info.(WEB)
4001	Get Item
4002	Get Free gift
4012	Already subscribed for this event.
4021	You have participated :
300001	Nomer's Written Pledge
300002	Harte's Written Pledge
300003	Pavka's Written Pledge
300004	Bunch of Flowers
300005	Drayan's Written Pledge
300006	Emelda's Written Pledge
300007	Dwayne's Written Pledge
300008	Laman's Written Pledge
300009	Grimaldi's Written Pledge
300010	Kornix's Written Pledge
300011	Enas's Written Pledge
300012	Peniche's Written Pledge
300013	Mystel's Written Pledge
300014	Serr's Written Pledge
300015	Udo's Written Pledge
300016	Operation Order
300017	Liberation Army's Confidential Document
300018	Map of Beasts' Strongholds
300019	Reply of the Liberation Army
300020	Second reply of the Liberation Army
300021	Letters of Peniche
300022	Gus's Journal
300023	Map Piece of Gus
300024	Treasure Map of Gus
300025	Confidential Message of the Chairperson
300026	Autographed Letter of Isabel
300027	Report of Sentry Captain
300028	Letter of Introduction from Guard Captain
300029	Ancient Document
300030	Equipment Coupon
301001	Written pledge with Nomer's signature on it
301002	Written pledge with Harte's signature on it
301003	Written pledge with Pavka's signature on it
301004	Bunch of flowers that Drayan requested to deliver to Emelda
301005	Written pledge with Drayan's signature on it
301006	Written pledge with Emelda's signature on it
301007	Written pledge with Dwayne's signature on it
301008	Written pledge with Laman's signature on it
301009	Written pledge with Grimaldi's signature on it
301010	Written pledge with Kornix's signature on it
301011	Written pledge with Enas's signature on it
301012	Written pledge with Peniche's signature on it
301013	Written pledge with Mystel's signature on it
301014	Written pledge with Serr's signature on it
301015	Written pledge with Udo's signature on it
301016	An operation order to the beasts from the leader of the Dark Army
301017	Confidential document includes highly important information of the Liberation Army
301018	A map the strongholds of Beasts are marked on it
301019	Reply that the Liberation Army sent to someone among the leaders of Etherain 
301021	Letters that Peniche sent to her father Seigmund in Etherain
301022	Diary of Adventurer Gus
301023	A piece of Adventurer Gus's treasure map
301024	Treasure map of Adventurer Gus
301025	Confidential message that the Chairperson sent to the Liberation Army
301026	Document that Isabel sent to Ignis
301027	Regular report of sentries in the Forest of Beasts
301028	Document included introduction of Guard Captain
301029	Hard cased book which is old and worn out but looks luxurious
301030	Take it to a store to exchange with a belt.
40016	Quest Item
300031	Confidential Document of Tringel
300032	Confidential Document of Waldchen
301031	Tightly sealed confidential document
5406	Voice chat not running
41171	A scroll with requested material list to make a low grade soul shield.
41172	A scroll with requested material list to make a high grade soul shield.
41173	A scroll with requested material list to make a low grade soul armlet.
41174	A scroll with requested material list to make a high grade soul armlet.
41175	A scroll with requested material list to make a low grade soul wing.
41176	A scroll with requested material list to make a high grade soul wing.
41177	A scroll with requested material list to make a low grade soul eye.
41178	A scroll with requested material list to make a high grade soul eye.
41179	A scroll with requested material list to make an extra stone.
40180	Extra Stone
40181	Lower Core Agate
40182	Higher Core Agate
41181	A mold needed to make a low-grade ring and necklace. A material for crafting accessories.
41182	A mold needed to make a high-grade ring and necklace. A material for crafting accessories.
5707	Selected item cannot be Crystallized.
5708	Selected item is not at the proper level to Crystallize.
5709	[%s] item used
5710	Are you sure you want to Crystallize %s item?
5711	You are unable to add a socket to this item.
5712	Socket has been added successfully.
5713	Item does not have a socket.
5714	Socket has been deleted.
5715	Are you sure you want to delete socket from %s?
5804	This item cannot be sold.
5805	This item cannot be dropped.
5806	This item cannot be traded.
202301	Hi. Good to see you!
202302	Do you have any business with mercenary guild?
202303	I feel heavy and stiff. It is probably because I haven't been in battle for a long time.
202304	"Whenever you need help, look for the mercenary guild."
202305	Repairing Axes and Swords is like the life of a Berserker.
202401	I will never understand the human.
202402	I should spread the honorable name of the Dragonkin once again.
202403	I can't believe it. There are so many rude people.
202404	You should feel proud to have talked with a Dragon.
202405	A Dragon's existence is one that knows honor and pride.
202501	Good to see you. Do you have anything to ask of the Dragon elders?
202502	Humans seem to be lovely and curious creatures.
202503	I wish my brother had more understanding of humans.
202504	Come back anytime if you need my help.
202505	May the honor of Dragon be with you.
202506	I hope to meet you later.
202601	Nice to see you.
202602	All of us should truly understand nature and soul. 
202603	Valkyrie are so proud of being with the great nature.
202604	May the great nature bless you.
202605	Prolless Natoora・.Don't forget the other name of Valkyrie.
202606	Remember our duty to protect nature from Ether.
202701	Hi. What business do you have at the magic laboratory?
202702	"Hello, magic is the power to make everything come true."
202703	I believe magic has the power to protect many people.
202704	"Good-bye, I hope to see you again."
202705	"To harness the power of Mana, you should constantly train your mind. "
202706	Ether is false power like deception. You should get rid of it.
711	Party
712	Free for All
714	Survival
715	Time Attack
300033	Guard's Item Voucher
301033	Exchange coupon for the guards' equipments
4022	Event is not currently availible
4023	It is not possible to input rewarded item.
5407	Conditions are not right for sending an invitation message for voice chat.
91141	Ignis's Order
91142	Plot of corrupted person
91153	Watchman Cybed
91154	Corrupted Dragon Knight 
91155	Berserk Beast Master
91156	Contaminated Mouse
91157	Contaminated Spider
91158	Dark Nacrat
91159	Spy of Empire Ditto
91160	Spiritual body of Brukelt
91163	Priest Sitnarta
91164	Rumanka
91165	Bartashu
91168	Suraky
91169	Flame Drake
91170	Kalbus
91171	Captain Killed
91143	Treasure map
91144	Treasure Box
91056	Tower Defense
90624	Secret Crest of Ice
26703	Teleport
26704	Ice Blast
26705	Fireball
26706	Fire Spear
26707	Sacred Power
26708	Ice Bolt
26709	Thorny Vine
26710	Fire Pillar
26711	Pressing Wall
26712	Wind Bolt
26713	Lightning
26714	Poison Thorn
26715	Earthquake
26716	Electric Field
26717	Lightning Wave
26718	Rock Storm
26719	Power Wave
26720	Star Fall
26801	Blaze Force
26802	Ice Force
26803	Curing Hand
26804	Magic Shield
26805	Resurrection
26806	Natural Attack
26807	Magic Force
26808	Frozen Shield
26809	Essence
26810	Battle Heal
26811	Mighty Spirit
26812	Mana Recovery
26813	Wind Shield
26814	Mighty Power
26815	Accuracy Spirit
26816	Circle of Healing
26817	Increase Speed
26818	Focus
26819	Group Heal
26820	Rebirth
29707	It adds %d HP during 20 seconds to someone among friendly forces.n time. Also causes %d constant damage to the bound target.
350001	Hi. Good to see you!
350002	Is there any problem? 
350003	Do you need any help?
350004	"Please watch out for the beast, guys."
350005	I really hope you'll be okay!
350006	Please come and see me whenever you need my help.
350101	"Now, it is time to strengthen power by ourselves."
350102	It's nice to meet you.
350103	What brings you to this dangerous area? 
350104	Learn how to protect yourself. 
350105	For the freedom of Humans. 
350106	"If you have any difficulty, do not hesitate to call on me."
350201	Do you have a problem?
350202	Good to see you! Any thing you need? 
350203	Hello.
350204	Leave the security of Tringel in our hands for it will be safe with us.
350205	Always be cautious around the Imperial Army.
350206	The way to protect us is to keep watch and ward.
350301	What's wrong? I am busy guarding the village. Come to the point!
350302	"Hi, do you have anything to tell me?"
350303	Is there nothing more beautiful than the village of Waldhen?
350304	"These days, the Imperial Army is on alert. Be careful!"
350305	Good bye.
350306	"Next time you come, I hope you'll send me a message in advance."
350401	Waldchen and Tringel are historic villages that have existed for a long time.
350402	"Well, it is right everyone yearns for city life・but the only way for true learning comes from nature and books."
350403	"Ha-ha! It's good to see you! I haven't seen this young man for a while. Young men seldom come here, since they'd rather being under the sun than in a library."
350404	I hope you'll come to the library anytime you want to learn more about our predecessors.
350405	I'm always happy to talk to a youngster.
350501	Hi. Good to see you!
350502	What brings you to the Mercenary Guild?
350503	I feel heavy and stiff. It is probably because I haven't been in battle for a long time.
350504	"Whenever you need help, look for the mercenary guild."
350505	Repairing Axes and Swords is like the life of a Berserker.
350506	Goodbye!
350601	"Humans are beyond my understanding, no matter how much I might try."
350602	I should mention the names of the honorable Dragon tribes once again・
350603	I can't believe it. There are so many rude people.
350604	You should feel proud to have talked with a Dragon.
350605	A Dragon's existence is one that knows honor and pride.
350606	Remember the pride of a Dragon Knight.
350701	Good to see you. Do you have anything to ask of the Dragon elders?
350702	Humans seem to be lovely and curious creatures.
350703	I wish my brother had more understanding of humans.
350704	Come back anytime if you need my help.
350705	May the honor of Dragon be with you.
350706	I hope to meet you later.
350801	Nice to see you.
350802	All of us should truly understand nature and soul. 
350803	Valkyrie are so proud of being with the great nature.
350804	May the great nature bless you.
350805	Prolless Natoora・.Don't forget the other names of Valkyrie.
350806	Remember our duty to protect nature from Ether.
350901	Hi. What business do you have at the magic laboratory?
350902	"Hello, there. Magic is indeed the power that can accomplish anything."
350903	I believe magic has the power to protect many people.
350904	"Good bye, I hope to see you again."
350905	"To harness the power of Mana, you should constantly train your mind. "
350906	Ether is false power like deception. You should get rid of it.
8303	Shortcut Key
40010	Story Item
40011	General Item
40012	Gamble Item
40013	Guild Item
40014	AC Item
26721	Fire Arrow
26722	Ice Dagger
26723	Teleport
4014	Select Item to apply for.
9063	%s
300034	General Merchant's Goods
300036	Guard's Equipment
301034	Box of General Goods Merchant
301036	Box that contains guards' equipments
5902	[%s] Quest accepted.
26724	Mana Recharge
26725	Cold Dagger
350406	"Good bye, my friend. If you have any questions, do not hesitate to come back. "
47701	Brakion Folktales page 1
47702	Brakion Folktales page 2
47703	Brakion Folktales page 3
47704	Brakion Folktales page 4
47705	Brakion Folktales page 5
47706	Brakion Folktales page 6
47707	Brakion Folktales page 7
47708	The List of Geist Empire
160001	Want to create Battle Zone.
160002	Want to use stores.
160003	Want to reinforce equipments.
160004	Want to manufacture products.
160005	Want to see deposit items.
160006	Want to move the other village.
160009	Cock-a-doodle-doo~
160010	Moo Moo~
160012	Mew Mew~
9035	Third Reward
9071	%s
9072	%s
9073	%s
9074	%s
40351	Wind Potion Lv.1
40352	Wind Potion Lv.2
40353	Wind Potion Lv.3
40354	Wind Potion Lv.4
40355	Wind Potion Lv.5
41351	Increases movement speed by 1 level.
41352	Increases movement speed by 2 levels.
41353	Increases movement speed by 3 levels.
41354	Increases movement speed by 4 levels.
41355	Increases movement speed by 5 levels.
23243	Emboldened
24243	Increases HP by %d for a set period of time.
9301	Champion
9302	Challenger
9303	Kill
9304	Death
9305	Combo
9306	Character
9036	Reward Aquired
9037	Reward not acquired
9308	CONGRATULATIONS!
9309	EXP  + %d
9310	Heim + %d
5408	Failed to execute voice chat.
