start	
300090	Шифрованное послание
300091	Таблица для расшифровки
300092	План действий надзирателя Хельфреда
300093	Очищенное противоядие A
300094	Очищенное противоядие B
300095	Helron's Poison
301085	Key to open the lock of the Debuchel family mausoleum
301086	Magic scroll that can remove the curse on Gatekeeper's Rusty Key
301087	Super-pungent, abrasive oil
301088	Abrasive polishing cloth
301089	Etherain Messenger's Report (begins a quest)
301090	Guran's encrypted report (begins a quest)
301091	Deciphering table needed to read Guran's report
301092	Helfred's Operation Plan: I believe you have received the poison from Helron's Castle. As we planned, release the poison into Etherain's water supply and frame the Liberation Army for killing the messenger and poisoning the city. That will be enough to shake the faith between Etherain and the rebels. Nobody will ever suspect that Examiner Hugo and I possess the antidote to the poison!
301093	Ingredient of the antidote
301094	Ingredient of the antidote
301095	Poison that will be used to contaminate the water supply
9903	Best record:%s
9905	In progress:%s
9906	Mission end:%s
9952	Closing date:%s
47990	Certificate of Heroism
48990	Take it to any merchant in the village and you can get a minor reward as a welcome gift.
400087	Old Underground Undead
400088	Eliminate Kaornish
400089	Gravekeeper's Key
400090	Свиток снятия проклятия
400091	Прогорклое масло
400092	Messenger's Release (1)
400093	Messenger's Release (2)
400094	Find the Message
400095	Another Conspiracy
400096	Important report
400097	Таблица для расшифровки
400098	Warden's Conspiracy
400099	Preventing Additional Pollution of the Riverhead
200051	The best way to protect is to watch and ward.
200052	Never let your guard down.
200053	Don't forget that the Sewer is a dangerous place.
200054	Always watch your back when you come here.
200055	I hope I see you later.
200056	Be careful, especially when the undead are quiet.
201051	Skeleton corpses
9964	Last Week's Ranking
9555	%d
9556	The Village Administrator is absent.
4013	Will you bring the \nmaterials required [%s] to be eligible for the events?
200121	We need to destroy the device which summons the Imperial Army's troops.  Until then, their numbers will never decrease.
200122	The Imperial Army's camp is usually located on a strategically important hilltop. There seem to be many soldiers there, which likely means that they are preparing for war.
200123	The Imperial Army has moved north and control the path to the Snowy Plains. While Etherain's Sorcerers have made a device to bypass the Empire's blockade, the Empire has found and destroyed the device.
200124	The only route to the Frozen Palace is through the Snowy Plainss, but that was blocked by the Empire's Army long ago. If you need to get to the Frozen Palace, you must use the temporary portal created by Etherain's Sorcerers.
200125	The Imperial Army has been conquered at the Western Tower. If you can make it from there to the Frozen Palace alive, that feat alone will make you a hero.
200126	These people don't look normal, so be careful -- nobody will be able to find your corpse to bury you if you die here.
200127	I agree with the General's opinion that we need to strike at the Imperial Army first, before they attack us. I hope you come back safely after completing your mission.
200128	Etherain's Sorcerer's transportation device? You can find it in front of the watchtowers, which are used to power the device. However, we're not sure whether or not the Imperial Army has destroyed it.
200129	The Life Seal is an extremely vicious curse. It provides protection by trapping others' souls. It's pitiful to see how desperate the Empire is to protect their magic.
200130	Recently, I spotted an iron-clad wolf near the water who looked somewhat different from the Empire's wolves. Maybe it's true that a pack of these escaped wolves live somewhere out there.
200131	The Imperial Army's Snowy Plains troops are very skilled in camouflage.  Be careful, as they will suddenly appear out of nowhere and attack!
200132	The Imperial Army's Snowy Plains troops have moved threateningly close to Etherain, so we must save Etherain's citizens as soon as possible.
200133	We cannot protect you once you are on the other side of the castle walls. Please be careful!
200134	We wish you to complete your task and return safely. The Rebel Army will be victorious when the city is safe.
200135	Anyhow, I believe the Rebel Army will save us from the Empire, so please take care of yourself.
200136	It has been a long time since the Imperial Army's Snowy Plains troops moved in on the citadel in Etherain. It's a duty of you Rebel Army to protect the citizens of Etherain since you have taken this city, isn't it?
200137	I heard that you will lead an assault on the Empire's troops in the Snowy Plains, but what will you do if the Empire attacks us with main forces while you're distracted? It's hard enough to defend this city and you're planning to attack the Snowy Plains? What on earth are you thinking?!
200138	Are you going to the Snowy Plains? We need to retrieve the Sorcerers' temporary portal from the Empire's army, otherwise nobody can get there. Unfortunately, the guards who were protecting the towers have been killed.
200139	Although I'm happy that the corrupt officials were killed off from Etherain, now that I think about it, life was easier back when we didn't have to fight off the Imperial Army.
200140	If you die outside the castle, nobody will be able to get past the Imperial Army to retrieve your corpse. You'd better be careful.
200141	I don't like the Rebel Army making secret plans. I don't have any reason to believe in secret groups.
200142	Go away! Whatever you do, just go away! All of this nonsense happened because of you and your Rebel Army. You had better finish this off and complete your plans, otherwise the Empire will come back with an even stronger vengeance!
200143	Those Rebel Army forces that ventured outside the castle were never returned. Such a pity! Don't frown, though. If you don't want my pity, just make sure you come back alive.
200144	I heard rumors that you're going to the Snowy Plains. Of course you already know that to get there, you'll need to activate the portal made by Etherain's Sorcerers.
200145	The device is located in front of the transfer towers on each path. You can find them on your map. I've heard the western tower near the Frozen Palace is protected by our soldiers, if they're still alive.
200146	If you go outside the castle gates, go to the western tower and look for Guard Captain Ernst. If the general is still alive, he will help you. 
200147	Many Rebel Army officers have passed through the castle gates in order to receive their orders. None of them received orders to save the survivors in the tower, however. Huh! Of course! No wonder so few have returned to the castle.
200148	I don't trust the Rebel Army or those controlling Etherain. I know of a Rebel soldier who deserted his troop and joined the Empire's forces while his companions simply stood around and watched, so how can I trust that the rebellion will succeed? I only cooperate with you for the people of Etherain.
200149	While the tower was being attacked, the authorities stood idly by even though they were warned of the attack. They did request the assistance of the Rebel Army, however. I'm ashamed of myself because I had to follow my superior's orders and wait for the Rebel Army while the tower was under siege.
200150	Sigh. Go away! Try working on your honor, then you will realize that you are a pawn on a much larger chessboard.
200151	Captain Ernst is not someone you can just desert to die like this. I will never forgive the authorities for the decisions they made. Now go away! That is all I have to say to you!
200161	Do you need anything? It's good to see somebody who can pay for my merchandise.
200162	Tell me if you need anything. You'll have to pay for it, of course. You don't think if you stand around all day looking at my wares that I'm going to give you something for free, eh? I don't trust the smile on your face.
200163	I guess we can relax for a little while since Ernst is here. So what do you need? Take your time and look around. I have all the time I need, but you must be in a hurry.
200164	I've been through so many life-and-death situations with strangers that this is all I have. Are you going to buy something?
200165	I'd rather be under Ernst's protection than to go out there with you. If you make it to the city, tell them there are survivors here. I'm sure they don't care, though.
200166	Come back again anytime! Before I die, preferably.
200167	Be careful! Not too careful, though -- the more Empire soldiers you kill, the better the chance we'll make it out of here.
200171	How did you get here? The path here is blocked by the Empire's magic. We'll need to fix this transport device in order to get anywhere from here.
200172	The Imperial Army has blocked every path to the Snowy Plains. You will use the transport device, but with so many Empire troops around, it will still be difficult.
201121	You're thinking of leaving this castle with the Imperial Army so close outside? I don't think that's a good idea. I've seen so many soldiers like you follow their orders and leave this castle, only to never come back.
201122	The Imperial Army came from the Snowy Plains. They encircled and camped outside Etherain, isolating us and threatening to do something drastic.
201123	The worst scenario would be if Schutzwaltz's Northern forces joined up with the Imperial Army's Western forces. If they attacked Etherain together, Etherain could not hold for more than one week.
201124	The city is buzzing with talk about the war outside. Whether you decide to attack or defend, remember that your primary duty is to protect Etherain from harm.
201125	Are you going to the Snowy Plains? To Schutzwalt's Castle? Ah, Schutzwalt's Castle is in the Snowy Plains, but people refer to it as the Frozen Palace.  You should read up on your history.
201126	Long ago, before the Snowy Plains was iced over, it could have been called the Land of Angels. It was a beautiful place until the Schutzwalt family moved into the castle.
201127	Erihi Schutzwalt was trying to save her daughter, Cecily. They say you can still hear Erihi's voice desperately calling her daughter's name.
201128	There must be an Ether plant somewhere in the Snowy Plains. But nobody know for sure where it is. Do you Rebels know where it might be?
201129	Etherain's political system is extremely corrupt, but with war on the horizon, the citizens are happier with the way things are than with the prospect of more Rebel soldiers inviting conflict inside the walls.
201130	Be careful. Once you leave the walls of the castle, you are no longer protected by our soldiers.
201131	I hope you complete your mission and return soon. Etherain's safety depends on the success of the Rebellion.
201135	We never though the peaceful Snowflower Tribe would attack our castle walls! I think the Empire coerced them into doing this.
201136	Elementalist of Snowflower Tree Tribe can summon a Ice Spirit.  But they are limited as to how many they can summon.
201137	The Empire's Captain Haman stands in front of the castle door. We suspect he is commanding the Snowflower Tribe's efforts to attack us.
201138	The Snowflower Tribe doesn't have enough resources on its own to attack Etherain, so they must be getting help.
201139	I'm sick and tired of fighting the reptile tribes and their annoying hissing!
201140	Look at how the Snowflower Tribe broke down this wall. I wonder why they didn't continue with their attack and spill through the wall! Very curious indeed.
201141	I was shocked that the reptilian tribes could use their own official language. So much incomprehensible hissing all night long, I would drive me crazy!
201142	I wish we didn't have to fight against that reptilian tribe. It turns out they are decent fighters.
201143	A little while ago, Etherain's Sorcerers left the castle to install the teleport device. There were only three survivors from that mission. Who is responsible for all this death?
201144	We must put an end to this. I don't care who wins. What do you Rebels hope to gain by fighting?
201145	The Snowflower Tribe was never known to attack a human before the Empire showed up. Now, though, the land is filled with spite and injustice.
201151	I'm busy right now. Talk to the captain if you need anything.
201152	Leave me alone -- you don't know what it's like to spend the night surrounded by enemies.
201153	What is it? If you have nothing else to say, leave me alone.
201154	We're guarding the teleporter, yes, but we're trapped here and Etherain seems to have abandoned us without sending reinforcements.
201155	We're surrounded by the Empire's forces, so Etherain can't possibly be telling the truth when they say they'll rescue us. You Rebels are all the same.
201156	We all have family and friends, but our superiors in Etherain seem to have forgotten this about us.
201157	We're going to attack the Snowy Plains? Won't we be short-handed? They should send reinforcements, otherwise this is sure to be a massacre!
201158	We're the only ones left here now, but we were able to protect the castle so far.
201159	A merchant saw the Sorcerers get attacked as they were installing the teleporter. About 20 Sorcerers tried fighting back the Empire's soldiers, but to no avail.
201160	The Empire has a strange device that can summon limitless numbers of soldiers. That is why so many of our troops have been killed, and if we didn't have such a strong captain, I would have suffered the same fate long ago.
201161	We're trapped here, but we sent messengers to bring news from Etherain. Did they ever get there? Don't tell me Etherain has abandoned us!
201162	Without our captain, we would be dead by now. I don't want to imagine what would happen if anything happened to him.
201163	The Empire's soldiers are scared of our captain, too. The other tower's soldiers were probably not so lucky, though.
201164	Our captain is extremely weary. He has been fighting off the Empire's attacks almost all by himself. Did our requests for reinforcements ever get to the Etherain?
201165	Our brothers in arms are exhausted and have little morale. They're convinced that reinforcements won't come, even if the request made it to Etherain. The government there doesn't care about its soldiers. This time they'll pay the consequences for their neglect.
201166	Etherain's politicians have sold out their loyalties to the Empire. So who will the new Rebel authorities pledge allegiance to? Of course you don't know.
201167	How brave and strong Ernst might be, he will fall soon. I've heard that the Empire's Sorcerers will make an offering to Helron. If Ernst falls, he will undergo the same fate as Otto, becoming their sacrificial guinea pig.
201171	Our soldiers defend the road to the Snowy Plains but the entrance has long been blocked by the Emprire's magic. The only escape from here is to run the transport device of Etherain sorcerers again.
201172	The transporter is located at the crossroads. Two of the three transporters fell into the Empire's hands, as our soldiers were no match for the Empire's throngs.
201173	Unfortunately, the transporter has been sealed by a curse the Empire. In order to break the seal, you must first kill whoever cast the spell.
201174	Don't lose hope. Remember that the Empire's camps are always established on hilltops, while the transporters are found at lower-lying crossroads in front of a tower.
201175	It's vital that we understand the Empire's tactics. We can use them to predict their future movements. Happy boxing!
201176	If you succeed in your mission, we can open the road to Etherain. Please do this quickly, as I cannot stand to see my brothers continue to die.
201177	Be on your way to complete your mission. I will stay with my soldiers here to fight and protect the tower. We will meet again if we are successful.
4545	Private Shop List
4546	№
4547	Seller
4548	%d
47987	Grade C Liberation Army Endowment
47988	Grade B Liberation Army Endowment
47989	Grade A Liberation Army Endowment
1651	Mission Level Requirement
1652	PVP Level Requirement
1653	Hunting Level Requirement
1654	Range of levels available for selection at your current level: %d - %d
1655	Sub-mission: %s
1656	Поле %d
1631	Revenge List <points: %d>
5271	%s has been added to the Revenge List.
5272	%s has been deleted from the Revenge List.
5273	This can only be used in a village or hunting field.
5450	This can be used to a friend to the lobby.
5451	Not registered as a Friend.
5452	This character is not in an available room.
26307	One-Handed Crossbow Normal
26308	Ether Weapon Normal
26607	Staff Normal
26608	Orb Normal
25154	Fist Strike
9739	Исключить
5215	Would you like to remove [%s] from the party?
5098	[%s] acquired item: [%s].
47991	Счастливая монета
47992	Fate Coin
47993	Magic Coin
9908	No.%d!
8001	Open/Close Character Window
8002	Open/Close Inventory
8003	Open/Close Skills
8004	Open/Close AC Chart
8005	Open/Close Quests
8006	Open/Close Actions
8007	Открыть или закрыть список друзей
8008	Открыть или закрыть окно гильдии
8009	Open/Close Revenge List
8010	Open/Close Private Shop
8011	Открыть или закрыть карту
8012	Open/Expand/Close Minimap
8013	Open/Close Menu
8014	Open/Close System Message
8015	Open/Close Shortcut Help
8016	Open/Close System Menu
8017	Open/Close Setup
8018	Next skill slot
8019	Skill Quickslot 1
8020	Skill Quickslot 2
8021	Skill Quickslot 3
8022	Skill Quickslot 4
8023	Skill Quickslot 5
8024	Skill Quickslot 6
8025	Skill Quickslot 7
8026	Skill Quickslot 8
8027	Skill Quickslot 9
8028	Skill Quickslot 10
8029	Skill Quickslot 11
8030	Skill Quickslot 12
8031	Style Quickslot 1
8032	Style Quickslot 2
8033	Style Quickslot 3
8034	Style Quickslot 4
8035	Summoned Creature_Manual Attack
8039	Summoned Creature_Dismiss
8040	Select Summoned Creature
8041	Select Self
8042	Select 1st party member
8043	Select 2nd party member
8044	Select 3rd party member
8045	Select 4th party member
8046	Select 5th party member
8047	Select 6th party member
8048	Select 7th party member
8049	Select 8th party member
8050	Select 9th party member
8051	Target nearest monster
8052	Target previous monster
8053	Target next monster
8054	Chat start/send
8055	Examine dropped item
8056	Подобрать предмет
8057	Снимок экрана
8058	Skill Queuing On/Off
8059	Auto Target On/Off
8060	Toggles nearby target prioritization On/Off.
8061	Toggles front target prioritization On/Off.
8062	Переместиться в деревню
8063	Move forward
8064	Backwards
8065	Strafe left
8066	Strafe right
8067	Turn left
8068	Turn right
8069	Turn camera to left
8070	Turn camera to right
8071	Приблизить
8072	Отдалить
8073	Jump
8074	Сесть или встать
8075	Auto Run
8076	Follow Target
8077	Screenshot Mode
8078	Hide Interface
8079	Помощь
8080	Attack target
1077	Guild List
8081	Reply Incoming Whisper
1078	Change Guild Notice
1079	Pay Dues
1080	Modify
1082	UP
1083	GP
1084	%d
1085	%s
1086	%s
1087	%s
400100	Violent Wolf Leader Oshuma
400101	Imperial Army's Secret Document
400102	Дефф Хитрый
300096	Imperial Army's Secret Document No.1
300097	Imperial Army's Secret Document No.2
300098	Imperial Army's Secret Document No.3
300099	Deff's Sword
300100	Scout's Badge
300101	Oshuma's Fang
301096	First part of the Imperial Army's secret document. It is encrypted but you can still read the word 'rebels' here and there.
301097	Second part of the Imperial Army's secret document. You can only read 'Etherain' and the 'rebels'.
301098	Third part of Imperial Army's secret document. It mentions the names of several Etherain city council members.
301099	Cunning Deff's sword that gleams sharply.
301100	Badget of the Liberationa Army scout
301101	Oshuma's sharp fang
400103	Scout's Trace
9460	Crafting Rejuvenation Potion (Lv. 4)
40224	Rejuvenation Potion (Lv. 4)
41223	Instantly recovers 500 HP.
41224	Instantly recovers 1000 HP.
5097	The item [%s] has been destroyed due to total durability loss.
1714	[%s] has left the channel.
5717	Do you want to create a [%s]?
5718	You have cancelled item crafting.
816	Шанс успеха
817	Required Heim
818	%d
819	%d
820	%s
300	Отдалить
5216	Your party leader has created a Battle Zone.\nDo you wish to join?\nIf not, you will be removed from the party.
5274	%s has killed you. Do you want to add %s to your Revenge List? If you do, you are allowed to KILL him once.
5453	Failed to execute emote.
5013	Verification failed -- disconnecting.
5014	Server error -- disconnecting.
5015	Your account has been blocked.
5016	Already logged into this account -- disconnecting.
5922	Assist '%s' target.
5623	You do not meet the level requirements for any available maps. \n\nSelect a different mode, or go to a different village to find an appropriate map.
706	Select Sub-Mission
5370	Cannot trade with yourself.
5010	Version confirmation required.
5017	Server is busy.\n Please try again later or select another channel.
5018	Connecting to Validation Server.
5019	No response from Validation Server. \n\nPlease try again. \nSorry for any inconvenience.
5020	Server is busy. Please try again later or select another server.
5906	Награду получить нельзя.
5481	Mission Ranking : Unknown error.
5482	Mission Ranking : Data error.
5483	Mission Ranking : You already received reward.
5484	Mission Ranking : In process.
5485	Mission Ranking : Temporary network error.
5486	Mission Ranking : Your inventory is full.
5487	Mission Ranking : You do not have enough party members to register to mission ranking.
5488	Mission Ranking : One class should not hold a majority of party.
5489	Mission Ranking : One or more characters are out of level range for this mission.
5490	Mission Ranking : Data error.
1715	Lock chat window
1716	Unlock chat window
5179	You cannot create a guild while in murderer state.
400104	East Wall Scouting
400105	East Wall Threat
400106	Deliver the Cooperation Request
400107	Repel the Empire's Special Forces
400108	Wolf Rock Guard Post Backup
400109	Wolf Rock Garrison Raid
400110	Snowy Plains Outpost Backup Request
300102	Cogwheel Component
300103	Copy of Operation Map
300104	Request for Cooperation
300105	Request for Reinforcements
301102	A cogwheel component of the equipment in the sewer.
301103	Copy of the Imperial Army's operation map
301104	Etherain Guard Captain's request for cooperation
301105	Veteran Arnold's request for reinforcements
202051	Etherain is everybody's last hope.
202052	Defense here is very tight because it is used to connetecd the Snowy Plains and the volcano.
202053	Since the command of the Imperial Army's migration, troublesome events are occurring everywhere.
202054	Don't worry, though, you are safe in Etherain.
202055	We will take care of your safety, so plase take rest.
202056	I wish you safe travel.
203051	Loyalty!
203052	So far, I have not encountered anything strange.
203053	Right now I am on duty so please talk to me later.  
203054	Don't bother me while I'm working!
203055	Пока.
203056	Have a pleasant time.
204051	The waters of Crystal Lake are extremely cold.
204052	The monsters have been trying to take over all the lakes and water sources around here.
204053	There have been many more of these monsters' camps around here.
204054	Always be on your guard.
204055	Return to Etherain as soon as possible.
204056	Be careful - the monsters only get more powerful as you make your way forward.
204061	The weather is getting much colder.
204062	The lake's water is so cold, your teeth ache if you drink it.
204063	We need to rotate the castle guards as soon as possible.
204064	The weather is quite cold -- be careful not to catch a frostbite!
204065	You'll need to dress warmly.
204066	I hope to see you again!
204031	This place is too cold.
204032	I'm sick of these monsters.
204033	What do you want? Make it quick -- I'm cold.
204034	До свидания.
204035	Ah-choo! Sniff.  Sorry, did I get some on you? I have a cold.
204036	Next time, bring me a hard, stiff drink.
204011	Что привело тебя сюда?
204012	Beginners don't last long around here.
204013	(Stares up and down unpleasantly, and sighs)
204014	Hurry on back to Etherain!
204015	This is not an easy place.
204016	Always watch your back.
203011	This is not a place where you can relax.
203012	So what brings you here?
203013	This place is dangerous since the enemy could attack at any time.
203014	I hope you value your life.
203015	I'm always here to protect this place.
203016	I'm not going to let them capture the Wolf Rock Guard Post!
202011	Welcome to the Snowy Plains Outpost.
202012	This is where we track the movements of the Imperial Army in the Snowy Plains.
202013	Добро пожаловать!
202014	Take care of yourself.
202015	Come back anytime if you find it difficult out in the Snowy Plains.
202016	Sometimes the cold can be harsher than the Imperial Army, so please be careful.
201011	Yes, this is the Snowy Plains Outpost.
201012	Pardon? What did you say?
201013	Ah, why do people feel sleepy when they get too cold?
201014	Goodbye and make sure you stay awake!
201015	Are you leaving already?
201016	Next time, bring some warm fur boots for us.
200011	I enjoy the cold weather.
200012	I enjoy working here.
200013	The volcano seems to be quite active!
200014	Goodbye! I hope you find the snow beautiful too!
200015	Enjoy the brilliance of the Snowy Plains!
200016	Long live the Snowy Plains! Ahhahahaha!
1407	%s
1408	%s
1409	%s
1410	%s
1411	%s
1412	%s
1413	%s
1414	%s
45122	Sewer Map Page 1
45123	Sewer Map Page 2
45124	Sewer Map Page 3
45125	Sewer Map Page 4
45126	Sewer Map Page 5
45127	Sewer Map Page 6
45128	Sewer Map Page 7
45129	Sewer Map Page 8
45130	Rusty Key
46122	A piece of the sewer map
46123	A piece of the sewer map
46124	A piece of the sewer map
46125	A piece of the sewer map
46126	A piece of the sewer map
46127	A piece of the sewer map
46128	A piece of the sewer map
46129	A piece of the sewer map
46130	Rusty key covered with moss
5492	Mission Ranking
4550	Rank-up success
4551	%s
4552	Rank-up was successful.
4553	Rank-up failed.
4554	Failed to rank-up.
4555	Unsuccessfully ranked up items are destroyed.
9916	%d
9917	%d
9918	%d
9919	%d
9965	%d
4556	%s
400111	Collecting Cogwheel
90034	Preview AC Rewards
400112	Search Sewer
200031	You made it all the way out here? Very impressive indeed.
200032	The Sewer is very dark and dank. There is a good chance you will lose your path, if not your mind.
200033	As time passes, this place becomes more and more difficult to navigate.
200034	I wish you luck on your mission.
200035	May luck bring you light in the darkness to come.
200036	I believe in the Rebels capability and strength.
201031	The Sewer is a labyrinth. Try not to get lost!
201032	If we clear the enemies from this place, that will be of great aid to the Rebels.
201033	You look trustworthy!
201034	Good luck!
201035	I hope I see you again.
201036	For the Liberation Army, for freedom!
5184	Turn in User Points.
5185	You need more UP (User Points)
5187	You are not authorized to administer Guild Points.
5371	You can only get one reward.
5127	Enter the number of points you wish to distribute.
5128	Enter the number of points using digits.
5275	Cannot use this while in murderer state.
1717	[%s] has left channel [%s].
1718	Invited [%s] to channel.
1719	[%s] has been invited to channel [%s].
5309	Select items to Rank-up.
11023	Basic option
11024	Special option
5276	You need more Revenge Points.
5277	Not a revenge target.
5278	Not in revenge mode.
5279	Target does not exist.
5130	This is not a repairable item.
5719	This is the maximum enchantment level.
5132	Dropped item [%s] due to PK.
5024	Duplicate serial number! You are not able to use the item. Please report this to the game administrator.
5521	Сон
5522	Stunned
5523	Frozen
5524	Delayed
5525	Petrified
5526	Restrained
5527	Cannot move when this skill is used.
5025	Name must contain at least 4 characters.
1097	%d
9966	%d
9967	%d
1316	Warp
47043	Commemorative Tokens
48043	Mission Ranking Token [Trade for a special item with a merchant]
5651	You haven't reached the AC completion milestone.
5652	No space in your inventory.
5653	You already received your reward.
5654	Failed to receive rewards.
206000	Encrypted Map of the Snowy Plains filled with numbers and symbols
994	http://betaglog.sunonline.co.kr/Game/goGlog.asp?bTP=2&sID=
995	http://betaglog.sunonline.co.kr/Game/goGlog.asp?bTP=1	
996	http://betaglog.sunonline.co.kr/Game/checkLogin.asp?sID=
47044	Revenge Stone
48044	Stone used to warp to a target listed under revenge list
9968	"For Mission ranking reward,"
