StrCode	Str
11285	<COLOR=FFE36C0A>[Quest Start - Assault Squad Wultmann]<RETURN=1/></COLOR>The remnants of the Karnatus Army are very powerful and they must be stopped.<RETURN=1/><RETURN=1/>Please eliminate the followers of the Karnatus Army.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Mission]<RETURN=1/></COLOR>Go to <MAPNAME=37/> and eliminate <NPCNAME=4140/> and <NPCNAME=4143/>.
11288	<COLOR=FFE36C0A>[Quest Start - Assault Squad Wultmann]<RETURN=1/></COLOR>The remnants of the Karnatus Army must be gone.<RETURN=1/><RETURN=1/>Please eliminate the followers of the Karnatus Army.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Mission]<RETURN=1/></COLOR>Go to <MAPNAME=37/> and eliminate <NPCNAME=4139/> and <NPCNAME=4142/>.
42122	Eliminate <NPCNAME=4138/> and <NPCNAME=4141/> in <MAPNAME=37/>.
42123	Eliminate <NPCNAME=4140/> and <NPCNAME=4143/> in <MAPNAME=37/>.
42124	Eliminate <NPCNAME=4139/> and <NPCNAME=4142/> in <MAPNAME=37/>.
//神穿 10:32 2012-08-21	
11219	<COLOR=FFE36C0A>[Quest Start - Explorer's Map]<RETURN=1/></COLOR>You patched up the treasure map, but the entire map still isn't complete.<RETURN=1/><RETURN=1/>The patched treasure map shows the location of the explorer's hidden journal. Find the Explorer's Journal and bring it here.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Mission]<RETURN=1/></COLOR>Find and bring <ITEMNAME=41523/> - <ITEMNAME=41525/>.
11221	<COLOR=FFE36C0A>[Quest End - Explorer's Map]<RETURN=1/></COLOR>The Explorer's Journal contains the records of the treasure around here. Have a look through its pages and see what you can find.
//神板 10:20 2012-10-23	
10715	Oh, <heroname/>, is that you? Come looking for work again today.<RETURN=1/>Today's job is one our [Mercenary Guild] is commissioning itself.<RETURN=1/><RETURN=1/>I hear there are still plenty of secrets worth studying among the dark arts cast on Aiort. If you can, bring me evidence that might be a clue to those secrets.<RETURN=1/><RETURN=1/><npcname=526/> at the <COLOR=FFFF0000>[Mission] Altar of Darkness</COLOR> is suspicious, so bring him down and bring back anything that could be a clue.
10716	Take on <npcname=526/>, who is under the dark arts, at the <COLOR=FFFF0000>[Mission] Altar of Darkness</COLOR>! We have to work out the secret behind that strength!
10717	That's our <heroname/>!! I knew you'd handle something like this in no time!<RETURN=1/><RETURN=1/>What? This <itemname=41458/> is what he was using?<RETURN=1/><RETURN=1/>I have no eye at all for magic or sorcery, so I'll have the [Magic Research Lab] take a look at it. Anyway, good work.<RETURN=1/><RETURN=1/>Come see me again tomorrow, <heroname/>! I'll keep your share set aside!
42022	Eliminate <npcname=526/> at <COLOR=FFFF0000>[Mission] Altar of Darkness</COLOR> and obtain <itemname=41458/>.<RETURN=1/>
//神板 6:48 2012-10-30	
49	<COLOR=FFE36C0A>[Quest Start - Irhanna]<RETURN=1/></COLOR>New recruits have to go through basic training. <RETURN=1/>But then...... hello? Are you even listening to me? Don't tell me you're dozing off? You haven't been accepted into the Liberation Army yet. If you're a recruit, shouldn't you act like one, greet people around here and show us something? Start easy and go say hello to <NPCNAME=63811/>. Don't want to? Then life in the Liberation Army is going to get hard for you!<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[TIP]<RETURN=1/></COLOR>Press the M button to bring up the map. Press M once more and the map turns transparent. Open the map, head for the question mark and the quest will be completed.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Talk to <NPCNAME=63811/>.
50	Start easy and go say hello to <NPCNAME=63811/>. Don't want to? Then life in the Liberation Army is going to get hard for you!
51	<COLOR=FFE36C0A>[Quest End - Guard Captain Von Carloan]<RETURN=1/></COLOR>A new recruit! Good to have you!
52	<COLOR=FFE36C0A>[Quest Start - Guard Captain Von Carloan]<RETURN=1/></COLOR>For the time being you will be carrying out duties at Zapir Lake. Go out through this door and follow <NPCNAME=63809/>'s orders to carry out your mission.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Meet <NPCNAME=63809/> at <MAPNAME=20004/>.
53	・
54	<COLOR=FFE36C0A>[Quest End - Sentry Captain Bachen]<RETURN=1/></COLOR>What is this! Who's dumping a fresh chick on me! Have the brass lost their minds! What are you looking at! Stand at attention!
55	<COLOR=FFE36C0A>[Quest Start - Sentry Captain Bachen]<RETURN=1/></COLOR>I'm Bachen. I don't know where you crawled in from, but now that you're under me you will obey my orders absolutely. I'll hear no arguments. Zapir Lake is a vital foothold. If we lose it the Liberation Army's supply line is cut, so it needs the closest attention. Here's your first assignment. Find <NPCNAME=1/> and eliminate it.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[TIP]<RETURN=1/></COLOR>Press the K button to bring up the skill list.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Find and eliminate <NPCNAME=1/>.
56	Zapir Lake is a vital foothold. If we lose it the Liberation Army's supply line is cut, so it needs the closest attention.
57	<COLOR=FFE36C0A>[Quest End - Sentry Captain Bachen]<RETURN=1/></COLOR>You're earning your keep, more or less.
58	<COLOR=FFE36C0A>[Quest Start - Sentry Captain Bachen]<RETURN=1/></COLOR>Not bad work! But you won't be used to combat yet. Press the K button and check the skill list. As your level rises you'll be able to use more skills. Eliminate <NPCNAME=1/> and bring back <ITEMNAME=41534/>.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[TIP]<RETURN=1/></COLOR>When you eliminate <NPCNAME=1/>, <ITEMNAME=41534/> goes into your inventory automatically.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=1/> and obtain <ITEMNAME=41534/>.
59	Press the K button and check the skill list. As your level rises you'll be able to use more skills.
60	<COLOR=FFE36C0A>[Quest End - Sentry Captain Bachen]<RETURN=1/></COLOR>A decent start. But there's still more to be done.
61	<COLOR=FFE36C0A>[Quest Start - Sentry Captain Bachen]<RETURN=1/></COLOR>A decent start. But there's still plenty you don't know. I can't teach you every single thing myself.. Go find <NPCNAME=62182/> and learn what you can.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Talk to <NPCNAME=62182/>.
62	・
63	<COLOR=FFE36C0A>[Quest End - Waldchen Guard]<RETURN=1/></COLOR>Good to meet you. I'm still a recruit myself...... The best way to get by in the army seems to be to keep running!
64	<COLOR=FFE36C0A>[Quest Start - Waldchen Guard]<RETURN=1/></COLOR>Did you carry out the sentry captain's assignment properly? You must have leveled up nicely. When you level up you gain bonus points that can raise your basic stats. Press the C button and you can check your basic stats. Bonus points come from leveling up, so don't neglect it. The best way to level up is to work through quests and missions faithfully. Now then, shall we warm up a little?<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Find and eliminate <NPCNAME=8/>.
65	The best way to level up is to work through quests and missions faithfully.
66	<COLOR=FFE36C0A>[Quest End - Waldchen Guard]<RETURN=1/></COLOR>In your recruit days quests alone will level you up quickly.
67	<COLOR=FFE36C0A>[Quest Start - Waldchen Guard]<RETURN=1/></COLOR>In your recruit days quests alone will level you up quickly. Keep working through quests and your turn to run 'missions' will come. Open the map and you'll find mission portals. You can't go yet, but as you work through quests you'll eventually qualify to use the mission portals. Press F11 to bring up the Battle Zone and check the list of missions available there. You can't use it yet, so set your sights on leveling up a bit more. Now, back to your duties.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=8/> and obtain <ITEMNAME=41535/>.
68	Keep working through quests and your turn to run 'missions' will come. Open the map and you'll find mission portals. You can't go yet, but as you work through quests you'll eventually qualify to use the mission portals.
69	<COLOR=FFE36C0A>[Quest End - Waldchen Guard]<RETURN=1/></COLOR>Good work. Working through quests faithfully will serve you well.
70	<COLOR=FFE36C0A>[Quest Start - Waldchen Guard]<RETURN=1/></COLOR>So you recovered the merchant's goods. Good timing. Head back to Waldchen and go meet the merchants in town. Merchants sell the items you need to survive and can help you craft and enhance your gear.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Return to Waldchen and meet <NPCNAME=62157/>.
71	・
72	<COLOR=FFE36C0A>[Quest End - Udo]<RETURN=1/></COLOR>Hello! Welcome to the general store!
73	<COLOR=FFE36C0A>[Quest Start - Udo]<RETURN=1/></COLOR>Thank you for finding my lost goods! The general store carries all sorts of things, but health and mana recovery potions are our main stock. We sell plenty of other useful goods too.. and for recruits I'd recommend <ITEMNAME=7241/>. It sends you straight back to the last town you visited, no conditions attached. How many will you take? Just joking! Hahaha! I'll throw a few in as a gift! And a few of the things you brought look like they belong to the other merchants. You should take them to the enhancement merchant.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[TIP]<RETURN=1/></COLOR>Press the M button to bring up the map! Click an NPC icon on the map and you'll travel to that NPC automatically!<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Go meet <NPCNAME=62180/>.
74	・
75	<COLOR=FFE36C0A>[Quest End - Wilot]<RETURN=1/></COLOR>Thank you for finding my lost goods.
77	・
78	<COLOR=FFE36C0A>[Quest End - Hobin]<RETURN=1/></COLOR>Thank you. I finally have my lost goods back.
79	<COLOR=FFE36C0A>[Quest Start - Hobin]<RETURN=1/></COLOR>I run the crafting store. The crafting store helps you make all kinds of armor, accessories and potion items. For each entry you can check the materials required, the amount of Heim consumed, and the success rate, since crafting can sometimes fail. If you want to become a stronger warrior, come see me often and make yourself some powerful gear. And thank you again for recovering my goods. Give my regards to the sentry captain.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Return to Zapir Lake and talk to <NPCNAME=63809/>.
80	・
81	<COLOR=FFE36C0A>[Quest End - Sentry Captain Bachen]<RETURN=1/></COLOR>Did you pick up what you need to survive? There's still a lot you don't know, but it'll come in time.
82	<COLOR=FFE36C0A>[Quest Start - Sentry Captain Bachen]<RETURN=1/></COLOR>Learn a lot? There's still plenty you don't know, but in time.. you'll get there. Anyway, you've had your fun, so it's back to work. This lake we guard is not as peaceful as it looks. Don't let your guard down. Go earn your keep.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Find and eliminate <NPCNAME=1/> and <NPCNAME=8/>.
83	Learn a lot? There's still plenty you don't know, but in time.. you'll get there.
84	<COLOR=FFE36C0A>[Quest End - Sentry Captain Bachen]<RETURN=1/></COLOR>Good work. The next assignment is waiting for you.
//神板 6:48 2012-10-30	
40017	Talk to <NPCNAME=63811/>.
40018	Go on a visit to <NPCNAME=63809/> in <MAPNAME=20004/>
40019	Find out <NPCNAME=1/> and eliminate it.
40020	Eliminate <NPCNAME=1/> and obtain <ITEMNAME=41534/>.
40022	Talk to <NPCNAME=62182/>.
40023	Find out <NPCNAME=8/> and eliminate it.
40024	eliminate <NPCNAME=8/> and obtain <ITEMNAME=41535/>.
40025	Go back to the Waldchen and talk to <NPCNAME=62157/>.
40029	Go on a visit to <NPCNAME=62180/>.
40030	Go on a visit to <NPCNAME=62193/>.
40031	Go back to the Zapir Lake and talk to <NPCNAME=63809/>.
40032	Find out <NPCNAME=1/>, <NPCNAME=8/> and eliminate it.
//神板 7:28 2012-10-30	
131	<COLOR=FFE36C0A>[Quest Start - Fischermann]<RETURN=1/></COLOR>The village is in ruins... how are we supposed to live now.. Please, drive those brutal <NPCNAME=1005/>/*Blue Shell Sentry*/ off out of the village! Please!<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=1005/>/*Blue Shell Sentry*/.
134	<COLOR=FFE36C0A>[Quest Start - Fischermann]<RETURN=1/></COLOR>Might I ask one more favor? The village can be rebuilt, but my fishing gear has gone missing.. Please, would you find my <ITEMNAME=40309/>/*Fishing Rod*/ and <ITEMNAME=40310/>/*Needle*/..<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[TIP]<RETURN=1/></COLOR>This is a gathering quest. You can gather at the red exclamation marks.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Obtain 1 <ITEMNAME=40309/> and 1 <ITEMNAME=40310/>.
136	<COLOR=FFE36C0A>[Quest End - Fischermann]<RETURN=1/></COLOR>You've done a great deal. Thank you for your work.
//神穿 12:25 2012-11-01	
10868	<COLOR=FFE36C0A>[Quest Start - Guard Captain Von Herling]<RETURN=1/></COLOR>The Senate will handle the matter of Esod, so you needn't worry about it any longer.<RETURN=1/>Looking at you, you're not at a level that should be wasting away in a place like this.<RETURN=1/>We have enough hands here, so head for <MAPNAME=55061/>/*Graveyard of Pain*/. With your ability you'll stand out there easily enough.<RETURN=1/>First go to <MAPNAME=55061/>/*Graveyard of Pain*/ and meet <NPCNAME=65170/>/*Messenger Zoltan*/. <NPCNAME=65170/>/*Messenger Zoltan*/ will guide you from there!<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[TIP]<RETURN=1/></COLOR>Click the Waypoint pillar in the central square of Tringel to travel easily to <MAPNAME=55061/>/*Graveyard of Pain*/.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Use the Waypoint pillar to travel to <MAPNAME=55061/>/*Graveyard of Pain*/, then meet <NPCNAME=65170/>/*Messenger Zoltan*/.
10869	Use the Waypoint pillar to travel to <MAPNAME=55061/>/*Graveyard of Pain*/, then meet <NPCNAME=65170/>/*Messenger Zoltan*/.
10870	<COLOR=FFE36C0A>[Quest End - Liberation Army Messenger Zoltan]<RETURN=1/></COLOR>Welcome!! So you're the one Herling spoke of!! Welcome to the Aiort graveyard!! I'm counting on you!!
42128	Use the "Waypoint" then go to the Graveyard of Pain , and go on a visit to Liberation Army Messenger Zoltan
//神板 12:18 2012-11-01	
9322	<COLOR=FFE36C0A>[Quest Start - Sentry Captain Bachen]<RETURN=1/></COLOR>There is no such thing as a useless object in this world!<RETURN=1/><RETURN=1/>Heheh..<RETURN=1/><RETURN=1/>You lot.. you don't know the value of an item.. Whenever something of low value lands in your inventory you call it junk and throw it away! Well, there's no need for that anymore!!<RETURN=1/><RETURN=1/>If you want to know why.. bring me the things I need!!<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate the Black Forest Sentries and Beast Sentries at Zapir Lake and obtain <ITEMNAME=40945/> and <ITEMNAME=40946/>.
8428	<COLOR=FFE36C0A>[Quest Start - Patrolman Aiman]<RETURN=1/></COLOR>There's a leader of the beasts on that ship behind us as well.<RETURN=1/><RETURN=1/>The beasts' leader will be aboard that ship. Take out the leader and the beasts are just a rabble.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=1016/> on the ship behind Patrolman Aiman.
20052	Eliminated the monster of the black Ether jewel.
278	<COLOR=FFE36C0A>[Quest Start - Schneider]<RETURN=1/></COLOR>Good to meet you! I'm Schneider. Right now I'm just an ordinary herbalist, but one day I'll be a great sage too!<RETURN=1/>I'm studying hard to become a great sage like the legendary Fritz.<RETURN=1/>But I've gone and lost the book I was studying. Hahaha! It vanished while I nodded off for a moment.<RETURN=1/>Someone must have taken it, and it might well have been the beasts... Could you look into it? Please! The camp in the middle of the Path of the Alchemist looks suspicious.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=1159/> and obtain <ITEMNAME=40325/>.
40070	Eliminate <NPCNAME=1159/> and obtain <ITEMNAME=40325/>.
281	<COLOR=FFE36C0A>[Quest Start - Schneider]<RETURN=1/></COLOR>Right~! Let me show you the fruits of my studies! Here! Try using this thing I made!<RETURN=1/>You might suddenly get much stronger! Give it a try!<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Find <ITEMNAME=40326/> in your item inventory and click it.
40071	Click <ITEMNAME=40326/> from Item inventory.
368	<COLOR=FFE36C0A>[Quest Start - Manhunter Delsberg]<RETURN=1/></COLOR>They say <NPCNAME=32036/>/*Pagadu*/ is blocking the Liberation Army's manhunters.<RETURN=1/>We've had word that they can't advance any further. The manhunters need support.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=32036/>/*Pagadu*/.
398	<COLOR=FFE36C0A>[Quest Start - Elena]<RETURN=1/></COLOR>The unit ahead of us has been wiped out. They reported sighting <NPCNAME=25701/>/*Nivalith*/. <RETURN=1/>Pass this information to <NPCNAME=65231/>/*Manhunter Essen*/ as well.<RETURN=1/>And if at all possible, wait for the rear unit.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Talk to <NPCNAME=65231/>/*Manhunter Essen*/.
8587	<COLOR=FFE36C0A>[Quest Start - Scout Kaior]<RETURN=1/></COLOR>There are far too many enemies.<RETURN=1/><RETURN=1/>Even if we find the advance party.. getting back to town through this many enemies will be hard. We have to take them out as we see them. Eliminate the enemies in front of you.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate 20 normal monsters of Lv. 25 or above.
8589	<COLOR=FFE36C0A>[Quest End - Scout Kaior]<RETURN=1/></COLOR>Good work. The enemy in front of you is scarier than any ghost.
8590	<COLOR=FFE36C0A>[Quest Start - Scout Kaior]<RETURN=1/></COLOR>We have to find the enemy's leaders. <RETURN=1/><RETURN=1/>Even if we find the advance party.. getting back to town through this many enemies will be hard. We have to take them out as we see them. Eliminate the enemies in front of you.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate 10 leader monsters of Lv. 25 or above.
8592	<COLOR=FFE36C0A>[Quest End - Scout Kaior]<RETURN=1/></COLOR>Good work. The enemy in front of you is scarier than any ghost.
1124	<COLOR=FFE36C0A>[Quest Start - Senator Seigmund]<RETURN=1/></COLOR>I'm sorry...... There are ghosts lingering nearby. Be careful.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate the summoned monsters.
1126	<COLOR=FFE36C0A>[Quest End - Senator Seigmund]<RETURN=1/></COLOR>My apologies. I was under a spirit's spell for a moment.
//神板 6:16 2012-11-08	
367	<COLOR=FFE36C0A>[Quest End - Helga]<RETURN=1/></COLOR>Well done. The remaining troops will take care of things here now.
//神板 7:03 2012-11-12	
9331	<COLOR=FFE36C0A>[Quest Start - Brandon]<RETURN=1/></COLOR>Good day! I'm Brandon, from far-off Aukra! I left my home and now I train warhorses on the orders of the Etherain Council. Etherain's warhorses are quite simply the finest on the continent! Wouldn't you like one? The price isn't small, though.. But there is a way to get one for free.. care to hear it? The truth is.. by order of the Etherain Council I've been raising <NPCNAME=63279/>. And then.. four of them went missing!! The flock I was given by the Council has to be sent to Etherain soon. If I can't keep my promise I lose my job. Find <NPCNAME=63279/> and bring me <ITEMNAME=40949/> and I'll give you a warhorse. The sheep were last seen on the Path of the Alchemist.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Find <NPCNAME=63279/> at <MAPNAME=20005/> and obtain <ITEMNAME=40949/>.
9332	The sheep were last seen on the Path of the Alchemist.
9333	<COLOR=FFE36C0A>[Quest End - Brandon]<RETURN=1/></COLOR>Oh!!! Thank you!! As promised.. I'll give you a warhorse.
41419	Go on a visit to <NPCNAME=63279/> in <MAPNAME=20005/>, obtain <ITEMNAME=40949/>.
11305	<COLOR=FFE36C0A>[Quest Start - Yubet]<RETURN=1/></COLOR>Word has come from <NPCNAME=65418/> in Waldchen.<RETURN=1/>It seems he needs help with something to do with warhorses. Go to Waldchen and see. If you've already met the coachman, all the better..<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Go meet <NPCNAME=65418/> in Waldchen.
11306	・
11307	<COLOR=FFE36C0A>[Quest End - Coachman Brandon]<RETURN=1/></COLOR>The warhorses I raise are quite simply the finest on the continent! Wouldn't you like one?
11308	<COLOR=FFE36C0A>[Quest Start - Shuzet]<RETURN=1/></COLOR>Word has come from <NPCNAME=65418/>.<RETURN=1/>He wants to discuss ways to make warhorses faster. Go to Waldchen and see. If you've already met the coachman, all the better..<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Go meet <NPCNAME=65418/> in Waldchen.
11309	・
11310	<COLOR=FFE36C0A>[Quest End - Coachman Brandon]<RETURN=1/></COLOR>There's a way to make a warhorse faster. Wouldn't you like to know it?
11311	<COLOR=FFE36C0A>[Quest Start - Shuzet]<RETURN=1/></COLOR>Word has come from <NPCNAME=65418/>.<RETURN=1/>He wants to discuss the best equipment for warhorses. Go to Waldchen and see. If you've already met the coachman, all the better..<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Go meet <NPCNAME=65418/> in Waldchen.
11312	・
11313	<COLOR=FFE36C0A>[Quest End - Coachman Brandon]<RETURN=1/></COLOR>There's a way to make a warhorse faster still. Wouldn't you like to know it?
42129	Go on a visit to <NPCNAME=65418/> in Waldchen.
42130	Go on a visit to <NPCNAME=65418/> in Waldchen.
42131	Go on a visit to <NPCNAME=65418/> in Waldchen.
//神板 3:44 2012-11-14	
8640	<COLOR=FFE36C0A>[Quest End - Helga]<RETURN=1/></COLOR>Good work. The enemy's movements are starting to show signs of confusion.
8641	<COLOR=FFE36C0A>[Quest Start - Helga]<RETURN=1/></COLOR>This battle will weigh heavily on the Liberation Army's path from here. If you are ready, go into battle!<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=25701/> in the main mission Forest of Beasts.
8642	If you are ready, go into battle!
8643	<COLOR=FFE36C0A>[Quest End - Helga]<RETURN=1/></COLOR>Good work. The Forest of Beasts is ours now.
8644	<COLOR=FFE36C0A>[Quest Start - Yubet]<RETURN=1/></COLOR>If you are ready, join the search for the new road.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=38326/> in the mission Hidden Path.
8645	...
8646	<COLOR=FFE36C0A>[Quest End - Yubet]<RETURN=1/></COLOR>The new map is complete. All that remains is the advance.
8648	...
8649	<COLOR=FFE36C0A>[Quest End - Yubet]<RETURN=1/></COLOR>Now you only have to keep going through the sewer and you'll reach Etherain.<RETURN=1/>Once you enter Etherain our agents will receive you.
8651	...
8652	<COLOR=FFE36C0A>[Quest End - Yubet]<RETURN=1/></COLOR>Good work. The enemy's movements are starting to show signs of confusion.
8653	<COLOR=FFE36C0A>[Quest Start - Yubet]<RETURN=1/></COLOR>This is the last gate before the advance on Etherain. The Empire's wicked undead legions will be waiting for us.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=25706/> in the main mission Sewer.
8654	...
8655	<COLOR=FFE36C0A>[Quest End - Yubet]<RETURN=1/></COLOR>Good work. The enemy's movements are starting to show signs of confusion.
//神板 5:26 2012-11-30	
10555	<COLOR=FFE36C0A>[Quest Start - Examiner Maedoms]<RETURN=1/><RETURN=1/></COLOR>Oh? You're <heroname/>, right?<RETURN=1/>My brother's told me all about you!<RETURN=1/>Ah, I'm <npcname=28294/>/*Examiner Maedoms*/.<RETURN=1/><npcname=65173/>/*Adams the Examiner*/, the one you met at <mapname=55061/>/*Graveyard of Pain*/, is my brother.<RETURN=1/>I feel like I end up introducing myself every single time, but never mind that.<RETURN=1/><RETURN=1/>You know my brother is investigating the Aiort graveyard area, right?<RETURN=1/>I head up the [Helron Survey Team] exploring the Helron's Castle area.<RETURN=1/>According to our team's findings, the Helrons' old relics are scattered all over that 'Helron's Castle' area. <RETURN=1/>It's hard to call them proper Helrons anymore anyway, so they won't be needing them. Don't you agree?<RETURN=1/>And this is strictly research. Re. Search. <RETURN=1/><RETURN=1/>With that in mind, today's relic recovery area is the <mapname=56041/>/*Lower Level*/ of Helron's Castle. Somewhere in there you'll find <itemname=41163/>/*Ancient Relic of the Lower Level of Helron's Castle*/. Bring it back for me.<RETURN=1/><RETURN=1/>
10558	<COLOR=FFE36C0A>[Quest Start - Examiner Maedoms]<RETURN=1/><RETURN=1/></COLOR>Oh? You're <heroname/>, right?<RETURN=1/>My brother's told me all about you!<RETURN=1/>Ah, I'm <npcname=28294/>/*Examiner Maedoms*/.<RETURN=1/><npcname=65173/>/*Adams the Examiner*/, the one you met at <mapname=55061/>/*Graveyard of Pain*/, is my brother.<RETURN=1/>I feel like I end up introducing myself every single time, but never mind that.<RETURN=1/><RETURN=1/>You know my brother is investigating the Aiort graveyard area, right?<RETURN=1/>I head up the [Helron Survey Team] exploring the Helron's Castle area.<RETURN=1/>According to our team's findings, the Helrons' old relics are scattered all over that 'Helron's Castle' area. <RETURN=1/>It's hard to call them proper Helrons anymore anyway, so they won't be needing them. Don't you agree?<RETURN=1/>And this is strictly research. Re. Search. <RETURN=1/><RETURN=1/>With that in mind, today's relic recovery area is the <mapname=56081/>/*Middle Level*/ of Helron's Castle. Somewhere in there you'll find <itemname=41164/>/*Ancient Relic of the Middle Level of Helron's Castle*/. Bring it back for me.<RETURN=1/><RETURN=1/>
10561	<COLOR=FFE36C0A>[Quest Start - Examiner Maedoms]<RETURN=1/><RETURN=1/></COLOR>Oh? You're <heroname/>, right?<RETURN=1/>My brother's told me all about you!<RETURN=1/>Ah, I'm <npcname=28294/>/*Examiner Maedoms*/.<RETURN=1/><npcname=65173/>/*Adams the Examiner*/, the one you met at <mapname=55061/>/*Graveyard of Pain*/, is my brother.<RETURN=1/>I feel like I end up introducing myself every single time, but never mind that.<RETURN=1/><RETURN=1/>You know my brother is investigating the Aiort graveyard area, right?<RETURN=1/>I head up the [Helron Survey Team] exploring the Helron's Castle area.<RETURN=1/>According to our team's findings, the Helrons' old relics are scattered all over that 'Helron's Castle' area. <RETURN=1/>It's hard to call them proper Helrons anymore anyway, so they won't be needing them. Don't you agree?<RETURN=1/>And this is strictly research. Re. Search. <RETURN=1/><RETURN=1/>With that in mind, today's relic recovery area is the <mapname=56101/>/*Upper Level*/ of Helron's Castle. Somewhere in there you'll find <itemname=41165/>/*Ancient Relic of the Upper Level of Helron's Castle*/. Bring it back for me.<RETURN=1/><RETURN=1/>
//神板 6:39 2012-12-04	
6167	<COLOR=FFE36C0A>[Quest Start - Priest of the Cursed Tower]<RETURN=1/></COLOR>My name is <NPCNAME=65259/>/*Orayades*/.<RETURN=1/>As my name suggests, I am the priest who oversees the Trial of Fire of the Cursed Tower.<RETURN=1/>A true member of the Liberation Army should be able to conquer at least the Cursed Tower.<RETURN=1/>Whenever you feel ready to take on the Cursed Tower's Trial of Fire, come and find me again...<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Talk to <NPCNAME=65259/>/*Orayades*/.
9829	<COLOR=FFE36C0A>[Quest Start - Priest of the Cursed Tower]<RETURN=1/></COLOR>Will you take on the trial?<RETURN=1/><RETURN=1/>If so, carry out the following task.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=6430/> at <MAPNAME=60201/>.
