//Version	0.0.0.1				
//Ж®ё®°Е ёЮЅГБц і»їл					
//±ЗѕЖїµ					
		
		
		
//ёЮЅГБц ID	і»їл				
StrCode	Str	FieldEnd			
1	Миссия пройдена.
5820	Путь перекрыт печатью Дракона Смерти.
5821	Стоит выйти на пустырь, как отовсюду появляются враги!
5822	The seal of Death Dragon has been broken! The portal leading to the entrance of the Holly Place is now open.
5823	You succeeded in eliminating Berdio and obtained the [Blue Scroll of Unsealment].
5824	You succeeded in eliminating Neglo and obtained the [Red Scroll of Unsealment].
5825	You succeeded in obtaining the Yellow Scroll of Unsealment.
5826	Печать на входе в священную землю сломана!
5827	Drake Knight Soldiers are blocking the path.
5828	When you approach the Stone Statue, the Death Dragon Guardian appears under a bright light.
5829	Перекрыто слизью дрейка.
5830	When you use the Scroll of Unsealment, the flames of the pillar disappear.
5831	The mucus at the exit is gone. You can enter the cave now.
5832	You hear the sound of Drake's wings flapping.#Hurry and break the stone at the exit and get out of the cave.
5833	The Portal is sealed with strong magic power. It seems to have something to do with the two Stone Statues at the center of the Crater.
5834	Вам удалось остановить один из магических барьеров вулкана.
5835	Когда магический барьер сломан, по священному месту расходятся магические колебания!#Энергия исходит от последнего барьера!
5836	You're little insects! I'll show you my power!
5837	The Captain of the Drake Knights absorbed the Magic Seal Energy to come back to life.#[Ha ha ha! I am immortal. You little insects!]
5838	The Captain of the Drake Knights revived to be yet more powerful by absorbing the Magic Seal Energy.
5839	The Force of Fire from the Captain of the Drake Knights behind the hall is protecting the Magic Stones.
5840	When the last Magic Barrier is destroyed, all energy is absorbed by the Captain of the Drake Knights.
5841	The energy of Magic Barrier makes me stronger! Look at the power of the real Dragonkin!
5842	As the Captain of the Drake Knights was defeated, the Force of Fire protecting the Magic Stones disappeared!#This is a lifetime chance to destroy the Magic Stones!
5843	A portal shows up as you eliminate the Captain of the Drake Knights.
5844	Прошло десять минут.#Похоже, последний магический барьер лишился всей энергии.#Барьер можно сломать, когда он полностью её исчерпает.
5845	Все устройства магического барьера остановились!
5846	A portal that was blocked by the Magic Barrier disappeared.#Now you can go to the summit of the holy place, where the Magic Barrier of the Volcano is.
5847	Когда вы убираете капитана рыцарей-дрейков и энергию Магических камней, по залу начинают кружить мощные силы!
5848	You gained 50,000 EXP by destroying the Pile of Rocks.
//ілєнЅєД®·їµї±ј
344	An epidemic that swept through Kortoq Village.#It turns out that the disease was deliberately spread by the Beast tribes that have joined forces with Ignis.#The Expedition heads to the Noble Scarlet Cave to purify contaminated water and to foil the enemy's vicious plan, without knowing that an unexpected, more serious threat awaits it.
5852	Noble Scarlet Cave#Green Earth
5853	Noble Scarlet Cave#Shelter of the Red Queen Bee Tribe
5854	Noble Scarlet Cave#Shelter of the Jade Beetle
5855	Noble Scarlet Cave#Forgotten Altar
5856	The path is blocked by the huge rock. You'd better find another way.
5857	A huge branch is blocking the path. You'd better find another way.
5858	An Uak is sleeping on the path. You'd better not to awake it now.
5859	It is bound by powerful sorcery. You must find a shaman to remove it.
5860	It is bound by powerful sorcery. Beepy must be hiding around here.
5861	The pollutant was removed successfully. The water is decontaminated but still noxious.#There must be some more pollutants.
5862	The pollutant was removed successfully. The water is completely purified.
5863	Beepy ran away. As the shaman is not around, the pollutant seems to become less powerful.
5864	Kill the intruders!
5865	The road stops here. You may be able to break stalagmites and make a bridge with them.
5866	The crushing sound of stalagmites resonates through the cave. Enemies must have been alerted.
5867	Broken stalagmites that are piled up, making a bridge.
5868	Uno: My brother Dos went after them. I'm really worried about him.
5869	Dos: You ... you are ... a mere ... in ... insect ... I ... I ... am ... a ... a ... lot ... be ... better!
5870	Dos: Nor ... north. Their den ... is in the north. I ... I'm ... okay. I ... can ... can ... get ... out of ... here ... myself.
5871	Tres: Tres here. Don't tell my brothers. Tres watches in secret. Bee lady. Went left.
5872	Tres: Bee lady. Went right this time.
5873	Beepy: Ugh! It's not over yet!
5874	Beepy: Pshaw! You'll pay for this! You wretches!
5875	Beepy: They are coming close. May Ignis' grace be upon us.
5876	Zebut: Hmph! We, the Karnatus Army, don't need cowards. But we can't let those who disobey Lord Ignis sneak away.
5877	May you live forever.
5878	When her underlings were all killed, Beepy finally turned up.
5879	The road stops here. The pollutant may be somewhere else.
5880	This area is eerily quiet. You'd better be careful.
5881	Kak! Kak ... kkkk. You fools will never understand what Lord Ignis intends to do.#This is only the beginning. You won't even step on his shadow.
//2011Е©ё®Ѕєё¶ЅєАМєҐЖ®	
5882	Снежный Вальдхен
5883	Uh... Ungh... If you're honest people, you can't ignore reality for a single moment of profit...
5884	Rudolph takes one last breath before collapsing.
5885	A portal appears at the entrance to the village.
//їµїшјєАЗБцґл_БцЅДАЗіЄ№«	
345	The Ardor Expedition arrived at the Eternal Land, where primordial nature still remained untouched, but were soon pulled into a vicious war raging in the area.#After learning that the Karnatus troops and the Red Beaks were preparing a second attack to claim the Tree of Knowledge, the expedition began preparing for battle.
5890	Eternal Land#Altar of Sanctuary
5891	Eternal Land#Red Beak Tribe Village
5892	Eternal Land#Eternal Mane Tribe Village
5893	Eternal Land#Forest of the Resting Wind
5894	Torr: Dear friends, we don't have much time. We will face the enemy soon.#We must hurry and reinforce our defenses.
5895	To strengthen the ether defense shield, we need Magic Stones that many monsters carry.
5896	We need four different Magic Stones for the shield.#Find these Magic Stones by hunting monsters.
5897	I reinforced the first defense shield, but I must do the same to the shield at the entrance on the other side.
5898	Torr: That should be enough. Leave the rest to me. Please go to the village and help defend it.
5899	Tribal Leader Torr created a portal back to the village.
5900	Torr: Our scouts haven't returned yet. I'm certain something has happened to them. Please find them for me.
5901	Three tribe members remain.
5902	Two tribe members remain.
5903	One tribe member remains.
5904	You can see the captured Eternal Mane tribesmen.
5905	As the main body of Schattenspiel weakens, its clones begin to vanish.
5906	You need 1 Magic Stone to use the Lightning Totem.
5907	Torr: All tribesmen have returned. Yet all is not well. #I sense a wave of evil heading for the northern entrance. Don't let your guard down.
5908	You can sense enemies beneath the hill.
5909	Baldir: I can't believe I was captured by these birds... Thanks for rescuing me.
5910	Frey: The members of the Ardor Expedition are true heroes.
5911	Hodir: You're all quite skilled. With your help, those Red Beaks don't stand a chance.
5912	Nord: We don't have much time. Leave the introductions for another time. I'll see you at the village entrance.
5913	You activated the Lightning Totem. You used 1 Magic Stone.
5914	You feel varying energies from a place not far away.
5915	Several Red Beaks emerge from the black portal.
5916	Follow Ignis' orders and conquer this place. Get out of here!
5917	The portals beneath the hill vanished as soon as your enemies died.
5918	You who would hinder Ignis, begone!
5919	The Eternal Manes all died in battle. They will be resurrected in 30 seconds.
5920	The ether shield in the north part of the village is almost out of energy.
5921	The ether shield in the south part of the village is almost out of energy.
5922	The ether shield is destroyed.
5923	The enemies destroyed the shield and created various portals.
5924	A great number of enemies step through and begin poisoning the area.
5925	The Red Beaks came out of hiding.
5926	Karnatus' troops arrived.
5927	Schattenspiel: You pathetic, insignificant pests. I'll show you my real strength!
5928	These games end now!
5929	Torr: You stopped the enemy attack. Thank you.#Our people will join their strength to yours and stand against the forces of Karnatus.
5930	Your mission was successful. A portal appeared behind the ether shield.
5931	Torr: Expedition members, our enemies are very strong. We must evacuate at once!
5932	Torr: We can do nothing more...
5933	You failed the mission. The mission will automatically end shortly.
5934	(N/A)
5935	(N/A)
5936	(N/A)
5937	(N/A)
5938	You obtained a Magic Stone.
5939	Torr: Expedition members, this appears to be another diversion. Head immediately for the southern entrance and defend it.
5940	Enemies swarm in.
5941	We are blessed with the strength of Ignis! Come see what it can do!
5942	More Red Beaks appear.
5943	Leave my sight, you fools!
5944	You must protect the Tree of Knowledge. We must reinforce the two defense shields and prepare for battle.
5945	Schattenspiel's war cry summoned clones of himself and recovered his vitality.
5946	The Red Beak Archers erected a Fire Totem.
//ѕЖЅєЕд·№ѕЖЗщ°о_єё±Ю·ОВчґЬАЫАь	
346	An operation to block the supply route in Astorea Canyon has begun. The operation started as a stepping stone to conquer the Old Esmara#But the Karnatus Army was also keeping an eye on the activities of the Ardor Expedition.
5947	Astorea Canyon#Rear Camp of the Expedition
5948	Astorea Canyon#Defense Line of the Expedition
5949	Astorea Canyon#Karnatus Army Supply Camp
5950	Astorea Canyon#Colosseum the Battlefield of Blood
5951	Astorea Canyon#Access Road to Old Esmara
5952	Injured Shadow: Are you the new reinforcement? Go down over there. Captain is waiting for you.
5953	Injured Shadow: There are a few Skopariuses on the way. But I'm sure you can handle them.
5954	Captain Jimmy: Hey, over here.
5955	Captain Jimmy: Finally, Arnest must have sent a reinforcement.
5956	Captain Jimmy: As you see, the situation here isn't good.
5957	Captain Jimmy: The enemy is already prepared against our attack. They must have gotten the news about our plan in advance.
5958	Captain Jimmy: Even at this moment, they may attack us.
5959	Akeira: Captain! Enemies in the 12 o'clock direction. We can't hold out anymore.
5960	Captain Jimmy: Speak of the devil and he will appear. Hurry up, soldier!
5961	You need to protect Captain Jimmy and destroy the enemy.
5962	Captain Jimmy is killed. Your mission has failed.
5963	Captain Jimmy: Whew. At least, this place is secured.
5964	"Captain Jimmy: Since the door is broken, I will stay here and protect the wounded, maintaining the defense line. You continue to carry out the mission."
5965	Captain Jimmy: I got the info that the merchant supplying the material to the enemy is inside the enemy supply camp.
5966	Captain Jimmy: We need to get rid of the merchant at all cost. Otherwise, we won't be able to cut the supply line to Old Esmara.
5967	Captain Jimmy: I got the info that the Karnatus Army is transporting a catapult to the camp in the Forked Road at the Canyon.#Use the catapult to destroy the guard post.
5968	An emergency alarm has been issued. The Karnatus Army is storming in.
5969	The ominous scent of blood spreads in the area.
5970	Merchant of Death Hassan: You fools. This place will be your last battlefield. Haren, I'll entrust you to take care of the rest.
5971	Supply Advisor Haren: Please move the supply material to Old Esmara. I'll take care of the rest here.
5972	Merchant of Death Hassan is packing the supply material. He will run away with the material within 10 minutes.#Open the Sleeping Statue and kill Haren within 10 minutes. Then chase the Merchant of Death Hassan.
5973	Supply Advisor Haren: Welcome to the Battlefield of Blood. This place will become your tomb.
5974	You are so weakЎ¦ Can you even find me?
5975	Supply Advisor Haren: I will take care of you myself. Now, come on!
5976	A catapult has been installed in the Access Road to Old Esmara.
5977	Merchant of Death Hassan ran away with the supply material. Your mission has failed.
5978	Merchant of Death Hassan: You followed me all the way down here. You don't give you, do you? If death is your wish, be my guest!
5979	Merchant of Death Hassan: AckЎ¦ How could I die like thisЎ¦
5980	Astorea Canyon#Forked Road at the Canyon
5981	Supply Advisor Haren: Well, I was off my guardЎ¦ Squad Captain! Retreat with me and organize the battle line.
5982	Supply Advisor Haren: There is no place we can retreat. We must stop them from crossing the castle gate.
5983	You destroyed the supply cart of the Karnatus Army.
5984	You obtained the catapult.
5985	You obtained the catapult.
5986	The enemy ambushers have blocked the Forked Road and are swarming to attack us.
5987	You obtained the ammo for the catapult.
5988	You obtained the ammo for the catapult.
5989	You need to attack once more to destroy the guard post.
5990	Возник портал.
5991	You can't open the door because of the guard post.
5992	The enemy guard has found you. The enemies are storming toward you.
5993	The reinforcement has arrived at the guard post.
5994	A trap has been activated.
5995	"You obtained 10,000,000 bonus EXP."
5996	You cannot progress any further because of the fog.
5997	The Forked Road has been cleared.
5998	Are you the new reinforcement? Go down over there. Captain is waiting for you.
5999	There are a few Skopariuses on the way. But I'm sure you can handle them.
6000	You need to prevent the supply material at the Forked Road from being delivered to the Karnatus Army. Otherwise, further attack is impossible.
6001	The Karnatus Army found you and has started an attack using the catapult.
6002	You need to defeat the Karnatus Ambushers to enter the Forked Road.
6003	You need to defeat the Supply Advisor Haren to get out of the Colosseum.
//°­И­µИ ёуЖ®»юАО °шјєАь	
277	Mondshein Castle#Battle of Enhanced Mondschein
//ёёїщАЗ ЅА°Э(ГЯј®АМєҐЖ®)	
278	Thanksgiving Event#Attack under the Full Moon
6004	Welcome to the Attack under the Full Moon event.
6005	Hunt as many monsters as possible for 5 minutes to obtain items and EXP.
6006	Once you are ready to enter the event, click the brazier to lit it.
6007	Monsters will start appearing in three seconds. Good luck!
6008	You need to click the brazier to pass by.
6009	A strong Magic Seal is blocking the way. You cannot progress any further.
6010	[4:30 left until timeout]
6011	[4:00 left until timeout]
6012	[3:30 left until timeout]
6013	[3:00 left until timeout]
6014	[2:30 left until timeout]
6015	[2:00 left until timeout]
6016	[1:30 left until timeout]
6017	[1:00 left until timeout]
6018	[0:30 left until timeout]
6019	[0:10 left until timeout]
6020	[0:09 left until timeout]
6021	[0:08 left until timeout]
6022	[0:07 left until timeout]
6023	[0:06 left until timeout]
6024	[0:05 left until timeout]
6025	[0:04 left until timeout]
6026	[0:03 left until timeout]
6027	[0:02 left until timeout]
6028	[0:01 left until timeout]
6029	Time has expired. You will be transported to the village. Thank you.
//АьАе(АЪЗЗёЈ°ЭАьБц)	
6030	[5 seconds left in the time limit.]
6031	[4 seconds left in the time limit.]
6032	[3 seconds left in the time limit.]
6033	[2 seconds left in the time limit.]
6034	[1 seconds left in the time limit.]
6035	[Zapir Battlefield fight has begun.]
6036	Welcome, participants of the Zapir Battlefield. The fight will begin in 45 seconds.
6037	You can leave the camp after 45 seconds into the fight.
6038	[The battle for the Frost Battlefield has begun.]	
//їАИД 6:42 2013-04-26(°нґлАОАЗѕИЅДГі:Б¤·ЙµйАЗЅ°ЕН)		
347	Ancient documents uncovered by Shadow Corps intelligence revealed that the Resting Place of the Ancients was an ark built to shelter life from the failure of the great ancient spell,#and that because the city raised by those who came out of that ark was Old Esmara, a passage leading to Old Esmara lies inside the Resting Place of the Ancients.#Ernest decides to dispatch the Ardor Expedition to find the passage to Old Esmara.	
6039	Resting Place of the Ancients#Shelter for Spirits	
6040	Daniela : Hey! Don't just stand there watching, come help me, quick!	
6041	Daniela : Thanks for the help. I found something while exploring this place. I'm sure it will be useful to you. Follow me.	
6042	Daniela : It's too dark to open the door. Sorry, but could you light the way?	
6043	Daniela : Hmm... It looks like we need a 4-digit code to operate this machine.	
6044	Daniela : If you search the other areas you're bound to find the number code. I'll support you from here, so head down to the lower area and find the code.	
6045	Daniela : Ack... The self-destruct device seems to have been triggered. You have to find the key and escape within 5 minutes.	
6046	Daniela : Luckily, the self-destruct device seems to have stopped.	
6047	Daniela : The second document must be frozen over. Break the ice and check it.	
6048	Daniela : The ceiling can't take the water pressure and looks like it will collapse soon. Please hurry.	
6049	Daniela : You found all the documents. Everyone gather at the control room so we can enter the number code.	
6050	Daniela : You made it. It seems this control unit was built to operate the elevator.	
6051	Daniela : The elevator doors will open soon. Everyone follow me.	
6052	Daniela : We finally made it this far. I never imagined we could actually get here.	
6053	Daniela : We only got this far thanks to all of your help. When we return I will be sure to report your achievements to that person.	
6054	Daniela : I will take the Wind Artifact stored here.	
6055	Daniela : And as promised, I will report your achievements. To Lord Ignis, that is. Ahahaha~	
6056	Obtained the Torch item.	
6057	Obtained the Torch item.	
6058	Obtained the Dried Parchment.	
6059	Obtained all of the Frozen Notes.	
6060	Obtained the Half-Digested Wooden Board.	
6061	Obtained the Hard Shell.	
6062	Obtained the Key.#The closed door opens.	
6063	An unknown barrier blocks the way forward.	
6064	Gathered a useless Ice Fragment.	
6065	Hey! Don't just stand there watching, come help me, quick!	
6066	Thanks for the help. I found something while exploring this place. I'm sure it will be useful to you. Follow me.	
6067	It's too dark to open the door. Sorry, but could you light the way?	
6068	Hmm... It looks like we need a 4-digit code to operate this machine.	
6069	If you search the other areas you're bound to find the number code. I'll support you from here, so head down to the lower area and find the code.	
6070	The creaking of an iron gate is heard somewhere.	
6071	The monsters nearby may hold a clue to opening the door.	
6072	This door doesn't look like it can be opened...	
6073	The storage vault self-destruct device was triggered and the mission failed. The mission ends in 5 seconds.	
6074	You opened the wrong chest.	
6075	You found a useful item in the chest.	
6076	The barrier has weakened and entry is now possible.	
6077	The cold has frozen the ice over again. You have to gather it once more.	
6078	There seems to be a monster somewhere controlling the barrier.	
6079	The monster controlling the barrier was removed and the door has opened.	
6080	This is no hot spring... Hurry up...	
6081	Actually... the ceiling isn't going to collapse. I lied because I wanted the code solved quickly... Sorry.	
6082	Возник портал.	
6083	The green summoning circle has been destroyed.	
6084	The red summoning circle has been destroyed.	
6085	The blue summoning circle has been destroyed.	
6086	The yellow summoning circle has been destroyed.	
6087	You made it. It seems this control unit was built to operate the elevator.	
6088	The elevator doors will open soon. Everyone follow me.	
6089	We finally made it this far. I never imagined we could actually get here.	
6090	We only got this far thanks to all of your help. When we return I will be sure to report your achievements to that person.	
6091	I will take the Wind Artifact stored here.	
6092	And as promised, I will report your achievements. To Lord Ignis, that is. Ahahaha~	
6093	Obtained Frozen Note fragment [No. 1].	
6094	Obtained Frozen Note fragment [No. 2].	
6095	Obtained Frozen Note fragment [No. 3].	
6096	Obtained Frozen Note fragment [No. 4].	
6097	Obtained Frozen Note fragment [No. 5].	
6098	Obtained Frozen Note fragment [No. 6].	
6099	Obtained Frozen Note fragment [No. 7].	
6100	Obtained Frozen Note fragment [No. 8].	
6101	Obtained Frozen Note fragment [No. 9].	
6102	The statue sealed by the Wind Artifact has begun summoning monsters.	
6103	Montrose : Who dares prowl about in my domain!	
6104	Who dares prowl about in my domain!	
6105	Appear, my other selves~	
6106	Kuh... All of you, show yourselves before me!	
6107	Be my companions in the underworld~	
6108	Too many monsters were summoned from the green summoning circle and it could not be destroyed.	
6109	Too many monsters were summoned from the red summoning circle and it could not be destroyed.	
6110	Too many monsters were summoned from the blue summoning circle and it could not be destroyed.	
6111	Too many monsters were summoned from the yellow summoning circle and it could not be destroyed.	
6112	You will be moved to town in 5 seconds.	
6113	A monster has been summoned from the green summoning circle. [No. 1]	
6114	A monster has been summoned from the green summoning circle. [No. 2]	
6115	A monster has been summoned from the green summoning circle. [No. 3]	
6116	A monster has been summoned from the green summoning circle. [No. 4]	
6117	A monster has been summoned from the green summoning circle. [No. 5]	
6118	A monster has been summoned from the green summoning circle. [No. 6]	
6119	A monster has been summoned from the green summoning circle. [No. 7]	
6120	A monster has been summoned from the green summoning circle. [No. 8]	
6121	A monster has been summoned from the green summoning circle. [No. 9]	
6122	A monster has been summoned from the red summoning circle. [No. 1]	
6123	A monster has been summoned from the red summoning circle. [No. 2]	
6124	A monster has been summoned from the red summoning circle. [No. 3]	
6125	A monster has been summoned from the red summoning circle. [No. 4]	
6126	A monster has been summoned from the red summoning circle. [No. 5]	
6127	A monster has been summoned from the red summoning circle. [No. 6]	
6128	A monster has been summoned from the red summoning circle. [No. 7]	
6129	A monster has been summoned from the red summoning circle. [No. 8]	
6130	A monster has been summoned from the red summoning circle. [No. 9]	
6131	A monster has been summoned from the blue summoning circle. [No. 1]	
6132	A monster has been summoned from the blue summoning circle. [No. 2]	
6133	A monster has been summoned from the blue summoning circle. [No. 3]	
6134	A monster has been summoned from the blue summoning circle. [No. 4]	
6135	A monster has been summoned from the blue summoning circle. [No. 5]	
6136	A monster has been summoned from the blue summoning circle. [No. 6]	
6137	A monster has been summoned from the blue summoning circle. [No. 7]	
6138	A monster has been summoned from the blue summoning circle. [No. 8]	
6139	A monster has been summoned from the blue summoning circle. [No. 9]	
6140	A monster has been summoned from the yellow summoning circle. [No. 1]	
6141	A monster has been summoned from the yellow summoning circle. [No. 2]	
6142	A monster has been summoned from the yellow summoning circle. [No. 3]	
6143	A monster has been summoned from the yellow summoning circle. [No. 4]	
6144	A monster has been summoned from the yellow summoning circle. [No. 5]	
6145	A monster has been summoned from the yellow summoning circle. [No. 6]	
6146	A monster has been summoned from the yellow summoning circle. [No. 7]	
6147	A monster has been summoned from the yellow summoning circle. [No. 8]	
6148	A monster has been summoned from the yellow summoning circle. [No. 9]	
//їАИД 5:55 2013-06-20(°нґлАОАЗѕИЅДГі:єс№РАЗ№ж)		
348	Shadow intelligence brought word that beneath the Resting Place of the Ancients, apart from the road to Old Esmara, #there lies an underground maze wreathed in a sinister aura. Expedition Captain Ernest, #sensing that something was badly wrong, headed down beneath the Resting Place of the Ancients. #With Ernest's help the expedition obtained a key and moved to enter the underground maze giving off that ominous power.	
6149	Resting Place of the Ancients#Chamber of Secrets	
6150	Eliminate the intruders!	
6151	The unlit torch in front of you nags at your attention...	
6152	Intruders have broken into the treasure vault!!	
6153	We have to pull the goods out with the trap before they steal it all!!	
6154	Get lost, you filthy wretches!	
6155	A portal has been created somewhere.	
6156	Fools! Swarm them and wipe them out!	
6157	I'm counting on you, get out there, Slime!	
6158	I'm counting on you, get out there, Fimbulvetr!!	
6159	I'm counting on you, get out there, Ebenzel!!!	
6160	You broke the mad shaman's seal!! Run for it!!	
6161	Kyahahaha!! I'll make the Immortal King mine forever!!#I'll tuck him into my doll and love him!!	
6162	No!! It is not yet time for the King to awaken!!	
6163	Stop them!!	
6164	M...my King...	
6165	Schwartz Pramme : Y...you!!! You're the ones from back then!!#Die!!! Worms!!!	
6166	Schwartz Pramme : N...no... once again... a plaything of the gods...	
//їАИД 5:55 2013-12-23(їГµеїЎЅєё¶¶у№МјЗ)		
349	The far end of the Resting Place of the Ancients connected to a vast temple corridor inside Old Esmara. #According to the Blue Beak Tribe's scouting, Ignis's main force is marching on the Gate of Heaven.# The expedition hurriedly sent in an infiltration team and, together with the allied tribes, launched the operation to retake Old Esmara.	
6167	Found an Ancient Relic inside the Seal Stone.	
6168	Obtained the Key of Circulation from Eslray's belongings.	
6169	Old Esmara#Altar of the Great Sage	
6170	Old Esmara#Central Temple	
6171	Old Esmara#Inside the Palace	
6172	Old Esmara#Karnatus Army Armory	
6173	Old Esmara#Karnatus Army Encampment	
6174	Old Esmara#West Side	
6175	Old Esmara#East Side	
6176	Baldir : I've been waiting for you. The situation isn't good..	
6177	Baldir : That device ahead is the Ring of Circulation. Its power isn't fully charged yet.	
6178	Baldir : Once it is charged, Ignis will use the Artifact's power. We have to stop him before that.	
6179	Dungga : We must force it to run and drain its power!	
6180	Dungga : The tool to work it is in enemy hands, uga!	
6181	An unknown force is sealing the door.	
6182	The power of a barrier blocks the passage.	
6183	Gatekeeper Horak : I guard this place.. Lord Ignis's order..	
6184	The seal on the temple's main gate has been broken..	
6185	As the expedition draws near the barrier vanishes. It is almost as if it were luring them in.	
6186	Ignis's surveillance network activates. The area is being sealed off.	
6187	Ignis's surveillance network has been disabled.	
6188	You feel powerful magic from the East Seal Stone.	
6189	You feel powerful magic from the West Seal Stone.	
6190	This place is sealed by Ignis's magic.	
6191	The magic surrounding the Seal Stone must be dispersed.	
6192	The northeast castle gate has opened. The magic of the eastern barrier is dispersing.	
6193	Umba-umba : Well done, uga! Leave this place to us and stop the Seal Stone, uga!	
6194	The magic of the Seal Stone calls in its guardians.	
6195	Horrifying creatures charge in like madmen.	
6196	The guardian of the Seal Stone has appeared!	
6197	A passage has opened somewhere.	
6198	Supply Captain Narunal : How dare you!! Your insolence ends here!	
6199	The northwest castle gate has opened. The magic of the western barrier is dispersing.	
6200	Thor : We have taken the rear of the castle. Please deal with the remaining Seal Stone!	
6201	The Seal Stone was destroyed and the barrier surrounding Old Esmara vanished.	
6202	The power of the dormant relic bars the way ahead.	
6203	The dormant relic unleashes a powerful shockwave.	
6204	Operation Staff Eslray : Who dares interrupt the rite!!	
6205	Obtained both the Key of Circulation and the Ancient Relic.	
6206	Success! The Ring of Circulation has been forced into operation!	
6207	The Karnatus Army pursuit force has arrived!	
6208	Royal Guard Captain Kail : Such useless subordinates...	
6209	Royal Guard Captain Kail : Things will not go your way, you expedition greenhorns!!!	
6210	Royal Guard Captain Kail : Ugh, that I should fall here..	
6211	Thor : So you succeeded after all. That was a hard fight.	
6212	Intruders! Seal the main gate with the power of the Sealing Stone!	
6213	Don't touch the Sealing Stone!	
6214	Control of the right Sealing Stone has been released.	
6215	Control of the left Sealing Stone has been released.	
6216	A powerful force sweeps through the center of the temple.	
6217	Enemy troops waiting to deploy are massed before the castle gate.	
6218	#Obtained the [Torch].	
6219	The armory's defenses have grown thin. You must find the Torch.	
6220	From not far off you seem to hear the screams of souls sacrificed to the enemy.	
6221	Now the vengeful spirits of Old Esmara's victims can finally rest.	
6222	The vengeful spirits of the victims are sealed by the executioners.	
6223	As the two relics come together, a portal to the Ring of Circulation is created.	
6224	Baldir : You did it! First, please activate the Ring of Circulation!	
6225	The Karnatus Army pursuit force has arrived!!!	
6226	Baldir : Quickly, fully activate the Ring of Circulation one more time!	
6227	With the Ring of Circulation fully active, Kail can now be attacked.	
6240	Kail is under Ignis's protection and is absorbing every attack.	
6241	Bonus EXP has been granted!	
//°нґлАОАЗѕИЅДГі_єс№РАЗ№ж_ЖЗµµ¶у№ж		
6228	Set off the traps!! Wipe them out!!	
6229	A roar comes from the walls and floor as the traps activate.	
6230	Avoid the floor plates matching the shape shown on the display device ahead.	
6231	A trap has been added.	
6232	Volatile gas rises from the nozzles in the floor.	
6233	The additional trap has changed.	
6234	The rocks set in the wall shudder and stone dust falls.	
6235	All traps have stopped and a portal has been created.	
//їАИД 4:11 2014-02-13		
274	Lunar New Year Event#Operation Marshmallow Hunt	
5202	The New Year special Lunar New Year Event#Operation Marshmallow Hunt begins now.	
5203	If you don't need the event explanation, please click the statue beside the door.	
5204	Operation Marshmallow Hunt is an event where you take down Marshmallow monsters#that appear at random inside the room with your bare hands.	
5205	The monsters appear a total of 15 times, and bonus EXP and items are granted according to how many Marshmallows you take down.	
5206	To help you understand, let me summon one Marshmallow first.	
5207	A Marshmallow has appeared!	
5208	Well done. Just find the Marshmallows that appear like that and take them down.	
5209	In the actual event, however, the Marshmallows vanish quickly, so please be careful.	
5210	Shall we begin? The event starts in 5 seconds.#Good luck.	
5211	The tutorial was cancelled. The event starts in 5 seconds.#Good luck.	
5212	The 15 rounds are over! The results will now be announced.	
5213	Shocking! You didn't catch a single Marshmallow. Better luck next time.	
5214	You caught 1 Marshmallow.#500 EXP will be granted. Congratulations!	
5215	You caught 2 Marshmallows.#1000 EXP will be granted. Congratulations!	
5216	You caught 3 Marshmallows.#2000 EXP will be granted. Congratulations!	
5217	You caught 4 Marshmallows.#3000 EXP will be granted. Congratulations!	
5218	You caught 5 Marshmallows.#5000 EXP and a gift will be granted. Congratulations!	
5219	You caught 6 Marshmallows.#7000 EXP and a gift will be granted. Congratulations!	
5220	You caught 7 Marshmallows.#9000 EXP and a gift will be granted. Congratulations!	
5221	You caught 8 Marshmallows.#12000 EXP and a gift will be granted. Congratulations!	
5222	You caught 9 Marshmallows.#15000 EXP and a gift will be granted. Congratulations!	
5223	You caught 10 Marshmallows.#18000 EXP and a gift will be granted. Congratulations!	
5224	You caught 11 Marshmallows.#25000 EXP and a gift will be granted. Congratulations!	
5225	You caught 12 Marshmallows.#30000 EXP and a gift will be granted. Congratulations!	
5226	You caught 13 Marshmallows.#40000 EXP and a gift will be granted. Congratulations!	
5227	You caught 14 Marshmallows.#70000 EXP and a gift will be granted. Congratulations!	
5228	You caught every Marshmallow!#120000 EXP and a gift will be granted. Congratulations!	
//їАИД 6:59 2014-03-28		
6242	[The Tomb of Desire has opened.#Defeat enemies and hunt monsters to collect Gold Points!]	
6243	Welcome to everyone taking part in the Gold Rush. Battle begins in 45 seconds.	
6244	You may leave your camp once the first 45 seconds have passed.	
6245	A normal monster has been summoned.	
6246	A leader monster has been summoned.	
6247	An elite monster has been summoned.	
6248	The energy of the tomb churns and forgotten warriors return to life.	
6249	Twisted Roschfeld : Who dares disturb our rest!!	
6250	The desire filling the tomb draws in a monster from another dimension.	
6251	Avatar of Desire : You who are blinded by desire. Become a handful of ash!!	
6252	The Avatar of Desire has fallen. The battle ends after 5 more minutes.	
//їАИД 5:50 2014-04-08		
6253	The [Mondschein Castle] siege has begun. Move to the Room of Imprint, complete the imprint, and hold it until the siege ends to claim victory.	
6254	The [Mondschein Castle] siege has begun. Defend against the enemy attacks until the siege ends.	
6255	The [Mondschein Castle] siege has begun. Move to the Room of Imprint, complete the imprint, and hold it until the siege ends to claim victory.	
