	//NPC 위치 정보					DisplayType																				
	1	1	14	65229	0	3	-123.94	367.09	28.12	-126.44	362.63	28.24	0	0	0	0	0	0	47	0		//	수색병고타			
	1	2	14	65230	0	3	119.76	7.69	9.78	112.14	6.61	9.78	0	0	0	0	0	0	47	0		//	수색병호지			
	1	3	14	65231	0	3	52.99	-51.23	-2.34	49.53	-49.15	-2.35	0	0	0	0	0	0	47	0		//	수색병에센			
	9	19	14	65232	0	3	224.53	130.3	16.03	225.51	129.45	16.03	0	0	0	0	0	0	47	0		//	수색병하겐			
	9	19	14	65233	0	3	328.52	22.47	9.9	331.39	21.07	9.9	0	0	0	0	0	0	47	0		//	수색병할레			
	9	19	14	65234	0	3	335.35	116.81	9.9	337.19	113.68	9.9	0	0	0	0	0	0	47	0		//	수색병헤센			
	9	19	14	65235	0	3	311.33	183.48	19.84	311.2	186.73	19.84	0	0	0	0	0	0	47	0		//	수색병홀스타인			
	7	5	14	65236	0	3	318.29	222.62	17.3	316.43	222.52	17.46	0	0	0	0	0	0	47	0		//	수색병크라카우			
	7	5	14	65237	0	3	103.66	274.99	9.77	102.94	276.19	9.77	0	0	0	0	0	0	47	0		//	수색병크레펠트			
	7	5	14	65238	0	3	191.22	148.52	3.32	189.02	151.85	3.32	0	0	0	0	0	0	47	0		//	수색병마인츠			
	7	5	14	65239	0	3	83.1	-27.53	9.64	83.12	-25.78	9.64	0	0	0	0	0	0	47	0		//	수색병미텔란트			
	7	1006	14	65241	0	3	126.56	104.64	7.06	131.42	103.27	7.06	0	0	0	0	0	0	47	0		//	수색병코블랜츠			
	7	1006	14	65240	0	3	290.68	272.4	31.7	292.45	267.84	31.7	0	0	0	0	0	0	47	0		//	수색부대장렘샤이트			
	8	5	14	65242	0	3	81.22	428.59	1.13	82.84	425.8	0.55	0	0	0	0	0	0	47	0		//	수색병포젠			
	8	5	14	65243	0	3	114.8	333.6	9.76	109.64	332.07	9.76	0	0	0	0	0	0	47	0		//	수색병팔츠			
	8	5	14	65244	0	3	169.91	169.25	4.61	173.04	161.55	4.62	0	0	0	0	0	0	47	0		//	수색병루루			
	8	5	14	65245	0	3	62.29	169.89	9.59	72.89	173.58	9.59	0	0	0	0	0	0	47	0		//	수색병지겐			
	8	5	14	65246	0	3	104.85	172.97	9.58	102.87	173.33	9.58	0	0	0	0	0	0	47	0		//	수색병지텐			
	6	4	14	65248	0	3	51.36	191.07	16.28	46.39	190.78	16.24	0	0	0	0	0	0	47	0		//	돌격병보름스			
	6	4	14	65249	0	3	366.1	163.94	12.36	368.65	160.18	12.28	0	0	0	0	0	0	47	0		//	돌격병오스테			
	6	5	14	65250	0	3	78.91	-16.39	9.64	81.01	-23.64	9.64	0	0	0	0	0	0	47	0		//	보급병요나스			
	6	5	14	65251	0	3	183.97	147.9	3.33	183.15	147.89	3.33	0	0	0	0	0	0	47	0		//	돌격병하스			
	6	5	14	65252	0	3	332.17	222.05	17.3	317.27	221.39	17.47	0	0	0	0	0	0	47	0		//	전령베어바움			
	6	505	14	65253	0	3	85.81	99.46	33.22	84.18	96.56	33.55	0	0	0	0	0	0	47	0		//	겁쟁이요스			
	6	506	14	65254	0	3	29.79	48.48	12.04	2.86	48.48	12.04	0	0	0	0	0	0	47	0		//	대장볼푸스부르크			
	6	506	14	65255	0	3	28.29	50.48	12.04	2.86	48.48	12.04	0	0	0	0	0	0	47	0		//	해방군돌격병1			
	6	506	14	65256	0	3	28.29	46.48	12.04	2.86	48.48	12.04	0	0	0	0	0	0	47	0		//	해방군돌격병2			
	6	5	14	65262	1	0	25.8	196.08	9.6	31.08	195.86	9.6	0	0	0	0	0	0	47	0		//	돌격부대보급물품			
	10001	10001	14	65257	0	3	-59.02	36.04	-22.26	-61.08	36.06	-22.26	0	0	0	0	0	0	47	0		//	대지의시련사제드리아드스			
	10001	10001	14	65258	0	3	-52.99	42.03	-22.26	-53.01	43.37	-22.43	0	0	0	0	0	0	47	0		//	물의시련사제나이아드스			
	10003	10003	14	65259	0	3	350.88	407.84	43.1	352.5	407.88	43.1	0	0	0	0	0	0	47	0		//	불의시련사제오레아드스			
	10003	10003	14	65260	0	3	325.81	407.7	43.1	324.06	407.68	43.1	0	0	0	0	0	0	47	0		//	바람의시련사제나파에아스			
	10003	10003	14	65261	0	3	338.35	420.2	43.1	338.41	422.06	43.1	0	0	0	0	0	0	47	0		//	어둠의시련사제네레이드			
	//0904 관련 NPC																					//				
	10001	10001	25	65263	1	3	-57.34	24	-24.66	-56.8	18.46	-24.97	0	0	0	0	0	0	42	0		//	하임로또			
	10002	10002	25	65264	1	3	150.46	165.09	15.51	144.9	166.35	15.1	0	0	0	0	0	0	42	0		//	하임로또			
	10003	10003	25	65265	1	3	401.05	400.68	39.57	400.97	400.18	39.57	0	0	0	0	0	0	42	0		//	하임로또			
	12	101	14	65266	0	3	88.9	154.81	33.75	85.68	153.39	33.65	0	0	0	0	0	0	47	0		//	특수요원파벨			
	12	101	14	65267	0	3	497.8	165.55	23.14	494.64	166.47	22.92	0	0	0	0	0	0	47	0		//	정찰병소피			
	12	101	14	65268	0	3	363.26	433.82	23.88	363.4	432.15	23.3	0	0	0	0	0	0	47	0		//	정찰병시온			
	12	7	14	65269	0	3	551.36	342.16	41.91	551.57	339.64	41.45	0	0	0	0	0	0	47	0		//	특수요원깁스			
	12	7	14	65270	0	3	550.32	113.84	36.5	55033	115.89	36.03	0	0	0	0	0	0	47	0		//	정찰병팀			
	12	7	14	65271	0	3	304.59	202.54	52.86	301	205.73	52.52	0	0	0	0	0	0	47	0		//	정찰병바이퍼			
	12	7	14	65272	0	3	108.68	170.82	32.06	110.25	168.57	32.08	0	0	0	0	0	0	47	0		//	정찰병모스			
	13	20	14	65273	0	3	88.9	154.81	33.75	85.68	153.39	33.65	0	0	0	0	0	0	47	0		//	전투지휘관톰슨			
	13	20	14	65274	0	3	550.08	123.93	36.1	547	124.97	36.12	0	0	0	0	0	0	47	0		//	1소대장크로스			
	13	20	14	65275	0	3	291.53	265.15	49.47	291.34	263.1	49.5	0	0	0	0	0	0	47	0		//	2소대장스미스			
	13	20	14	65276	0	3	471.19	406.16	39.4	475.09	403.6	39.26	0	0	0	0	0	0	47	0		//	3소대장베인			
	14	8	14	65277	0	3	211.9	61.74	29.24	212.85	59.87	29.09	0	0	0	0	0	0	47	0		//	설원진격중대장카인			
	14	8	14	65278	0	3	200.48	209.03	29.24	201.65	207.04	29.27	0	0	0	0	0	0	47	0		//	척후병미키			
	14	8	14	65279	0	3	207.19	334.06	32.69	207.21	333.72	32.49	0	0	0	0	0	0	47	0		//	척후병윌슨			
	14	9	14	65280	0	3	-60.26	-4.63	-1.12	-60.34	-3.27	-1.12	0	0	0	0	0	0	47	0		//	선임척후병마르코			
	11	7	14	65281	0	3	297.02	171.12	33.55	295.43	171.94	33.61	0	0	0	0	0	0	47	0		//	탐색병빈			
	11	7	14	65282	0	3	411.9	390.8	38.33	410.94	390.79	38.33	0	0	0	0	0	0	47	0		//	탐색병다니엘			
	11	8	14	65283	0	3	164.26	132.62	29.13	163.32	131.63	28.88	0	0	0	0	0	0	47	0		//	수색병윌리			
	11	8	14	65284	0	3	207.11	184.9	28.93	207.7	186.3	28.68	0	0	0	0	0	0	47	0		//	수색병맥스			
	11	8	14	65285	0	3	185.74	329.39	33.2	187.56	325.76	33.15	0	0	0	0	0	0	47	0		//	수색병찰스			
	11	508	14	65286	0	3	40.03	24.94	1	40.02	23.88	1	0	0	0	0	0	0	47	0		//	수색병왓슨			
	11	9	14	65287	0	3	5.87	-70.74	0	4.73	-73.3	0	0	0	0	0	0	0	47	0		//	수색병수단			
	11	509	14	65288	0	3	-18.79	-27.36	-2.58	-19.62	-28.82	-2.58	0	0	0	0	0	0	47	0		//	선발대장마이트			
	17	10	14	65289	0	3	282.94	556.64	45.35	283.39	557.43	45.04	0	0	0	0	0	0	47	0		//	정찰대장닐슨			
	17	10	14	65290	0	3	529.68	69.46	69.25	530.11	71.75	68.72	0	0	0	0	0	0	47	0		//	정찰병마크			
	17	10	14	65291	0	3	539.41	172.64	73.08	541.81	173.4	73.48	0	0	0	0	0	0	47	0		//	정찰병단			
	17	10	14	65292	0	3	450.09	229.25	72.76	450.98	227.87	72.19	0	0	0	0	0	0	47	0		//	정찰병해리거			
	17	10	14	65293	0	3	484.4	414.79	73.77	486.09	415.3	73.65	0	0	0	0	0	0	47	0		//	정찰병잭			
	17	11	14	65294	0	3	142.65	521.52	83.11	144.36	523.54	83.18	0	0	0	0	0	0	47	0		//	정찰대장하이든			
	18	10	14	65295	0	3	593.57	431.65	78.57	590.58	431.2	78.11	0	0	0	0	0	0	47	0		//	발키리클랜원피비			
	18	11	14	65296	0	3	247.97	426.68	81.37	249.57	427	81.07	0	0	0	0	0	0	47	0		//	발키리클랜원진			
	18	11	14	65297	0	3	491.56	140.91	36.81	490.82	142.42	36.85	0	0	0	0	0	0	47	0		//	발키리클랜원제이나			
	18	11	14	65298	0	3	180.11	388.62	80.89	178.39	387.41	80.92	0	0	0	0	0	0	47	0		//	발키리클랜원제인			
	18	522	14	65299	0	3	-2.74	37.38	-0.79	-2.02	38.99	-0.68	0	0	0	0	0	0	47	0		//	발키리클랜원줄리아			
	19	11	14	65300	0	3	479.58	108.75	33.67	475.52	104.31	33.07	0	0	0	0	0	0	47	0		//	수장구출작전지휘관웨인스			
	19	11	14	65301	0	3	251.13	279.28	72	248.29	281.8	72	0	0	0	0	0	0	47	0		//	정찰요원리나			
	19	11	14	65302	0	3	169.79	389.92	81.51	170.67	389.33	81.05	0	0	0	0	0	0	47	0		//	수색요원타미			
	19	11	14	65303	0	3	42.3	465.07	76.65	42.38	461.96	75.59	0	0	0	0	0	0	47	0		//	정찰요원해리			
	19	11	14	65304	0	3	153.02	528.98	83.27	150.73	528.66	83.04	0	0	0	0	0	0	47	0		//	정찰요원미구엘			
	19	12	14	65305	0	3	-0.25	-76.33	-12.02	3.61	-76.42	-12.29	0	0	0	0	0	0	47	0		//	수색요원달시			
	19	521	14	65306	0	3	-7.76	-35.69	1.95	-5.77	-33	1.95	0	0	0	0	0	0	47	0		//	수색요원알렉스			
	19	519	14	65307	0	3	-7.76	-35.69	1.95	-5.77	-33	1.95	0	0	0	0	0	0	47	0		//	수색요원피스			
	19	12	14	65308	0	3	20.19	-22.15	-45.89	17.97	-17.56	-47.29	0	0	0	0	0	0	47	0		//	정찰요원제임스			
	19	12	14	65309	0	3	93.21	-14.36	-2.86	87.82	-14.91	-3.07	0	0	0	0	0	0	47	0		//	수색요원릴라			
	19	520	14	65310	0	3	7.47	-25.4	1.95	8.66	-25.04	1.95	0	0	0	0	0	0	47	0		//	정찰요원베어스			
	16	10	14	65311	0	3	557.34	32.46	60.66	562.04	30.06	60.86	0	0	0	0	0	0	47	0		//	정찰병그린			
	16	10	14	65312	0	3	536.28	401.6	70.19	537.01	406.09	69.02	0	0	0	0	0	0	47	0		//	정찰병게이			
	16	510	14	65313	0	3	-2.74	37.38	-0.79	-2.02	38.99	-0.68	0	0	0	0	0	0	47	0		//	수색요원레스			
	16	11	14	65314	0	3	466.91	92.03	32.52	464.22	91.59	32.58	0	0	0	0	0	0	47	0		//	정찰요원키드			
	16	11	14	65315	0	3	198.45	291.13	63.91	198.51	288.38	64.29	0	0	0	0	0	0	47	0		//	고고학전문가존스			
	16	11	14	65316	0	3	282.03	459.34	82.07	281.08	458.7	82	0	0	0	0	0	0	47	0		//	겁쟁이빈			
	16	11	14	65317	0	3	86.72	500.2	83.04	84.09	499.76	83.04	0	0	0	0	0	0	47	0		//	정예수색병베킨스			
	16	511	14	65318	0	3	200.83	159.82	26.52	201.36	162.33	26.52	0	0	0	0	0	0	47	0		//	정예정찰병멀덕			
	16	511	14	65319	0	3	47.33	145.74	34.26	48.56	146.27	34.26	0	0	0	0	0	0	47	0		//	정예정찰병스컬린			
	16	12	14	65320	0	3	-0.25	-76.33	-12.02	3.81	-76.42	-12.29	0	0	0	0	0	0	47	0		//	정찰대장밀러			
	16	12	14	65321	0	3	13.18	-68.95	-12.05	13.43	-70.86	-12.14	0	0	0	0	0	0	47	0		//	수색대장리온			
	16	512	14	65322	0	3	-14.45	-29.91	1.95	-13.25	-30.44	1.95	0	0	0	0	0	0	47	0		//	최정예요원이든			
	22	107	14	65323	0	3	416.25	251.28	11.16	416.21	249.81	11.16	0	0	0	0	0	0	47	0		//	도굴범와인버그			
	23	14	14	65324	0	3	74.4	-394	-60.14	71.49	-392.76	-60.14	0	0	0	0	0	0	47	0		//	도굴범와인버그			
	24	105	14	65325	0	3	310.39	234.45	-5.09	309.5	232.56	-5.09	0	0	0	0	0	0	47	0		//	도굴범버그와인			
	25	108	14	65326	0	3	90	-10.21	-3.88	86.25	-8.83	-3.88	0	0	0	0	0	0	47	0		//	마리안느			
	//21	116	14	65327	0	3	418.53	327.16	22.95	419.71	329.23	22.95	0	0	0	0	0	0	47	0		//	암살자크리스			
	20205	20205	14	65330	0	3	-24.53	-36.64	2.97	-22.82	-34.42	2.53	0	0	0	0	0	0	47	0		//	얼음의정령			
	20205	20205	14	65332	0	3	27.46	273.93	0.45	26.46	271.87	0.45	0	0	0	0	0	0	47	0		//	눈의정령			
	54001	54001	14	65334	0	3	761.85	297.32	67.42	758.03	298.82	67.8	0	0	0	0	0	0	47	0		//	화염의정령			
	54001	54001	14	65336	0	3	637.34	521.42	77.82	636.83	521.39	77.82	0	0	0	0	0	0	47	0		//	전사의정령			
	54061	54061	14	65352	0	3	286.16	44.12	113.62	286.24	45.54	113.91	0	0	0	0	0	0	47	0		//	사라진전령			
	11	509	14	65342	0	3	5.14	67.39	-2.58	4.19	55.76	-2.58	0	0	0	0	0	0	47	0		//	제국첩자			
	//0905 관련 NPC																					//				
	10004	10004	25	65354	1	3	46.45	-12.42	-1.62	45.95	-16.04	-1.52	0	0	0	0	0	0	42	0		//	하임로또			
	10004	10004	14	65417	0	3	-45.68	42.39	54.03	-45.24	42.39	54.03	0	0	0	0	0	0	47	0		//	천문학자루카			
	//10004	10004	14	0	0	3	114.26	20.49	16.06	114.21	22.74	16.06	0	0	0	0	0	0	47	0		//	사제			
	//10004	10004	14	0	0	3	-44.3	-31	0.48	-44.8	-31.18	0.22	0	0	0	0	0	0	47	0		//	자경단원1			
	//10004	10004	14	0	0	3	-49.04	-35.47	0.42	-49.37	34.95	0.14	0	0	0	0	0	0	47	0		//	자경단원2			
	//10004	10004	14	0	0	3	-58.34	-23.95	0.66	-57.44	-23.13	0.41	0	0	0	0	0	0	47	0		//	자경단원3			
	10002	10002	1	65418	0	3	168.61	148.57	15.94	158.15	156.41	15.88	0	0	0	0	0	160002	41	0		//	브랜든(마부)			
	10002	10002	14	5409	1	0	171.84	148.75	15.97	158.15	156.41	15.88	0	0	0	0	0	0	41	0		//	군마(디스플레이)			
	56001	56001	14	65380	0	3	9.41	-143.67	1.6	10.87	-143.69	0.98	0	0	0	0	0	0	47	0		//	생물학자드리슈			
	56001	56001	14	65381	0	3	82.1	127.36	17.24	80.33	125.89	17.22	0	0	0	0	0	0	47	0		//	천문학자람베르트			
	56001	56001	5	65368	0	3	-155.43	35.51	-1.63	-155.44	33.95	-1.62	0	0	0	0	0	0	43	0		//	늪지대경비병1			
	56001	56001	5	65369	0	3	-140.37	35.14	-1.74	-140.5	33.51	-1.72	0	0	0	0	0	0	43	0		//	늪지대경비병2			
	56001	56001	5	65370	0	3	-155.16	83.64	-0.3	-111.77	84.99	-0.47	0	0	0	0	0	0	43	0		//	늪지대경비병3			
	56001	56001	5	65371	0	3	-121.58	98.95	0.33	-120.14	98.98	0.43	0	0	0	0	0	0	43	0		//	늪지대경비병4			
	56001	56001	5	65372	0	3	-153.01	122.97	-1.9	-153.01	124.14	-1.95	0	0	0	0	0	0	43	0		//	늪지대경비병5			
	56001	56001	5	65373	0	3	-168.65	122.99	-1.76	-168.54	125.02	1.83	0	0	0	0	0	0	43	0		//	늪지대경비병6			
	56001	56001	14	65374	0	3	-158.3	59.68	-1.3	-157.15	60.02	-1.39	0	0	0	0	0	0	47	0		//	사제바슐라르			
	56001	56001	14	65375	0	3	-164.06	81.63	-1.27	-161.49	81.2	-1.39	0	0	0	0	0	0	47	0		//	사제발렌티누스			
	56001	56001	14	65376	0	3	-161.42	68.89	-0.7	-159.89	68.97	-0.84	0	0	0	0	0	0	47	0		//	자경단원셀림			
	56001	56001	14	65377	0	3	-165.78	97.22	-1.35	-164.88	97.68	-1.37	0	0	0	0	0	0	47	0		//	자경단원셀러			
	56001	56001	14	65378	0	3	-136.94	103.9	-0.01	-136.67	101.16	0.04	0	0	0	0	0	0	47	0		//	발키리클랜정찰병에바			
	56001	56001	14	65379	0	3	-140.29	77.87	-1.38	-141.43	77.78	-1.43	0	0	0	0	0	0	47	0		//	의원분트			
	10004	10004	14	65357	0	0	12.24	-39.66	1.74	11.12	-40.07	1.74	0	0	0	0	0	0	0	0		//	신자의보석1			
	10004	10004	14	65358	0	0	12.71	-52.61	1.74	12.19	-52.88	1.74	0	0	0	0	0	0	0	0		//	신자의보석2			
	10004	10004	14	65359	0	0	-35.56	-42.08	-3.81	-35.49	-44.78	-3.81	0	0	0	0	0	0	0	0		//	신자의보석3			
	10004	10004	14	65360	0	0	-25.46	-38.1	-3.81	-22.44	-35.79	-3.81	0	0	0	0	0	0	0	0		//	신자의보석4			
	10004	10004	14	65361	0	0	-7.29	-16.38	-3.81	-5.31	-18.56	-3.81	0	0	0	0	0	0	0	0		//	신자의보석5			
	56021	56021	14	65388	0	3	415.73	244.32	65	415.24	243.58	65	0	0	0	0	0	0	47	0		//	의원가브리엘			
	56021	56021	14	65396	0	3	391.87	261.83	65.2	389.51	257.1	65.2	0	0	0	0	0	0	47	0		//	전령제페르트			
	56021	56021	14	65397	0	3	411.67	251.94	65.01	409.28	251.13	65.06	0	0	0	0	0	0	47	0		//	부관비트포겔			
	56021	56021	14	65391	0	3	405.58	254.06	65.03	406.03	251.89	65.09	0	0	0	0	0	0	47	0		//	해방군정찰대장슈파이어			
	56021	56021	14	65401	0	3	406.77	204.65	65.2	408.96	205.37	65.14	0	0	0	0	0	0	47	0		//	사제스트라본			
	56021	56021	5	65405	0	3	403.73	226.1	65	402.54	244.95	65.29	0	0	0	0	0	0	43	0		//	해방군병사2			
	56021	56021	14	65402	0	3	349.37	317.44	65	350.59	317.23	65	0	0	0	0	0	0	47	0		//	학자테스피스			
	56021	56021	14	65392	0	3	168.73	79.68	64.99	170.53	79.71	64.99	0	0	0	0	0	0	47	0		//	해방군정찰부대장파펜			
	56021	56021	5	65406	0	3	166.83	72.85	64.99	169.95	72.94	64.99	0	0	0	0	0	0	43	0		//	해방군병사3			
	56021	56021	5	65407	0	3	166.91	86.25	64.99	170.55	86.17	64.99	0	0	0	0	0	0	43	0		//	해방군병사4			
	56021	56021	14	65398	0	3	355.6	97.45	65.92	356.41	98.29	65.65	0	0	0	0	0	0	47	0		//	사제바시나스			
	56021	56021	14	65399	0	3	350.12	103.49	65.29	350.58	104.84	65.22	0	0	0	0	0	0	47	0		//	자경단원자고라키스			
	56021	56021	14	65400	0	3	360.42	90.95	65	361.64	90.82	65	0	0	0	0	0	0	47	0		//	자경당원카라구니스			
	56021	56021	14	65403	0	3	170.06	333.32	65	169.99	331.73	65	0	0	0	0	0	0	47	0		//	학자카라만리스			
	56021	56021	14	65393	0	3	188.75	119.77	65	188.09	120.47	65	0	0	0	0	0	0	47	0		//	해방군정찰병알브레히트			
	56001	56001	14	65385	0	3	-110.04	-106.85	19.28	-109.95	-107.5	19.28	0	0	0	0	0	0	47	0		//	작은에테르고릴라			
	56021	56021	14	65389	0	3	395.82	119.49	65.22	395.24	119.5	65.22	0	0	0	0	0	0	47	0		//	조사관리시포스			
	56021	56021	14	65390	0	3	395.43	107.44	65.21	393.97	107.49	65.21	0	0	0	0	0	0	47	0		//	조사관에르고티모스			
	56021	56021	14	65394	0	3	338.64	343.26	65.71	337.26	343.18	65.71	0	0	0	0	0	0	47	0		//	해방군정찰병베르톨트			
	56021	56021	14	65395	0	3	272.26	47.1	65	273.93	49.85	65	0	0	0	0	0	0	47	0		//	해방군정찰병미헬스			
	//1002관련퀘스트NPC_헬론지하층_1층_서브미션2																					//				
	56041	56041	14	65476	0	3	426.64	288.08	8.83	431	287.86	8.83	0	0	0	0	0	0	47	0		//	해방군돌격대장나나크			
	56041	56041	14	65434	0	3	424.77	292.44	8.83	431	292.4	8.83	0	0	0	0	0	0	47	0		//	해방군돌격병버뱅크			
	56041	56041	14	65435	0	3	425.16	307.27	8.83	431	306.87	8.83	0	0	0	0	0	0	47	0		//	사제베로키오			
	56041	56041	14	65447	0	3	424.76	311.42	8.83	430.4	310.95	8.83	0	0	0	0	0	0	47	0		//	학자라마르크			
	56041	56041	14	65436	0	3	330.63	220.91	-0.15	328.42	217.71	-0.33	0	0	0	0	0	0	47	0		//	사제그라쿠스			
	56041	56041	14	65437	0	3	327.16	208.39	0.26	331.7	205.59	-0.45	0	0	0	0	0	0	47	0		//	실험체NO.332			
	56041	56041	14	65438	0	3	324.07	206.51	0.26	323.54	201.41	-0.38	0	0	0	0	0	0	47	0		//	실험체NO.333			
	56041	56041	14	65439	0	3	324.09	213.85	0.26	324.4	219.04	-0.2	0	0	0	0	0	0	47	0		//	실험체NO.334			
	56041	56041	14	65440	0	3	320.91	212.05	0.26	316.55	214.18	-0.52	0	0	0	0	0	0	47	0		//	실험체NO.335			
	56041	56041	14	65441	0	3	270.87	205.33	5.17	276.74	206.29	3.95	0	0	0	0	0	0	47	0		//	실험체NO.7000			
	56041	56041	14	65442	0	3	269.08	202.17	5.17	217.31	197.6	3.95	0	0	0	0	0	0	47	0		//	실험체NO.7672			
	56041	56041	14	65443	0	3	265.38	202.14	5.17	262.3	196.66	3.95	0	0	0	0	0	0	47	0		//	실험체NO.8001			
	56041	56041	14	65444	0	3	263.57	205.28	5.17	258.44	205.59	3.95	0	0	0	0	0	0	47	0		//	실험체NO.8855			
	56041	56041	14	65445	0	3	265.51	208.44	5.17	262.61	213.74	3.95	0	0	0	0	0	0	47	0		//	실험체NO.9008			
	56041	56041	14	65446	0	3	269.03	208.44	5.17	272.16	231.39	3.95	0	0	0	0	0	0	47	0		//	실험체NO.9999			
	56041	56041	14	65448	0	3	254.92	371.85	4.21	259.81	376.8	4.07	0	0	0	0	0	0	47	0		//	학자레스코			
	56041	56041	14	65449	0	3	227.13	373.77	4.58	225.45	365.51	3.95	0	0	0	0	0	0	47	0		//	주문제어장치			
	56061	56061	14	65450	0	3	-113.26	-7.91	0.12	-110.69	-11.29	0.12	0	0	0	0	0	0	47	0		//	해방군돌격부대장모건			
	56061	56061	14	65451	0	3	-108.39	-3.99	0.12	-103.46	-6.08	0.12	0	0	0	0	0	0	47	0		//	해방군돌격병발머			
	56061	56061	14	65475	0	3	-107.24	0.96	0.12	-102.46	0.88	0.12	0	0	0	0	0	0	47	0		//	사제베르그송			
	56061	56061	14	65453	0	3	-109.83	5.88	0.12	-106.2	7.35	0.12	0	0	0	0	0	0	47	0		//	학자클라라			
	56061	56061	14	65452	0	3	32.31	101.25	-2.07	32.33	105.56	-2.29	0	0	0	0	0	0	47	0		//	주문제어장치			
	56061	56061	14	65454	0	3	21.55	-120.22	-2.29	24.03	-117.93	-2.29	0	0	0	0	0	0	47	0		//	감독관NO.5			
	28	119	14	65478	0	3	430.08	309.45	8.83	435.24	305.77	8.83	0	0	0	0	0	0	47	0		//	해방군돌격병달가스_헬론S2NPC			
	//2009크리스마스이벤트 NPC																					//				
	//10002	10002	14	65420	0	3	134.49	171.16	14.29	149.42	210.97	15.92	0	0	0	0	0	0	47	0		//	행복의산타			
	//10002	10002	14	65421	0	3	132.42	163.3	14.38	137.57	142.5	14.79	0	0	0	0	0	0	47	0		//	축복의산타			
	//10002	10002	14	65422	0	3	127.1	169.71	14.11	96.64	177.66	12.49	0	0	0	0	0	0	47	0		//	사랑의산타			
	//헬론의 성 서브 1 NPC																					//				
	27	118	5	65427	0	3	197.44	13.66	9.43	195.56	65.92	11.35	0	0	0	0	0	0	47	0		//	늪지대정찰병			
	//중국_2010구정이벤트																					//				
	//10003	10003	14	65428	0	3	334.17	181.44	78.84	334.17	188.44	78.84	0	0	0	0	0	0	47	0		//	최고급비단주머니			
	//10003	10003	14	65429	0	3	336.67	181.44	78.84	336.67	188.44	78.84	0	0	0	0	0	0	47	0		//	고급비단주머니			
	//10003	10003	14	65430	0	3	339.17	181.44	78.84	339.17	188.44	78.84	0	0	0	0	0	0	47	0		//	중급비단주머니			
	//10003	10003	14	65431	0	3	342.67	181.44	78.84	342.67	188.44	78.84	0	0	0	0	0	0	47	0		//	초급비단주머니			
	//중국3주년이벤트NPC				0	3																//				
	//1	503	14	64663	0	3	12	5.07	1.38	12.86	7.48	1.38	0	0	0	0	0	0	47	0		//	구정년이벤트NPC(야숲)			
	//6	506	14	64664	0	3	13.28	70.44	12.04	16.13	68.26	12.04	0	0	0	0	0	0	47	0		//	구정이벤트NPC(지하수로)			
	//11	509	14	64665	0	3	-34.96	-20.96	-2.58	-32.66	-17.34	-2.58	0	0	0	0	0	0	47	0		//	구정이벤트NPC(설원)			
	//16	512	14	64666	0	3	-13.79	-28.7	1.95	-11.52	-26.21	1.95	0	0	0	0	0	0	47	0		//	구정이벤트NPC(용족)			
	//21	117	14	64667	0	3	32.67	133.49	18.84	12.59	84.36	18.84	0	0	0	0	0	0	47	0		//	구정이벤트NPC(아이올트)			
	//26	122	14	64668	0	3	229.65	-44.74	73.57	224.45	-39.25	73.59	0	0	0	0	0	0	47	0		//	구정이벤트NPC(헬론)			
	//10001	10001	14	64671	0	3	-50.86	41.38	-22.26	-49.78	44	-22.85	0	0	0	0	0	0	47	0		//	구정이벤트NPC(트링겔)			
//	10002	10002	1	64199	0	3	141.95	183.97	14.72	138.76	176.51	14.48	0	0	0	0	0	160002	47	0		//	출석체크이벤트(베르헨)			
	//헬론의성서브2_검은에테르의정체미션NPC																					//				
	28	119	14	799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301		//	섀도우첨보원_시작지점_헬론S2			
	28	119	14	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302		//	오크라주민_제1연구실_헬론S2			
	28	119	14	801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303		//	오크라주민_제2연구실_헬론S2			
	28	119	14	802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304		//	사로잡힌오크라주민1_제1지하감옥_헬론S2			
	28	119	14	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305		//	사로잡힌오크라주민2_제1지하감옥_헬론S2			
	28	119	14	804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306		//	사로잡힌오크라주민3_제1지하감옥_헬론S2			
	28	119	14	805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307		//	사로잡힌오크라주민4_제1지하감옥_헬론S2			
	28	119	14	806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308		//	사로잡힌오크라주민5_제1지하감옥_헬론S2			
	28	119	14	807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309		//	사로잡힌오크라주민6_제1지하감옥_헬론S2			
	28	119	14	808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310		//	사로잡힌오크라주민대표_제1지하감옥_헬론S2			
	28	119	14	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311		//	사로잡힌오크라주민1_제2지하감옥_헬론S2			
	28	119	14	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312		//	사로잡힌오크라주민2_제2지하감옥_헬론S2			
	28	119	14	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313		//	사로잡힌오크라주민3_제2지하감옥_헬론S2			
