//복권스크립트_국내																																	
//					소모성 아이템일 경우 해당 아이템의 개수 설정																												
//			0 아이템 스크립트와 연결		장비 아이템일 경우 해당 아이템의 등급 설정																												
//			1 드랍 스크립트와 연결		드랍 스크립트와 연결 시 드랍 스크립트 내의 IGType을 사용																												
//	복권ID	아이템개수	랜덤유무1	아이템코드1	아이템타입1	랜덤유무2	아이템코드2	아이템타입2	랜덤유무3	아이템코드3	아이템타입3	랜덤유무4	아이템코드4	아이템타입4	랜덤유무5	아이템코드5	아이템타입5	랜덤유무6	아이템코드6	아이템타입6	랜덤유무7	아이템코드7	아이템타입7	랜덤유무8	아이템코드8	아이템타입8							
	LotteryID	ItemNum	Random1	ItemCode1	IGType1	Random2	ItemCode2	IGType2	Random3	ItemCode3	IGType3	Random4	ItemCode4	IGType4	Random5	ItemCode5	IGType5	Random6	ItemCode6	IGType6	Random7	ItemCode7	IGType7	Random8	ItemCode8	IGType8	FieldEnd						
	1673	8	0	58407	50000	0	58457	50000	0	58507	50000	0	58557	50000	0	58607	50000	0	58657	50000	0	58707	50000	0	58757	50000	//버서커_7차장비_베리에이션_세트						
	1674	8	0	58408	50000	0	58458	50000	0	58508	50000	0	58558	50000	0	58608	50000	0	58658	50000	0	58708	50000	0	58758	50000	//버서커_8차장비_베리에이션_세트						
	1675	8	0	58415	50000	0	58465	50000	0	58515	50000	0	58565	50000	0	58615	50000	0	58665	50000	0	58715	50000	0	58765	50000	//드래곤나이트_5차장비_베리에이션_세트						
	1676	8	0	58416	50000	0	58466	50000	0	58516	50000	0	58566	50000	0	58616	50000	0	58666	50000	0	58716	50000	0	58766	50000	//드래곤나이트_6차장비_베리에이션_세트						
	1677	8	0	58417	50000	0	58467	50000	0	58517	50000	0	58567	50000	0	58617	50000	0	58667	50000	0	58717	50000	0	58767	50000	//드래곤나이트_7차장비_베리에이션_세트						
	1678	8	0	58418	50000	0	58468	50000	0	58518	50000	0	58568	50000	0	58618	50000	0	58668	50000	0	58718	50000	0	58768	50000	//드래곤나이트_8차장비_베리에이션_세트						
	1679	8	0	58435	50000	0	58485	50000	0	58535	50000	0	58585	50000	0	58635	50000	0	58685	50000	0	58735	50000	0	58785	50000	//발키리_5차장비_베리에이션_세트						
	1680	8	0	58436	50000	0	58486	50000	0	58536	50000	0	58586	50000	0	58636	50000	0	58686	50000	0	58736	50000	0	58786	50000	//발키리_6차장비_베리에이션_세트						
	1681	8	0	58437	50000	0	58487	50000	0	58537	50000	0	58587	50000	0	58637	50000	0	58687	50000	0	58737	50000	0	58787	50000	//발키리_7차장비_베리에이션_세트						
	1682	8	0	58438	50000	0	58488	50000	0	58538	50000	0	58588	50000	0	58638	50000	0	58688	50000	0	58738	50000	0	58788	50000	//발키리_8차장비_베리에이션_세트						
	1683	8	0	58445	50000	0	58495	50000	0	58545	50000	0	58595	50000	0	58645	50000	0	58695	50000	0	58745	50000	0	58795	50000	//엘리_5차장비_베리에이션_세트						
	1684	8	0	58446	50000	0	58496	50000	0	58546	50000	0	58596	50000	0	58646	50000	0	58696	50000	0	58746	50000	0	58796	50000	//엘리_6차장비_베리에이션_세트						
	1685	8	0	58447	50000	0	58497	50000	0	58547	50000	0	58597	50000	0	58647	50000	0	58697	50000	0	58747	50000	0	58797	50000	//엘리_7차장비_베리에이션_세트						
	1686	8	0	58448	50000	0	58498	50000	0	58548	50000	0	58598	50000	0	58648	50000	0	58698	50000	0	58748	50000	0	58798	50000	//엘리_8차장비_베리에이션_세트						
	1687	1	1	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//2014구정이벤트_가래떡선물상자1						
	1688	1	1	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//2014구정이벤트_가래떡선물상자2						
	1689	1	1	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//2014구정이벤트_가래떡선물상자3						
//	1690	1	1	97031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일본럭셔리티켓(1000엔)_헬로이드						
//	1691	1	1	97033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일본럭셔리티켓프티(500엔)_헬로이드						
//	1692	1	1	97035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일본럭셔리티켓미디(특별)_헬로이드						
	1693	1	1	95093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//2014년1월프리미엄가챠						
	1694	8	0	51735	10308	0	51736	10308	0	51737	10308	0	51738	10308	0	51739	10308	0	51740	10308	0	51741	10308	0	51742	10308	//일본_복권_얼티메이트8인챈_3소켓세트(미스틱)						
	1695	8	0	51735	10307	0	51736	10307	0	51737	10307	0	51738	10307	0	51739	10307	0	51740	10307	0	51741	10307	0	51742	10307	//일본_복권_얼티메이트7인챈_3소켓세트(미스틱)						
	1696	8	0	51735	10306	0	51736	10306	0	51737	10306	0	51738	10306	0	51739	10306	0	51740	10306	0	51741	10306	0	51742	10306	//일본_복권_얼티메이트6인챈_3소켓세트(미스틱)						
	1697	8	0	51735	10408	0	51736	10408	0	51737	10408	0	51738	10408	0	51739	10408	0	51740	10408	0	51741	10408	0	51742	10408	//일본_복권_얼티메이트8인챈_4소켓세트(미스틱)						
	1698	8	0	51735	10407	0	51736	10407	0	51737	10407	0	51738	10407	0	51739	10407	0	51740	10407	0	51741	10407	0	51742	10407	//일본_복권_얼티메이트7인챈_4소켓세트(미스틱)						
	1699	8	0	51735	10406	0	51736	10406	0	51737	10406	0	51738	10406	0	51739	10406	0	51740	10406	0	51741	10406	0	51742	10406	//일본_복권_얼티메이트6인챈_4소켓세트(미스틱)						
	1700	8	0	51735	10508	0	51736	10508	0	51737	10508	0	51738	10508	0	51739	10508	0	51740	10508	0	51741	10508	0	51742	10508	//일본_복권_얼티메이트8인챈_5소켓세트(미스틱)						
	1701	8	0	51735	10507	0	51736	10507	0	51737	10507	0	51738	10507	0	51739	10507	0	51740	10507	0	51741	10507	0	51742	10507	//일본_복권_얼티메이트7인챈_5소켓세트(미스틱)						
	1702	8	0	51735	10506	0	51736	10506	0	51737	10506	0	51738	10506	0	51739	10506	0	51740	10506	0	51741	10506	0	51742	10506	//일본_복권_얼티메이트6인챈_5소켓세트(미스틱)						
	1703	8	0	51743	10308	0	51744	10308	0	51745	10308	0	51746	10308	0	51747	10308	0	51748	10308	0	51749	10308	0	51750	10308	//일본_복권_얼티메이트8인챈_3소켓세트(헬로이드)						
	1704	8	0	51743	10307	0	51744	10307	0	51745	10307	0	51746	10307	0	51747	10307	0	51748	10307	0	51749	10307	0	51750	10307	//일본_복권_얼티메이트7인챈_3소켓세트(헬로이드)						
	1705	8	0	51743	10306	0	51744	10306	0	51745	10306	0	51746	10306	0	51747	10306	0	51748	10306	0	51749	10306	0	51750	10306	//일본_복권_얼티메이트6인챈_3소켓세트(헬로이드)						
	1706	8	0	51743	10408	0	51744	10408	0	51745	10408	0	51746	10408	0	51747	10408	0	51748	10408	0	51749	10408	0	51750	10408	//일본_복권_얼티메이트8인챈_4소켓세트(헬로이드)						
	1707	8	0	51743	10407	0	51744	10407	0	51745	10407	0	51746	10407	0	51747	10407	0	51748	10407	0	51749	10407	0	51750	10407	//일본_복권_얼티메이트7인챈_4소켓세트(헬로이드)						
	1708	8	0	51743	10406	0	51744	10406	0	51745	10406	0	51746	10406	0	51747	10406	0	51748	10406	0	51749	10406	0	51750	10406	//일본_복권_얼티메이트6인챈_4소켓세트(헬로이드)						
	1709	8	0	51743	10508	0	51744	10508	0	51745	10508	0	51746	10508	0	51747	10508	0	51748	10508	0	51749	10508	0	51750	10508	//일본_복권_얼티메이트8인챈_5소켓세트(헬로이드)						
	1710	8	0	51743	10507	0	51744	10507	0	51745	10507	0	51746	10507	0	51747	10507	0	51748	10507	0	51749	10507	0	51750	10507	//일본_복권_얼티메이트7인챈_5소켓세트(헬로이드)						
	1711	8	0	51743	10506	0	51744	10506	0	51745	10506	0	51746	10506	0	51747	10506	0	51748	10506	0	51749	10506	0	51750	10506	//일본_복권_얼티메이트6인챈_5소켓세트(헬로이드)						
	1712	1	1	95096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//2014년3월프리미엄가챠						
//	1713	2	1	97037	0	1	97038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일본_Return_to_Box(B)						
//	1714	2	1	97039	0	1	97040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일본_Return_to_Box(D)						
//	1715	2	1	97041	0	1	97042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일본_Return_to_Box(V)						
//	1716	2	1	97043	0	1	97044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일본_Return_to_Box(E)						
//	1717	2	1	97045	0	1	97046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일본_Return_to_Box(S)						
//	1718	2	1	97047	0	1	97048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일본_Return_to_Box(M)						
//	1719	2	1	97049	0	1	97050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일본_Return_to_Box(H)						
	1720	1	1	95099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//2014년4월프리미엄가챠						
//	1721	5	1	13501	0	1	13502	0	1	13503	0	1	13504	0	1	13505	0	0	0	0	0	0	0	0	0	0	//테스트용캐쉬반지상자						
	1722	1	1	69010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//몬트샤인공성전보상반지상자						
	1723	8	0	904	20007	0	4121	20	0	4003	20	0	49129	100	0	3400	1	0	47373	1	1	383	0	0	0	0	//헬로이드_부트캠프레벨업박스_10레벨						
	1724	8	0	905	20007	0	9212	1	0	4121	30	0	49129	100	0	4184	10	0	63166	1	0	47374	1	0	0	0	//헬로이드_부트캠프레벨업박스_20레벨						
	1725	8	0	906	20007	0	9213	1	0	4121	30	0	4003	30	0	49129	100	0	65306	50	0	47375	1	0	0	0	//헬로이드_부트캠프레벨업박스_30레벨						
	1726	8	0	907	20007	0	4977	5	0	4121	30	0	4003	30	0	4185	5	0	49129	100	0	47376	1	0	0	0	//헬로이드_부트캠프레벨업박스_40레벨						
	1727	7	0	908	20007	0	9214	1	0	4122	30	0	49023	30	0	4185	5	0	47377	1	0	0	0	0	0	0	//헬로이드_부트캠프레벨업박스_50레벨						
	1728	8	0	909	20007	0	4977	3	0	4978	3	0	4122	50	0	4185	5	0	3614	1	0	47378	1	0	0	0	//헬로이드_부트캠프레벨업박스_60레벨						
	1729	8	0	910	20007	0	9215	1	0	4122	50	0	49023	50	0	4186	5	0	3615	1	0	47379	1	0	0	0	//헬로이드_부트캠프레벨업박스_70레벨						
	1730	8	0	911	20007	0	4133	50	0	49024	50	0	4186	5	0	4978	3	0	3616	1	0	47380	1	0	0	0	//헬로이드_부트캠프레벨업박스_80레벨						
	1731	8	0	912	20007	0	3862	1	0	4133	50	0	49024	50	0	4186	5	0	9216	1	0	47381	1	0	0	0	//헬로이드_부트캠프레벨업박스_90레벨						
	1732	6	0	913	20007	0	4133	50	0	4979	3	0	4187	5	0	0	0	0	0	0	0	0	0	0	0	0	//헬로이드_부트캠프레벨업박스_100레벨						
	1733	8	0	45899	10005	0	45900	10005	0	45901	10005	0	45902	10005	0	45903	10005	0	45904	10005	0	45905	10005	0	45906	10005	//개조된숲의정복자세트_5인챈_랜덤소켓(H)						
	1734	8	0	45907	10005	0	45908	10005	0	45909	10005	0	45910	10005	0	45911	10005	0	45912	10005	0	45913	10005	0	45914	10005	//개조된지하수로의정복자세트_5인챈_랜덤소켓(H)						
	1735	8	0	45915	10007	0	45916	10007	0	45917	10007	0	45918	10007	0	45919	10007	0	45920	10007	0	45921	10007	0	45922	10007	//개조된설원의정복자세트_7인챈_랜덤소켓(H)						
	1736	8	0	45923	10010	0	45924	10010	0	45925	10010	0	45926	10010	0	45927	10010	0	45928	10010	0	45929	10010	0	45930	10010	//개조된용족의정복자세트_10인챈_랜덤소켓(H)						
	1737	8	0	45931	10010	0	45932	10010	0	45933	10010	0	45934	10010	0	45935	10010	0	45936	10010	0	45937	10010	0	45938	10010	//개조된묘지의정복자세트_10인챈_랜덤소켓(H)						
//	1738	1	1	97051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일본_6주년이벤트						
	1739	1	1	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+15양손도끼)						
	1740	1	1	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+15양손검)						
	1741	1	1	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+15한손검)						
	1742	1	1	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+15창)						
	1743	1	1	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+15한손석궁)						
	1744	1	1	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+15에테르웨폰)						
	1745	1	1	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+15지팡이)						
	1746	1	1	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+15오브)						
	1747	1	1	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+15대거)						
	1748	1	1	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+15채찍검)						
	1749	1	1	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+15건틀렛)						
	1750	1	1	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+15에테르사이드)						
	1751	1	1	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+15에테르블래스터)						
	1752	1	1	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+9양손도끼)						
	1753	1	1	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+9양손검)						
	1754	1	1	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+9한손검)						
	1755	1	1	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+9창)						
	1756	1	1	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+9한손석궁)						
	1757	1	1	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+9에테르웨폰)						
	1758	1	1	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+9지팡이)						
	1759	1	1	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+9오브)						
	1760	1	1	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+9대거)						
	1761	1	1	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+9채찍검)						
	1762	1	1	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+9건틀렛)						
	1763	1	1	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+9에테르사이드)						
	1764	1	1	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//불안정한무기강화보상상자(+9에테르블래스터)						
	1765	1	1	95104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//국내2014년5월프리미엄가챠상자						
	1766	8	0	63035	1	0	63035	1	0	63035	1	0	63035	1	0	63035	1	0	63035	1	0	63035	1	0	63035	1	//럭셔리티켓BOX(B)_8매						
	1767	8	0	63036	1	0	63036	1	0	63036	1	0	63036	1	0	63036	1	0	63036	1	0	63036	1	0	63036	1	//럭셔리티켓BOX(D)_8매						
	1768	8	0	63037	1	0	63037	1	0	63037	1	0	63037	1	0	63037	1	0	63037	1	0	63037	1	0	63037	1	//럭셔리티켓BOX(V)_8매						
	1769	8	0	63038	1	0	63038	1	0	63038	1	0	63038	1	0	63038	1	0	63038	1	0	63038	1	0	63038	1	//럭셔리티켓BOX(E)_8매						
	1770	8	0	63053	1	0	63053	1	0	63053	1	0	63053	1	0	63053	1	0	63053	1	0	63053	1	0	63053	1	//럭셔리티켓BOX(S)_8매						
	1771	8	0	63376	1	0	63376	1	0	63376	1	0	63376	1	0	63376	1	0	63376	1	0	63376	1	0	63376	1	//럭셔리티켓BOX(M)_8매						
	1772	8	0	63478	1	0	63478	1	0	63478	1	0	63478	1	0	63478	1	0	63478	1	0	63478	1	0	63478	1	//럭셔리티켓BOX(H)_8매						
	1773	3	0	56397	1	0	63035	1	0	63035	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓BOX(B)_10매						
	1774	3	0	56398	1	0	63036	1	0	63036	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓BOX(D)_10매						
	1775	3	0	56399	1	0	63037	1	0	63037	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓BOX(V)_10매						
	1776	3	0	56400	1	0	63038	1	0	63038	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓BOX(E)_10매						
	1777	3	0	56401	1	0	63053	1	0	63053	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓BOX(S)_10매						
	1778	3	0	56402	1	0	63376	1	0	63376	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓BOX(M)_10매						
	1779	3	0	56403	1	0	63478	1	0	63478	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓BOX(H)_10매						
	1780	5	0	56397	1	0	63035	1	0	63035	1	0	63035	1	0	63035	1	0	0	0	0	0	0	0	0	0	//럭셔리티켓BOX(B)_12매						
	1781	5	0	56398	1	0	63036	1	0	63036	1	0	63036	1	0	63036	1	0	0	0	0	0	0	0	0	0	//럭셔리티켓BOX(D)_12매						
	1782	5	0	56399	1	0	63037	1	0	63037	1	0	63037	1	0	63037	1	0	0	0	0	0	0	0	0	0	//럭셔리티켓BOX(V)_12매						
	1783	5	0	56400	1	0	63038	1	0	63038	1	0	63038	1	0	63038	1	0	0	0	0	0	0	0	0	0	//럭셔리티켓BOX(E)_12매						
	1784	5	0	56401	1	0	63053	1	0	63053	1	0	63053	1	0	63053	1	0	0	0	0	0	0	0	0	0	//럭셔리티켓BOX(S)_12매						
	1785	5	0	56402	1	0	63376	1	0	63376	1	0	63376	1	0	63376	1	0	0	0	0	0	0	0	0	0	//럭셔리티켓BOX(M)_12매						
	1786	5	0	56403	1	0	63478	1	0	63478	1	0	63478	1	0	63478	1	0	0	0	0	0	0	0	0	0	//럭셔리티켓BOX(H)_12매						
	1787	1	1	95107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//국내2014년6월프리미엄가챠상자						
//	1788	5	0	51177	50000	0	51179	50000	0	51180	50000	0	51181	50000	0	51182	50000	0	0	0	0	0	0	0	0	0	//아에시마 데바 스킨 상자 (B)						
	1789	5	0	51185	50000	0	51187	50000	0	51188	50000	0	51189	50000	0	51190	50000	0	0	0	0	0	0	0	0	0	//벨제뷔트 스킨 상자 (D)						
	1790	5	0	51193	50000	0	51195	50000	0	51196	50000	0	51197	50000	0	51198	50000	0	0	0	0	0	0	0	0	0	//루시페르 스킨 상자 (S)						
	1791	5	0	51201	50000	0	51203	50000	0	51204	50000	0	51205	50000	0	51206	50000	0	0	0	0	0	0	0	0	0	//아스타로스 스킨 상자 (V)						
	1792	5	0	51209	50000	0	51211	50000	0	51212	50000	0	51213	50000	0	51214	50000	0	0	0	0	0	0	0	0	0	//아즈 스킨 상자 (E)						
	1793	5	0	51383	50000	0	51385	50000	0	51386	50000	0	51387	50000	0	51388	50000	0	0	0	0	0	0	0	0	0	//메피스토 스킨 상자 (M)						
	1794	5	0	51711	50000	0	51713	50000	0	51714	50000	0	51715	50000	0	51716	50000	0	0	0	0	0	0	0	0	0	//아스모데우스 스킨 상자 (H)						
	1795	1	1	48293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//치타의물약상자_(30분_기세_정기_혼_비약)						
	1796	1	1	48294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//늑대의물약상자_(30분_기세_정기_혼_비약)						
	1797	1	1	48295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//매의물약상자_(30분_기세_정기_혼_비약)						
	1798	1	1	48296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//곰의물약상자_(30분_기세_정기_혼_비약)						
	1799	1	1	48297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//뱀의물약상자_(30분_기세_정기_혼_비약)						
	1800	8	1	95530	0	1	95531	0	0	4979	1	0	49150	1	0	49165	2	0	49025	255	0	4133	255	0	4199	255	//일본_1201_복귀자상자_미스틱						
	1801	8	1	95532	0	1	95532	0	0	4979	1	0	49150	1	0	49165	2	0	49025	255	0	4133	255	0	4199	255	//일본_1201_복귀자상자_헬로이드						
	1802	1	1	48298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//절규의반지_상자_1일						
	1803	1	1	48299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//절규의반지_상자_3일						
	1804	1	1	48300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//절규의반지_상자_7일						
	1805	1	1	48301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//절규의반지_랜덤상자						
	1806	1	1	48302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//비명의반지_상자_1일						
	1807	1	1	48303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//비명의반지_상자_3일						
	1808	1	1	48304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//비명의반지_상자_7일						
	1809	1	1	48305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//비명의반지_랜덤상자						
	1810	1	1	48306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//투쟁의목걸이_상자_1일						
	1811	1	1	48307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//투쟁의목걸이_상자_3일						
	1812	1	1	48308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//투쟁의목걸이_상자_7일						
	1813	1	1	48309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//투쟁의목걸이_랜덤상자						
//	1814	1	1	97053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일본_스타박스(3)						
//	1815	1	1	97054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일본_스타박스(10)						
//	1816	1	1	97055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일본_스타박스(20)						
//	1817	1	1	97049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중국검게뒤틀린매의솔리드암상자						
//	1818	1	1	97050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중국검게뒤틀린맹공의솔리드암상자						
//	1819	1	1	97051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중국검게뒤틀린결의의솔리드암상자						
//	1820	1	1	97052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중국검게뒤틀린수호의솔리드암상자						
	1821	1	1	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급_맹공의반지_1일상자						
	1822	1	1	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급_분노의반지_1일상자						
	1823	1	1	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급_수호의반지_1일상자						
	1824	1	1	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급_폭풍의반지_1일상자						
	1825	1	1	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급_맹공의반지_랜덤상자						
	1826	1	1	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//몬스터사냥꾼_1일						
	1827	1	1	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//해방군의의지_7일						
	1828	1	1	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//명지휘관의지휘봉_7일						
	1829	1	1	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//베테랑모험가_7일						
	1830	1	0	60392	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//고급사료_30개						
	1831	1	0	65401	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//여신의은혜_3개상자						
	1832	1	0	60393	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//명인의키트_3개상자						
	1833	1	1	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급_분노의반지_랜덤상자						
	1834	1	1	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급_수호의반지_랜덤상자						
	1835	1	1	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급_폭풍의반지_랜덤상자						
	1836	1	1	95110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//국내2014년7월프리미엄가챠상자						
	1837	8	0	51503	10000	0	51504	10000	0	51505	10000	0	51506	10000	0	51507	10000	0	51508	10000	0	51509	10000	0	51510	10000	//엘리트3방어구세트_0인챈_0소켓(B)						
