//조합스크립트						아이템타입	분류카운터						클래스스트링코드																																					
//			"* Index(조합코드) 수정하셔도 상관 없으니, 가능한 카테고리 유지하면서 작업해 주세요"										10074 : 버서커																																					
//													10075 : 드래곤																																					
//			* 클래스 우선순위 지켜주세요										10076 : 발키리																																					
//			"  - 버서커, 드래곤, 발키리, 엘리, 섀도우, 미스틱 순"										10077 : 엘리																																					
//			* 방어구 우선순위 지켜주세요										10078 : 섀도우																																					
//			"  - 갑옷, 바지, 헬멧, 장갑, 부츠, 프텍, 벨트, 셔츠 순"										10002 : 미스틱																																					
//			"  - 갑옷, 바지, 헬멧, 장갑, 부츠, 프텍, 벨트, 셔츠 순"										10006 : 헬로이드																																					
//							1302			1302	1302	1302	1302	1302	1302																																			
//설명	조합코드	이름	네임코드	캐릭터클래스	길드클래스	아이템타입	분류카운터	분류카테고리1	분류스트링코드1	분류카테고리2	분류스트링코드2	분류카테고리3	분류스트링코드3	분류카테고리4	분류스트링코드4	재료1	재료1등급	재료1개수	재료2	재료2등급	재료2개수	재료3	재료3등급	재료3개수	재료4	재료4등급	재료4개수	재료5	재료5등급	재료5개수	재료6	재료6등급	재료6개수	소모돈	성공확율	보상타입	보상아이템	보상아이템등급	보상아이템수	조합가능맵1	조합가능맵2	조합가능맵3	조합가능맵4	조합가능맵5	조합가능맵6	조합가능맵7	조합가능맵8	조합가능맵9	조합가능맵10	
	Code	Name	Ncode	LimitCharClass	LimitGuildClass	ItemType	CategorySubCount	bCategory1	Category1_Scode	bCategory2	Category2_Scode	bCategory3	Category3_Scode	bCategory4	Category4_Scode	MaterialCode1	IGType1	MaterialCount1	MaterialCode2	IGType2	MaterialCount2	MaterialCode3	IGType3	MaterialCount3	MaterialCode4	IGType4	MaterialCount4	MaterialCode5	IGType5	MaterialCount5	MaterialCode6	IGType6	MaterialCount6	Money	SuccessRatio	bResultType	ResultItemCode	ResultIGType	ResultItemCount	AllowedMapCode00	AllowedMapCode01	AllowedMapCode02	AllowedMapCode03	AllowedMapCode04	AllowedMapCode05	AllowedMapCode06	AllowedMapCode07	AllowedMapCode08	AllowedMapCode09	FieldEnd
	20244	근원_빛과어둠의문장	45600	0	0	990	4	98	9104	5	9590	2	9592	6	45600	6038	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000 	100	1	55603	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	20245	근원_불사신의비늘	45600	0	0	990	4	98	9104	5	9590	3	9592	1	45600	6037	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000 	100	1	55603	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	20246	근원_유니콘의뿔	45600	0	0	990	4	98	9104	5	9590	3	9592	2	45600	6042	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000 	100	1	55603	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	20247	근원_레이할트의비급	45600	0	0	990	4	98	9104	5	9590	3	9592	3	45600	6044	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000 	100	1	55603	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	20248	근원_흑마법의주술서	45600	0	0	990	4	98	9104	5	9590	3	9592	4	45600	6046	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000 	100	1	55603	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	20249	근원_암흑에너지	45600	0	0	990	4	98	9104	5	9590	3	9592	5	45600	6050	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000 	100	1	55603	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//99. 이벤트아이템 (30001 ~ 40000)																																																		
//99_1몬트샤인 이벤트 (30001 ~ 30100)																																																		
//	명예메달1~10개																																																	
//	30001	회복물약LV4_10개	40124	0	0	0	4	99	9165	1	9155	1	9156	1	40124	40247	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	4004	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30002	요정마나물약LV4_10개	40264	0	0	0	4	99	9165	1	9155	1	9156	2	40264	40247	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	4034	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30003	광폭의물약LV3_10개	40363	0	0	0	4	99	9165	1	9155	1	9156	3	40363	40247	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	49003	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30004	질주의물약LV3_10개	40403	0	0	0	4	99	9165	1	9155	1	9156	4	40403	40247	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	49023	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30005	각성의물약LV3_10개	40383	0	0	0	4	99	9165	1	9155	1	9156	5	40383	40247	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	49013	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30006	행운의물약LV3_10개	40393	0	0	0	4	99	9165	1	9155	1	9156	6	40393	40247	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	49018	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	명예메달30~50개																																																	
//	30007	파괴자의혼_10개	47619	0	0	0	4	99	9165	1	9155	2	9157	1	47619	40247	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6019	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30008	바람의목소리_10개	47620	0	0	0	4	99	9165	1	9155	2	9157	2	47620	40247	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6020	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30009	용족의긍지_10개	47621	0	0	0	4	99	9165	1	9155	2	9157	3	47621	40247	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6021	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30010	대자연의눈물10개	47622	0	0	0	4	99	9165	1	9155	2	9157	4	47622	40247	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6022	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30011	어둠의상징_10개	47298	0	0	0	4	99	9165	1	9155	2	9157	5	47298	40247	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6031	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	명예메달80~130개																																																	
//	30012	임페리움_1개	45027	0	0	0	4	99	9165	1	9155	3	9158	1	45027	40247	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6527	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30013	에테르탄환(LV2)_50개	47710	0	0	0	4	99	9165	1	9155	3	9158	2	47710	40247	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	7296	0	50	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30014	마야탄환_20개	47712	0	0	0	4	99	9165	1	9155	3	9158	3	47712	40247	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	7496	0	20	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30015	마야상자_1개	47375	0	0	0	4	99	9165	1	9155	3	9158	4	47375	40247	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	49132	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	명예메달150~130개																																																	
//	30016	파괴자의각성_1개	47630	0	0	0	4	99	9165	1	9155	4	9159	1	47630	40247	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6051	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30017	바람의노래_1개	47631	0	0	0	4	99	9165	1	9155	4	9159	2	47631	40247	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6052	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30018	용족의영광_1개	47632	0	0	0	4	99	9165	1	9155	4	9159	3	47632	40247	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6053	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30019	대자연의풍요_1개	47633	0	0	0	4	99	9165	1	9155	4	9159	4	47633	40247	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6054	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30020	어둠의심장_1개	47634	0	0	0	4	99	9165	1	9155	4	9159	5	47634	40247	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6055	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	명예메달200~250개																																																	
//	30021	7차아바타스킨세트(B)	300691	0	0	0	4	99	9165	1	9155	5	9160	1	300691	40247	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	48014	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30022	7차아바타스킨세트(D)	300692	0	0	0	4	99	9165	1	9155	5	9160	2	300692	40247	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	48015	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30023	7차아바타스킨세트(V)	300693	0	0	0	4	99	9165	1	9155	5	9160	3	300693	40247	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	48016	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30024	7차아바타스킨세트(E)	300694	0	0	0	4	99	9165	1	9155	5	9160	4	300694	40247	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	48017	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30025	7차아바타스킨세트(S)	300695	0	0	0	4	99	9165	1	9155	5	9160	5	300695	40247	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	1	48018	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30026	수호의결정체_3개	47635	0	0	0	4	99	9165	1	9155	5	9160	6	47635	40247	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6056	0	3	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30027	정령석_2개	47628	0	0	0	4	99	9165	1	9155	5	9160	7	47628	40247	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6028	0	2	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30028	용사의반지_1개	45311	0	0	0	4	99	9165	1	9155	5	9160	8	45311	40247	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	3117	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30029	몬트샤인고양이_1개	158232	0	0	0	4	99	9165	1	9155	5	9160	9	158232	40247	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	1	3410	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//99_2콜로세움 이벤트 (30101 ~ 30200)																																																		
//	콜로세움상품LV1																																																	
//	30101	회복물약LV4_10개	40124	0	0	0	4	99	9165	2	9268	1	9269	1	40124	6797	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	4004	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30102	광폭의물약LV3_10개	40363	0	0	0	4	99	9165	2	9268	1	9269	2	40363	6797	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	49003	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30103	질주의물약LV3_10개	40403	0	0	0	4	99	9165	2	9268	1	9269	3	40403	6797	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	49023	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30104	각성의물약LV3_10개	40383	0	0	0	4	99	9165	2	9268	1	9269	4	40383	6797	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	49013	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30105	행운의물약LV3_10개	40393	0	0	0	4	99	9165	2	9268	1	9269	5	40393	6797	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	49018	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30106	필미스톤파편_10개	45001	0	0	0	4	99	9165	2	9268	1	9269	6	45001	6797	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6501	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30107	오버미스톤파편_10개	45002	0	0	0	4	99	9165	2	9268	1	9269	7	45002	6797	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6502	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30108	스트랭스미스톤파편_10개	45003	0	0	0	4	99	9165	2	9268	1	9269	8	45003	6797	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6503	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	콜로세움상품LV2																																																	
//	30109	필미스톤_5개	40071	0	0	0	4	99	9165	2	9268	2	9270	1	40071	6797	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	4201	0	5	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30110	오버미스톤_5개	40072	0	0	0	4	99	9165	2	9268	2	9270	2	40072	6797	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	4202	0	5	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30111	스트랭스미스톤_5개	40073	0	0	0	4	99	9165	2	9268	2	9270	3	40073	6797	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	4203	0	5	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30112	메가미스톤파편10개	45004	0	0	0	4	99	9165	2	9268	2	9270	4	45004	6797	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6504	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30113	금속탄환_5개	47176	0	0	0	4	99	9165	2	9268	2	9270	5	47176	6797	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	7276	0	5	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	콜로세움상품LV3																																																	
//	30114	금속탄환_15개	47176	0	0	0	4	99	9165	2	9268	3	9271	1	47176	6797	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	7276	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30115	마야보석LV3_5개	45179	0	0	0	4	99	9165	2	9268	3	9271	2	45179	6797	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	7247	0	5	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30116	마야금속LV3_5개	45183	0	0	0	4	99	9165	2	9268	3	9271	3	45183	6797	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	7251	0	5	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30117	필너스의열쇠_1개	45230	0	0	0	4	99	9165	2	9268	3	9271	4	45230	6797	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6699	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30118	고급사료_30개	158109	0	0	0	4	99	9165	2	9268	3	9271	5	158109	6797	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	3302	0	30	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	콜로세움상품LV4																																																	
//	30119	금속탄환_30개	47176	0	0	0	4	99	9165	2	9268	4	9272	1	47176	6797	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	7276	0	30	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30120	마야보석LV3_15개	45179	0	0	0	4	99	9165	2	9268	4	9272	2	45179	6797	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	7247	0	15	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30121	마야금속LV3_15개	45183	0	0	0	4	99	9165	2	9268	4	9272	3	45183	6797	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	7251	0	15	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30122	에테르탄환_10개	47177	0	0	0	4	99	9165	2	9268	4	9273	4	47177	6797	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	7277	0	10	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	콜로세움상품LV5																																																	
//	30123	에테르탄환_30개	47177	0	0	0	4	99	9165	2	9268	5	9273	1	47177	6797	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	7277	0	30	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30124	에테르방출장치_1개	47175	0	0	0	4	99	9165	2	9268	5	9273	2	47175	6797	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	7265	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30125	세인트버나드	158186	0	0	0	4	99	9165	2	9268	5	9273	3	158186	6797	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	3215	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30126	투사의반지	45403	0	0	0	4	99	9165	2	9268	5	9273	4	45403	6797	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6802	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30127	도베르만	158185	0	0	0	4	99	9165	2	9268	5	9273	5	158185	6797	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	3362	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	콜로세움출전권																																																	
//	30128	콜로세움출전권LV1	45396	0	0	0	4	99	9165	2	9268	6	9280	1	45396	6956	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6798	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30129	콜로세움출전권LV2	45397	0	0	0	4	99	9165	2	9268	6	9280	2	45397	6956	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6799	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30130	콜로세움출전권LV3	45398	0	0	0	4	99	9165	2	9268	6	9280	3	45398	6956	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6800	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30131	콜로세움출전권LV4	45399	0	0	0	4	99	9165	2	9268	6	9280	4	45399	6956	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6801	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30132	콜로세움출전권LV5	46415	0	0	0	4	99	9165	2	9268	6	9280	5	46415	6956	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6825	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//99_3트럼프 이벤트 (30201 ~ 30300)																																																		
//	30201	Five_Card_Box(A)	40700	0	0	0	4	99	9165	3	40705	1	40706	1	40700	49577	0	1	49578	0	1	49579	0	1	49580	0	1	49581	0	1	0	0	0	0	100	1	49630	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30202	Five_Card_Box(7)	40700	0	0	0	4	99	9165	3	40705	1	40706	2	40700	49577	0	1	49602	0	1	49603	0	1	49604	0	1	49605	0	1	0	0	0	0	100	1	49630	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30203	Five_Card_Box(K)	40700	0	0	0	4	99	9165	3	40705	1	40706	3	40700	49577	0	1	49626	0	1	49627	0	1	49628	0	1	49629	0	1	0	0	0	0	100	1	49630	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30204	Royal_Straight_Flush_Box(Spade)	40701	0	0	0	4	99	9165	3	40705	2	40707	1	40701	49614	0	1	49618	0	1	49622	0	1	49626	0	1	49578	0	1	0	0	0	0	100	1	49631	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30205	Royal_Straight_Flush_Box(Hart)	40701	0	0	0	4	99	9165	3	40705	2	40707	2	40701	49615	0	1	49619	0	1	49623	0	1	49627	0	1	49579	0	1	0	0	0	0	100	1	49631	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30206	Royal_Straight_Flush_Box(Clover)	40701	0	0	0	4	99	9165	3	40705	2	40707	3	40701	49616	0	1	49620	0	1	49624	0	1	49628	0	1	49580	0	1	0	0	0	0	100	1	49631	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30207	Royal_Straight_Flush_Box(Diamond)	40701	0	0	0	4	99	9165	3	40705	2	40707	4	40701	49617	0	1	49621	0	1	49625	0	1	49629	0	1	49581	0	1	0	0	0	0	100	1	49631	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30208	Straight_Flush_Box(SpadeA)	40702	0	0	0	4	99	9165	3	40705	3	40708	1	40702	49578	0	1	49582	0	1	49586	0	1	49590	0	1	49594	0	1	0	0	0	0	100	1	49632	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30209	Straight_Flush_Box(Spade6)	40702	0	0	0	4	99	9165	3	40705	3	40708	2	40702	49598	0	1	49602	0	1	49606	0	1	49610	0	1	49614	0	1	0	0	0	0	100	1	49632	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30210	Straight_Flush_Box(HartA)	40702	0	0	0	4	99	9165	3	40705	3	40708	3	40702	49579	0	1	49583	0	1	49587	0	1	49591	0	1	49595	0	1	0	0	0	0	100	1	49632	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30211	Straight_Flush_Box(Hart6)	40702	0	0	0	4	99	9165	3	40705	3	40708	4	40702	49599	0	1	49603	0	1	49607	0	1	49611	0	1	49615	0	1	0	0	0	0	100	1	49632	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30212	Straight_Flush_Box(CloverA)	40702	0	0	0	4	99	9165	3	40705	3	40708	5	40702	49580	0	1	49584	0	1	49588	0	1	49592	0	1	49596	0	1	0	0	0	0	100	1	49632	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30213	Straight_Flush_Box(Clover6)	40702	0	0	0	4	99	9165	3	40705	3	40708	6	40702	49600	0	1	49604	0	1	49608	0	1	49612	0	1	49616	0	1	0	0	0	0	100	1	49632	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30214	Straight_Flush_Box(DiamondA)	40702	0	0	0	4	99	9165	3	40705	3	40708	7	40702	49581	0	1	49585	0	1	49589	0	1	49593	0	1	49597	0	1	0	0	0	0	100	1	49632	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30215	Straight_Flush_Box(Diamond6)	40702	0	0	0	4	99	9165	3	40705	3	40708	8	40702	49601	0	1	49605	0	1	49609	0	1	49613	0	1	49617	0	1	0	0	0	0	100	1	49632	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30216	Four_Card(3)	40703	0	0	0	4	99	9165	3	40705	4	40709	1	40703	49586	0	1	49587	0	1	49588	0	1	49589	0	1	0	0	0	0	0	0	0	100	1	49633	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30217	Four_Card(5)	40703	0	0	0	4	99	9165	3	40705	4	40709	2	40703	49594	0	1	49595	0	1	49596	0	1	49597	0	1	0	0	0	0	0	0	0	100	1	49633	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30218	Four_Card(8)	40703	0	0	0	4	99	9165	3	40705	4	40709	3	40703	49606	0	1	49607	0	1	49608	0	1	49609	0	1	0	0	0	0	0	0	0	100	1	49633	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30219	Three_Card(2-1)	40704	0	0	0	4	99	9165	3	40705	5	40710	1	40704	49582	0	1	49583	0	1	49584	0	1	0	0	0	0	0	0	0	0	0	0	100	1	49634	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30220	Three_Card(2-2)	40704	0	0	0	4	99	9165	3	40705	5	40710	2	40704	49582	0	1	49583	0	1	49585	0	1	0	0	0	0	0	0	0	0	0	0	100	1	49634	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30221	Three_Card(2-3)	40704	0	0	0	4	99	9165	3	40705	5	40710	3	40704	49582	0	1	49584	0	1	49585	0	1	0	0	0	0	0	0	0	0	0	0	100	1	49634	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30222	Three_Card(2-4)	40704	0	0	0	4	99	9165	3	40705	5	40710	4	40704	49583	0	1	49584	0	1	49585	0	1	0	0	0	0	0	0	0	0	0	0	100	1	49634	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30223	Three_Card(6-1)	40704	0	0	0	4	99	9165	3	40705	5	40710	5	40704	49598	0	1	49599	0	1	49600	0	1	0	0	0	0	0	0	0	0	0	0	100	1	49634	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30224	Three_Card(6-2)	40704	0	0	0	4	99	9165	3	40705	5	40710	6	40704	49598	0	1	49599	0	1	49601	0	1	0	0	0	0	0	0	0	0	0	0	100	1	49634	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30225	Three_Card(6-3)	40704	0	0	0	4	99	9165	3	40705	5	40710	7	40704	49598	0	1	49600	0	1	49601	0	1	0	0	0	0	0	0	0	0	0	0	100	1	49634	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30226	Three_Card(6-4)	40704	0	0	0	4	99	9165	3	40705	5	40710	8	40704	49599	0	1	49600	0	1	49601	0	1	0	0	0	0	0	0	0	0	0	0	100	1	49634	0	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//99_4 7월 회귀 이벤트 악세사리 영구로 변환(30301 ~ 30400)																																																		
//	30301	[전용-기간제]붉은_이카루스의날개_붉은조각	45711	0	0	0	3	99	9394	1	9395	1	45711	0	0	3438	0	1	7623	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	3147	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30302	[전용-기간제]붉은_페르세우스의날개_붉은조각	45712	0	0	0	3	99	9394	1	9395	2	45712	0	0	3439	0	1	7623	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	3148	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30303	[전용-기간제]붉은_프쉬케의날개_붉은조각	45713	0	0	0	3	99	9394	1	9395	3	45713	0	0	3440	0	1	7623	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	3149	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30304	[전용-기간제]붉은_큐피트의날개_붉은조각	45714	0	0	0	3	99	9394	1	9395	4	45714	0	0	3441	0	1	7623	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	3150	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30305	[전용-기간제]붉은_다이달루스의날개_붉은조각	45715	0	0	0	3	99	9394	1	9395	5	45715	0	0	3442	0	1	7623	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	3151	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
