//Version0.0.0.2		
//캐릭터데이터코드//코드대역폭800만까지		
//2007-10-09	8943958167905867108965-91761867-3458917-34571475	
dwCode	szFileName	FieldEnd
60283 Data\Icon\Armor\Paladin\A020\w_pal_20_chest.dds		
60284 Data\Icon\Armor\Paladin\A020\w_pal_20_protector.dds		
60285 Data\Icon\Armor\Paladin\A020\w_pal_20_helm.dds		
60286 Data\Icon\Armor\Paladin\A020\w_pal_20_pants.dds		
60287 Data\Icon\Armor\Paladin\A020\w_pal_20_boots.dds		
60288 Data\Icon\Armor\Paladin\A020\w_pal_20_hand.dds		
60289 Data\Icon\Armor\Paladin\A020\w_pal_20_belt.dds		
60290 Data\Icon\Armor\Paladin\A020\w_pal_20_shirt.dds		
60291 Data\Icon\Armor\Paladin\A020\w_pal_20b_chest.dds		
60292 Data\Icon\Armor\Paladin\A020\w_pal_20b_protector.dds		
60293 Data\Icon\Armor\Paladin\A020\w_pal_20b_helm.dds		
60294 Data\Icon\Armor\Paladin\A020\w_pal_20b_pants.dds		
60295 Data\Icon\Armor\Paladin\A020\w_pal_20b_boots.dds		
60296 Data\Icon\Armor\Paladin\A020\w_pal_20b_hand.dds		
60297 Data\Icon\Armor\Paladin\A020\w_pal_20b_belt.dds		
60298 Data\Icon\Armor\Paladin\A020\w_pal_20b_shirt.dds		
60307 Data\Icon\Skill\Paladin\Punisher\Pal_Punisher_01.dds		
60308 Data\Icon\Skill\Paladin\Punisher\Pal_Punisher_02.dds		
60309 Data\Icon\Skill\Paladin\Punisher\Pal_Punisher_03.dds		
60310 Data\Icon\Skill\Paladin\Punisher\Pal_Punisher_04.dds		
60311 Data\Icon\Skill\Paladin\Punisher\Pal_Punisher_05.dds		
60312 Data\Icon\Skill\Paladin\Punisher\Pal_Punisher_06.dds		
60313 Data\Icon\Skill\Paladin\Punisher\Pal_Punisher_07.dds		
60314 Data\Icon\Skill\Paladin\Punisher\Pal_Punisher_08.dds		
60315 Data\Icon\Skill\Paladin\Punisher\Pal_Punisher_09.dds		
60316 Data\Icon\Skill\Paladin\Punisher\Pal_Punisher_10.dds		
60317 Data\Icon\Skill\Paladin\Punisher\Pal_Punisher_11.dds		
60318 Data\Icon\Skill\Paladin\Punisher\Pal_Punisher_12.dds		
60319 Data\Icon\Skill\Paladin\Punisher\Pal_Punisher_13.dds		
60320 Data\Icon\Skill\Paladin\Punisher\Pal_Punisher_14.dds		
60321 Data\Icon\Skill\Paladin\Punisher\Pal_Punisher_15.dds		
60322 Data\Icon\Skill\Paladin\Punisher\Pal_Punisher_16.dds		
60323 Data\Icon\Skill\Paladin\Punisher\Pal_Punisher_17.dds		
60324 Data\Icon\Skill\Paladin\Aegis\Pal_Aegis_01.dds		
60325 Data\Icon\Skill\Paladin\Aegis\Pal_Aegis_02.dds		
60326 Data\Icon\Skill\Paladin\Aegis\Pal_Aegis_03.dds		
60327 Data\Icon\Skill\Paladin\Aegis\Pal_Aegis_04.dds		
60328 Data\Icon\Skill\Paladin\Aegis\Pal_Aegis_05.dds		
60329 Data\Icon\Skill\Paladin\Aegis\Pal_Aegis_06.dds		
60330 Data\Icon\Skill\Paladin\Aegis\Pal_Aegis_07.dds		
60331 Data\Icon\Skill\Paladin\Aegis\Pal_Aegis_08.dds		
60332 Data\Icon\Skill\Paladin\Aegis\Pal_Aegis_09.dds		
60333 Data\Icon\Skill\Paladin\Aegis\Pal_Aegis_10.dds		
60334 Data\Icon\Skill\Paladin\Aegis\Pal_Aegis_11.dds		
60335 Data\Icon\Skill\Paladin\Aegis\Pal_Aegis_12.dds		
60336 Data\Icon\Skill\Paladin\Aegis\Pal_Aegis_13.dds		
60337 Data\Icon\Skill\Paladin\Aegis\Pal_Aegis_14.dds		
60338 Data\Icon\Skill\Paladin\Aegis\Pal_Aegis_15.dds		
60339 Data\Icon\Skill\Paladin\Aegis\Pal_Aegis_16.dds		
60340 Data\Icon\Skill\Paladin\Aegis\Pal_Aegis_17.dds		
60341 Data\Armor\Paladin\C001\c_pal_16_costume.WZU		
72 Data\Weapon\Paladin\W035\w_pal_35_lance.wzu		
7240 Data\Armor\Paladin\C001\c_pal_03_costume.wzu		
73 Data\Weapon\Paladin\W021\w_pal_21_lance.wzu		
74 Data\Weapon\Paladin\W021\w_pal_21b_lance.wzu		
75 Data\Weapon\Paladin\W022\w_pal_22_lance.wzu		
76 Data\Weapon\Paladin\W022\w_pal_22b_lance.wzu		
77 Data\Weapon\Paladin\W025\w_pal_25_lance.wzu		
78 Data\Weapon\Paladin\W025\w_pal_25b_lance.wzu		
99358 Data\Icon\Armor\Paladin\C001\c_pal_26_costume2_jp.png		
99369 Data\Icon\Armor\Paladin\C001\c_pal_31_costume2.dds		
90318 Data\Icon\element\Events\Beta_badge.tga		
90319 Data\Interface\cursor\scrollon_beta.wzu		
90320 Data\Interface\cursor\documenton_beta.wzu		
20702 Data\NPC\S010\Pal_Guardian_Lance.wzu		
20703 Data\NPC\S010\Pal_Sanctuary_Lance.wzu		
12736 Data\Icon\Commercial\BelialTemple_Paladin1.dds		
12737 Data\Icon\Commercial\BelialTemple_Paladin2.dds		
12738 Data\Icon\Commercial\BelialTemple_Paladin3.dds		
12739 Data\Icon\Commercial\BelialTemple_Paladin4.dds		
12740 Data\Icon\Commercial\BelialTemple_Paladin5.dds		
12741 Data\Icon\Commercial\BelialTemple_Paladin6.dds		
12742 Data\Icon\Commercial\BelialTemple_Paladin7.dds		
12743 Data\Icon\Commercial\BelialTemple_Paladin8.dds		
12746 Data\Icon\Commercial\Bloody_Paladin1.dds		
12747 Data\Icon\Commercial\Bloody_Paladin2.dds		
12748 Data\Icon\Commercial\Bloody_Paladin3.dds		
12749 Data\Icon\Commercial\Bloody_Paladin4.dds		
12750 Data\Icon\Commercial\Bloody_Paladin5.dds		
12751 Data\Icon\Commercial\Bloody_Paladin6.dds		
12752 Data\Icon\Commercial\Bloody_Paladin7.dds		
12753 Data\Icon\Commercial\Bloody_Paladin8.dds		
12745 Data\Icon\Commercial\BelialTemple_weapon_lance.dds		
12754 Data\Icon\Commercial\Bloody_weapon_lance.dds		
25731 Data\Icon\Commercial\LiberationStone_1.dds		
82394	Data\Weapon\Berserker\W019\w_ber_19B_ax.wzu	
82395	Data\Weapon\Berserker\W119\w_ber_19B_sword.wzu	
82396	Data\Weapon\Dragon\W019\w_dra_19B_sword.wzu	
82397	Data\Weapon\Dragon\W119\w_dra_19B_spear.wzu	
82398	Data\Weapon\Valkyrie\W019\w_val_19B_crossbow.wzu	
82399	Data\Weapon\Valkyrie\W119\w_val_19B_ether.wzu	
82400	Data\Weapon\Magician\W019\w_mag_19B_stick.wzu	
82401	Data\Weapon\Magician\W119\w_mag_19B_orb.wzu	
82402	Data\Weapon\Shadow\W019\w_sha_19B_dagger.wzu	
82403	Data\Weapon\Shadow\W119\w_sha_19B_whip.wzu	
82404	Data\Weapon\Mystic\W019\w_mys_19B_gauntlet.wzu	
82405	Data\Weapon\Mystic\W119\w_mys_19B_scythe.wzu	
82406	Data\Weapon\Helroid\W019\w_hel_19B_blaster.wzu	
82407	Data\Weapon\WitchBlade\W019\w_wit_19B_arcblade_L.wzu	
82408	Data\Weapon\WitchBlade\W019\w_wit_19B_arcblade_S.wzu	
82409	Data\Armor\Berserker\A016\w_ber_16B_chest.wzu	
82410	Data\Armor\Berserker\A016\w_ber_16B_protector.wzu	
82411	Data\Armor\Berserker\A016\w_ber_16B_helm.wzu	
82412	Data\Armor\Berserker\A016\w_ber_16B_pants.wzu	
82413	Data\Armor\Berserker\A016\w_ber_16B_boots.wzu	
82414	Data\Armor\Berserker\A016\w_ber_16B_hand.wzu	
82415	Data\Armor\Berserker\A016\w_ber_16B_belt.wzu	
82416	Data\Armor\Berserker\A016\w_ber_16B_shirt.wzu	
82417	Data\Armor\Dragon\A016\w_dra_16B_chest.wzu	
82418	Data\Armor\Dragon\A016\w_dra_16B_protector.wzu	
82419	Data\Armor\Dragon\A016\w_dra_16B_helm.wzu	
82420	Data\Armor\Dragon\A016\w_dra_16B_pants.wzu	
82421	Data\Armor\Dragon\A016\w_dra_16B_boots.wzu	
82422	Data\Armor\Dragon\A016\w_dra_16B_hand.wzu	
82423	Data\Armor\Dragon\A016\w_dra_16B_belt.wzu	
82424	Data\Armor\Dragon\A016\w_dra_16B_shirt.wzu	
82425	Data\Armor\Valkyrie\A016\w_val_16B_chest.wzu	
82426	Data\Armor\Valkyrie\A016\w_val_16B_protector.wzu	
82427	Data\Armor\Valkyrie\A016\w_val_16B_helm.wzu	
82428	Data\Armor\Valkyrie\A016\w_val_16B_pants.wzu	
82429	Data\Armor\Valkyrie\A016\w_val_16B_boots.wzu	
82430	Data\Armor\Valkyrie\A016\w_val_16B_hand.wzu	
82431	Data\Armor\Valkyrie\A016\w_val_16B_belt.wzu	
82432	Data\Armor\Valkyrie\A016\w_val_16B_shirt.wzu	
82433	Data\Armor\Magician\A016\w_mag_16B_chest.wzu	
82434	Data\Armor\Magician\A016\w_mag_16B_protector.wzu	
82435	Data\Armor\Magician\A016\w_mag_16B_helm.wzu	
82436	Data\Armor\Magician\A016\w_mag_16B_pants.wzu	
82437	Data\Armor\Magician\A016\w_mag_16B_boots.wzu	
82438	Data\Armor\Magician\A016\w_mag_16B_hand.wzu	
82439	Data\Armor\Magician\A016\w_mag_16B_belt.wzu	
82440	Data\Armor\Magician\A016\w_mag_16B_shirt.wzu	
82441	Data\Armor\Shadow\A016\w_sha_16B_chest.wzu	
82442	Data\Armor\Shadow\A016\w_sha_16B_protector.wzu	
82443	Data\Armor\Shadow\A016\w_sha_16B_helm.wzu	
82444	Data\Armor\Shadow\A016\w_sha_16B_pants.wzu	
82445	Data\Armor\Shadow\A016\w_sha_16B_boots.wzu	
82446	Data\Armor\Shadow\A016\w_sha_16B_hand.wzu	
82447	Data\Armor\Shadow\A016\w_sha_16B_belt.wzu	
82448	Data\Armor\Shadow\A016\w_sha_16B_shirt.wzu	
82449	Data\Armor\Mystic\A016\w_mys_16B_chest.wzu	
82450	Data\Armor\Mystic\A016\w_mys_16B_protector.wzu	
82451	Data\Armor\Mystic\A016\w_mys_16B_helm.wzu	
82452	Data\Armor\Mystic\A016\w_mys_16B_pants.wzu	
82453	Data\Armor\Mystic\A016\w_mys_16B_boots.wzu	
82454	Data\Armor\Mystic\A016\w_mys_16B_hand.wzu	
82455	Data\Armor\Mystic\A016\w_mys_16B_belt.wzu	
82456	Data\Armor\Mystic\A016\w_mys_16B_shirt.wzu	
82457	Data\Armor\Helroid\A016\w_hel_16B_chest.wzu	
82458	Data\Armor\Helroid\A016\w_hel_16B_protector.wzu	
82459	Data\Armor\Helroid\A016\w_hel_16B_helm.wzu	
82460	Data\Armor\Helroid\A016\w_hel_16B_pants.wzu	
82461	Data\Armor\Helroid\A016\w_hel_16B_boots.wzu	
82462	Data\Armor\Helroid\A016\w_hel_16B_hand.wzu	
82463	Data\Armor\Helroid\A016\w_hel_16B_belt.wzu	
82464	Data\Armor\Helroid\A016\w_hel_16B_shirt.wzu	
82465	Data\Armor\WitchBlade\A016\w_wit_16B_chest.wzu	
82466	Data\Armor\WitchBlade\A016\w_wit_16B_protector.wzu	
82467	Data\Armor\WitchBlade\A016\w_wit_16B_helm.wzu	
82468	Data\Armor\WitchBlade\A016\w_wit_16B_pants.wzu	
82469	Data\Armor\WitchBlade\A016\w_wit_16B_boots.wzu	
82470	Data\Armor\WitchBlade\A016\w_wit_16B_hand.wzu	
82471	Data\Armor\WitchBlade\A016\w_wit_16B_belt.wzu	
82472	Data\Armor\WitchBlade\A016\w_wit_16B_shirt.wzu	
82473	Data\Icon\Weapon\Berserker\W019\w_ber_19B_ax.tga	
82474	Data\Icon\Weapon\Berserker\W119\w_ber_19B_sword.tga	
82475	Data\Icon\Weapon\Dragon\W019\w_dra_19B_sword.tga	
82476	Data\Icon\Weapon\Dragon\W119\w_dra_19B_spear.tga	
82477	Data\Icon\Weapon\Valkyrie\W019\w_val_19B_crossbow.tga	
82478	Data\Icon\Weapon\Valkyrie\W119\w_val_19B_ether.tga	
82479	Data\Icon\Weapon\Magician\W019\w_mag_19B_stick.tga	
82480	Data\Icon\Weapon\Magician\W119\w_mag_19B_orb.tga	
82481	Data\Icon\Weapon\Shadow\W019\w_sha_19B_dagger.tga	
82482	Data\Icon\Weapon\Shadow\W119\w_sha_19B_whip.tga	
82483	Data\Icon\Weapon\Mystic\W019\w_mys_19B_gauntlet.tga	
82484	Data\Icon\Weapon\Mystic\W119\w_mys_19B_scythe.tga	
82485	Data\Icon\Weapon\Helroid\W019\w_hel_19B_blaster.tga	
82486	Data\Icon\Weapon\WitchBlade\W019\w_wit_19B_arcblade.tga	
82487	Data\Icon\Armor\Berserker\A016\v_ber_16B_chest.tga	
82488	Data\Icon\Armor\Berserker\A016\v_ber_16B_protector.tga	
82489	Data\Icon\Armor\Berserker\A016\v_ber_16B_helm.tga	
82490	Data\Icon\Armor\Berserker\A016\v_ber_16B_pants.tga	
82491	Data\Icon\Armor\Berserker\A016\v_ber_16B_boots.tga	
82492	Data\Icon\Armor\Berserker\A016\v_ber_16B_hand.tga	
82493	Data\Icon\Armor\Berserker\A016\v_ber_16B_belt.tga	
82494	Data\Icon\Armor\Berserker\A016\v_ber_16B_shirt.tga	
82495	Data\Icon\Armor\Dragon\A016\v_dra_16B_chest.tga	
82496	Data\Icon\Armor\Dragon\A016\v_dra_16B_protector.tga	
82497	Data\Icon\Armor\Dragon\A016\v_dra_16B_helm.tga	
82498	Data\Icon\Armor\Dragon\A016\v_dra_16B_pants.tga	
82499	Data\Icon\Armor\Dragon\A016\v_dra_16B_boots.tga	
82500	Data\Icon\Armor\Dragon\A016\v_dra_16B_hand.tga	
82501	Data\Icon\Armor\Dragon\A016\v_dra_16B_belt.tga	
82502	Data\Icon\Armor\Dragon\A016\v_dra_16B_shirt.tga	
82503	Data\Icon\Armor\Valkyrie\A016\v_val_16B_chest.tga	
82504	Data\Icon\Armor\Valkyrie\A016\v_val_16B_protector.tga	
82505	Data\Icon\Armor\Valkyrie\A016\v_val_16B_helm.tga	
82506	Data\Icon\Armor\Valkyrie\A016\v_val_16B_pants.tga	
82507	Data\Icon\Armor\Valkyrie\A016\v_val_16B_boots.tga	
82508	Data\Icon\Armor\Valkyrie\A016\v_val_16B_hand.tga	
82509	Data\Icon\Armor\Valkyrie\A016\v_val_16B_belt.tga	
82510	Data\Icon\Armor\Valkyrie\A016\v_val_16B_shirt.tga	
82511	Data\Icon\Armor\Magician\A016\v_mag_16B_chest.tga	
82512	Data\Icon\Armor\Magician\A016\v_mag_16B_protector.tga	
82513	Data\Icon\Armor\Magician\A016\v_mag_16B_helm.tga	
82514	Data\Icon\Armor\Magician\A016\v_mag_16B_pants.tga	
82515	Data\Icon\Armor\Magician\A016\v_mag_16B_boots.tga	
82516	Data\Icon\Armor\Magician\A016\v_mag_16B_hand.tga	
82517	Data\Icon\Armor\Magician\A016\v_mag_16B_belt.tga	
82518	Data\Icon\Armor\Magician\A016\v_mag_16B_shirt.tga	
82519	Data\Icon\Armor\Shadow\A016\v_sha_16B_chest.tga	
82520	Data\Icon\Armor\Shadow\A016\v_sha_16B_protector.tga	
82521	Data\Icon\Armor\Shadow\A016\v_sha_16B_helm.tga	
82522	Data\Icon\Armor\Shadow\A016\v_sha_16B_pants.tga	
82523	Data\Icon\Armor\Shadow\A016\v_sha_16B_boots.tga	
82524	Data\Icon\Armor\Shadow\A016\v_sha_16B_hand.tga	
82525	Data\Icon\Armor\Shadow\A016\v_sha_16B_belt.tga	
82526	Data\Icon\Armor\Shadow\A016\v_sha_16B_shirt.tga	
82527	Data\Icon\Armor\Mystic\A016\v_mys_16B_chest.tga	
82528	Data\Icon\Armor\Mystic\A016\v_mys_16B_protector.tga	
82529	Data\Icon\Armor\Mystic\A016\v_mys_16B_helm.tga	
82530	Data\Icon\Armor\Mystic\A016\v_mys_16B_pants.tga	
82531	Data\Icon\Armor\Mystic\A016\v_mys_16B_boots.tga	
82532	Data\Icon\Armor\Mystic\A016\v_mys_16B_hand.tga	
82533	Data\Icon\Armor\Mystic\A016\v_mys_16B_belt.tga	
82534	Data\Icon\Armor\Mystic\A016\v_mys_16B_shirt.tga	
82535	Data\Icon\Armor\Helroid\A016\v_hel_16B_chest.tga	
82536	Data\Icon\Armor\Helroid\A016\v_hel_16B_protector.tga	
82537	Data\Icon\Armor\Helroid\A016\v_hel_16B_helm.tga	
82538	Data\Icon\Armor\Helroid\A016\v_hel_16B_pants.tga	
82539	Data\Icon\Armor\Helroid\A016\v_hel_16B_boots.tga	
82540	Data\Icon\Armor\Helroid\A016\v_hel_16B_hand.tga	
82541	Data\Icon\Armor\Helroid\A016\v_hel_16B_belt.tga	
82542	Data\Icon\Armor\Helroid\A016\v_hel_16B_shirt.tga	
82543	Data\Icon\Armor\WitchBlade\A016\v_wit_16B_chest.tga	
82544	Data\Icon\Armor\WitchBlade\A016\v_wit_16B_protector.tga	
82545	Data\Icon\Armor\WitchBlade\A016\v_wit_16B_helm.tga	
82546	Data\Icon\Armor\WitchBlade\A016\v_wit_16B_pants.tga	
82547	Data\Icon\Armor\WitchBlade\A016\v_wit_16B_boots.tga	
82548	Data\Icon\Armor\WitchBlade\A016\v_wit_16B_hand.tga	
82549	Data\Icon\Armor\WitchBlade\A016\v_wit_16B_belt.tga	
82550	Data\Icon\Armor\WitchBlade\A016\v_wit_16B_shirt.tga	
82551	Data\Icon\Weapon\Berserker\W023\w_ber_23_ax.tga	
82552	Data\Icon\Weapon\Berserker\W123\w_ber_23_sword.tga	
82553	Data\Icon\Weapon\Dragon\W023\w_dra_23_sword.tga	
82554	Data\Icon\Weapon\Dragon\W123\w_dra_23_spear.tga	
82555	Data\Icon\Weapon\Valkyrie\W023\w_val_23_crossbow.tga	
82557	Data\Icon\Weapon\Magician\W023\w_mag_23_stick.tga	
82558	Data\Icon\Weapon\Magician\W123\w_mag_23_orb.tga	
82559	Data\Icon\Weapon\Shadow\W023\w_sha_23_dagger.tga	
82560	Data\Icon\Weapon\Shadow\W123\w_sha_23_whip.tga	
82562	Data\Icon\Weapon\Mystic\W123\w_mys_23_scythe.tga	
82563	Data\Icon\Weapon\Helroid\W023\w_hel_23_blaster.tga	
82564	Data\Icon\Weapon\WitchBlade\W023\w_wit_23_arcblade.tga	
82565	Data\Icon\Armor\Berserker\A017\v_ber_17_chest.tga	
82566	Data\Icon\Armor\Berserker\A017\v_ber_17_protector.tga	
82567	Data\Icon\Armor\Berserker\A017\v_ber_17_helm.tga	
82568	Data\Icon\Armor\Berserker\A017\v_ber_17_pants.tga	
82569	Data\Icon\Armor\Berserker\A017\v_ber_17_boots.tga	
82570	Data\Icon\Armor\Berserker\A017\v_ber_17_hand.tga	
82571	Data\Icon\Armor\Berserker\A017\v_ber_17_belt.tga	
82572	Data\Icon\Armor\Berserker\A017\v_ber_17_shirt.tga	
82573	Data\Icon\Armor\Dragon\A017\v_dra_17_chest.tga	
82574	Data\Icon\Armor\Dragon\A017\v_dra_17_protector.tga	
82575	Data\Icon\Armor\Dragon\A017\v_dra_17_helm.tga	
82576	Data\Icon\Armor\Dragon\A017\v_dra_17_pants.tga	
82577	Data\Icon\Armor\Dragon\A017\v_dra_17_boots.tga	
82578	Data\Icon\Armor\Dragon\A017\v_dra_17_hand.tga	
82579	Data\Icon\Armor\Dragon\A017\v_dra_17_belt.tga	
82580	Data\Icon\Armor\Dragon\A017\v_dra_17_shirt.tga	
82581	Data\Icon\Armor\Valkyrie\A017\v_val_17_chest.tga	
82582	Data\Icon\Armor\Valkyrie\A017\v_val_17_protector.tga	
82583	Data\Icon\Armor\Valkyrie\A017\v_val_17_helm.tga	
82584	Data\Icon\Armor\Valkyrie\A017\v_val_17_pants.tga	
82585	Data\Icon\Armor\Valkyrie\A017\v_val_17_boots.tga	
82586	Data\Icon\Armor\Valkyrie\A017\v_val_17_hand.tga	
82587	Data\Icon\Armor\Valkyrie\A017\v_val_17_belt.tga	
82588	Data\Icon\Armor\Valkyrie\A017\v_val_17_shirt.tga	
82589	Data\Icon\Armor\Magician\A017\v_mag_17_chest.tga	
82590	Data\Icon\Armor\Magician\A017\v_mag_17_protector.tga	
82591	Data\Icon\Armor\Magician\A017\v_mag_17_helm.tga	
82592	Data\Icon\Armor\Magician\A017\v_mag_17_pants.tga	
82593	Data\Icon\Armor\Magician\A017\v_mag_17_boots.tga	
82594	Data\Icon\Armor\Magician\A017\v_mag_17_hand.tga	
82595	Data\Icon\Armor\Magician\A017\v_mag_17_belt.tga	
82596	Data\Icon\Armor\Magician\A017\v_mag_17_shirt.tga	
82597	Data\Icon\Armor\Shadow\A017\v_sha_17_chest.tga	
82598	Data\Icon\Armor\Shadow\A017\v_sha_17_protector.tga	
82599	Data\Icon\Armor\Shadow\A017\v_sha_17_helm.tga	
82600	Data\Icon\Armor\Shadow\A017\v_sha_17_pants.tga	
82601	Data\Icon\Armor\Shadow\A017\v_sha_17_boots.tga	
82602	Data\Icon\Armor\Shadow\A017\v_sha_17_hand.tga	
82603	Data\Icon\Armor\Shadow\A017\v_sha_17_belt.tga	
82604	Data\Icon\Armor\Shadow\A017\v_sha_17_shirt.tga	
82605	Data\Icon\Armor\Mystic\A017\v_mys_17_chest.tga	
82606	Data\Icon\Armor\Mystic\A017\v_mys_17_protector.tga	
82607	Data\Icon\Armor\Mystic\A017\v_mys_17_helm.tga	
82608	Data\Icon\Armor\Mystic\A017\v_mys_17_pants.tga	
82609	Data\Icon\Armor\Mystic\A017\v_mys_17_boots.tga	
82610	Data\Icon\Armor\Mystic\A017\v_mys_17_hand.tga	
82611	Data\Icon\Armor\Mystic\A017\v_mys_17_belt.tga	
82612	Data\Icon\Armor\Mystic\A017\v_mys_17_shirt.tga	
82613	Data\Icon\Armor\Helroid\A017\v_hel_17_chest.tga	
82614	Data\Icon\Armor\Helroid\A017\v_hel_17_protector.tga	
82615	Data\Icon\Armor\Helroid\A017\v_hel_17_helm.tga	
82616	Data\Icon\Armor\Helroid\A017\v_hel_17_pants.tga	
82617	Data\Icon\Armor\Helroid\A017\v_hel_17_boots.tga	
82618	Data\Icon\Armor\Helroid\A017\v_hel_17_hand.tga	
82619	Data\Icon\Armor\Helroid\A017\v_hel_17_belt.tga	
82620	Data\Icon\Armor\Helroid\A017\v_hel_17_shirt.tga	
82621	Data\Icon\Armor\WitchBlade\A017\v_wit_17_chest.tga	
82622	Data\Icon\Armor\WitchBlade\A017\v_wit_17_protector.tga	
82623	Data\Icon\Armor\WitchBlade\A017\v_wit_17_helm.tga	
82624	Data\Icon\Armor\WitchBlade\A017\v_wit_17_pants.tga	
82625	Data\Icon\Armor\WitchBlade\A017\v_wit_17_boots.tga	
82626	Data\Icon\Armor\WitchBlade\A017\v_wit_17_hand.tga	
82627	Data\Icon\Armor\WitchBlade\A017\v_wit_17_belt.tga	
82628	Data\Icon\Armor\WitchBlade\A017\v_wit_17_shirt.tga	
82629	Data\Weapon\Berserker\W023\w_ber_23_ax.wzu	
82630	Data\Weapon\Berserker\W123\w_ber_23_sword.wzu	
82631	Data\Weapon\Dragon\W023\w_dra_23_sword.wzu	
82632	Data\Weapon\Dragon\W123\w_dra_23_spear.wzu	
82633	Data\Weapon\Valkyrie\W023\w_val_23_crossbow.wzu	
82635	Data\Weapon\Magician\W023\w_mag_23_stick.wzu	
82636	Data\Weapon\Magician\W123\w_mag_23_orb.wzu	
82637	Data\Weapon\Shadow\W023\w_sha_23_dagger.wzu	
82638	Data\Weapon\Shadow\W123\w_sha_23_whip.wzu	
82640	Data\Weapon\Mystic\W123\w_mys_23_scythe.wzu	
82641	Data\Weapon\Helroid\W023\w_hel_23_blaster.wzu	
82642	Data\Weapon\WitchBlade\W023\w_wit_23_arcblade_L.wzu	
82643	Data\Weapon\WitchBlade\W023\w_wit_23_arcblade_S.wzu	
82644	Data\Armor\Berserker\A017\w_ber_17_chest.wzu	
82645	Data\Armor\Berserker\A017\w_ber_17_protector.wzu	
82646	Data\Armor\Berserker\A017\w_ber_17_helm.wzu	
82647	Data\Armor\Berserker\A017\w_ber_17_pants.wzu	
82648	Data\Armor\Berserker\A017\w_ber_17_boots.wzu	
82649	Data\Armor\Berserker\A017\w_ber_17_hand.wzu	
82650	Data\Armor\Berserker\A017\w_ber_17_belt.wzu	
82651	Data\Armor\Berserker\A017\w_ber_17_shirt.wzu	
82652	Data\Armor\Dragon\A017\w_dra_17_chest.wzu	
82653	Data\Armor\Dragon\A017\w_dra_17_protector.wzu	
82654	Data\Armor\Dragon\A017\w_dra_17_helm.wzu	
82655	Data\Armor\Dragon\A017\w_dra_17_pants.wzu	
82656	Data\Armor\Dragon\A017\w_dra_17_boots.wzu	
82657	Data\Armor\Dragon\A017\w_dra_17_hand.wzu	
82658	Data\Armor\Dragon\A017\w_dra_17_belt.wzu	
82659	Data\Armor\Dragon\A017\w_dra_17_shirt.wzu	
82660	Data\Armor\Valkyrie\A017\w_val_17_chest.wzu	
82661	Data\Armor\Valkyrie\A017\w_val_17_protector.wzu	
82662	Data\Armor\Valkyrie\A017\w_val_17_helm.wzu	
82663	Data\Armor\Valkyrie\A017\w_val_17_pants.wzu	
82664	Data\Armor\Valkyrie\A017\w_val_17_boots.wzu	
82665	Data\Armor\Valkyrie\A017\w_val_17_hand.wzu	
82666	Data\Armor\Valkyrie\A017\w_val_17_belt.wzu	
82667	Data\Armor\Valkyrie\A017\w_val_17_shirt.wzu	
82668	Data\Armor\Magician\A017\w_mag_17_chest.wzu	
82669	Data\Armor\Magician\A017\w_mag_17_protector.wzu	
82670	Data\Armor\Magician\A017\w_mag_17_helm.wzu	
82671	Data\Armor\Magician\A017\w_mag_17_pants.wzu	
82672	Data\Armor\Magician\A017\w_mag_17_boots.wzu	
82673	Data\Armor\Magician\A017\w_mag_17_hand.wzu	
82674	Data\Armor\Magician\A017\w_mag_17_belt.wzu	
82675	Data\Armor\Magician\A017\w_mag_17_shirt.wzu	
82676	Data\Armor\Shadow\A017\w_sha_17_chest.wzu	
82677	Data\Armor\Shadow\A017\w_sha_17_protector.wzu	
82678	Data\Armor\Shadow\A017\w_sha_17_helm.wzu	
82679	Data\Armor\Shadow\A017\w_sha_17_pants.wzu	
82680	Data\Armor\Shadow\A017\w_sha_17_boots.wzu	
82681	Data\Armor\Shadow\A017\w_sha_17_hand.wzu	
82682	Data\Armor\Shadow\A017\w_sha_17_belt.wzu	
82683	Data\Armor\Shadow\A017\w_sha_17_shirt.wzu	
82684	Data\Armor\Mystic\A017\w_mys_17_chest.wzu	
82685	Data\Armor\Mystic\A017\w_mys_17_protector.wzu	
82686	Data\Armor\Mystic\A017\w_mys_17_helm.wzu	
82687	Data\Armor\Mystic\A017\w_mys_17_pants.wzu	
82688	Data\Armor\Mystic\A017\w_mys_17_boots.wzu	
82689	Data\Armor\Mystic\A017\w_mys_17_hand.wzu	
82690	Data\Armor\Mystic\A017\w_mys_17_belt.wzu	
82691	Data\Armor\Mystic\A017\w_mys_17_shirt.wzu	
82692	Data\Armor\Helroid\A017\w_hel_17_chest.wzu	
82693	Data\Armor\Helroid\A017\w_hel_17_protector.wzu	
82694	Data\Armor\Helroid\A017\w_hel_17_helm.wzu	
82695	Data\Armor\Helroid\A017\w_hel_17_pants.wzu	
82696	Data\Armor\Helroid\A017\w_hel_17_boots.wzu	
82697	Data\Armor\Helroid\A017\w_hel_17_hand.wzu	
82698	Data\Armor\Helroid\A017\w_hel_17_belt.wzu	
82699	Data\Armor\Helroid\A017\w_hel_17_shirt.wzu	
82700	Data\Armor\WitchBlade\A017\w_wit_17_chest.wzu	
82701	Data\Armor\WitchBlade\A017\w_wit_17_protector.wzu	
82702	Data\Armor\WitchBlade\A017\w_wit_17_helm.wzu	
