//SetItemOptionInfo		아이템타입																																																																																																																									눈(1)																		
//																																																																																																																											몸통(2)		머리(8)																
//																																																																																																																											오른손(4)		가슴(11)																
//																																																																																																						남	여																				왼손(5)		바닥(12)																
//				갑옷	2개			4개			6개			프로텍터	2개			4개			6개			헬멧	2개			4개			6개			바지	2개			4개			6개			부츠	2개			4개			6개			장갑	2개			4개			6개			벨트	2개			4개			6개			셔츠	2개			4개			6개			풀옵션																				추가옵션																	남								여												
//파라메타 업데이트 버전 정보		812(TypeAdd)																																																																																																				1102	1102	//풀세트 장비 후 해당 아아이템 장비 시 추가옵션 발동																									1102												
//설명	세트그룹코드	아이템타입	풀옵션활성화수	장비위치	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	장비위치	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	장비위치	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	장비위치	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	장비위치	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	장비위치	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	장비위치	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	장비위치	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	풀셋추가리소스	풀셋추가리소스	아이템코트	장비위치	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	본넘버1	효과코드1	본넘버2	효과코드2	본넘버3	효과코드3	본넘버4	효과코드4	본넘버5	효과코드5	본넘버6	효과코드6	본넘버7	효과코드7	본넘버8	효과코드8					
	wSetGCode	bysubType	bFulloptionNum	EqPos1	OptionKind1_1	useType1_1	Option1_1	OptionKind2_1	useType2_1	Option2_1	OptionKind3_1	useType3_1	Option3_1	EqPos2	OptionKind1_2	useType1_2	Option1_2	OptionKind2_2	useType2_2	Option2_2	OptionKind3_2	useType3_2	Option3_2	EqPos3	OptionKind1_3	useType1_3	Option1_3	OptionKind2_3	useType2_3	Option2_3	OptionKind3_3	useType3_3	Option3_3	EqPos4	OptionKind1_4	useType1_4	Option1_4	OptionKind2_4	useType2_4	Option2_4	OptionKind3_4	useType3_4	Option3_4	EqPos5	OptionKind1_5	useType1_5	Option1_5	OptionKind2_5	useType2_5	Option2_5	OptionKind3_5	useType3_5	Option3_5	EqPos6	OptionKind1_6	useType1_6	Option1_6	OptionKind2_6	useType2_6	Option2_6	OptionKind3_6	useType3_6	Option3_6	EqPos7	OptionKind1_7	useType1_7	Option1_7	OptionKind2_7	useType2_7	Option2_7	OptionKind3_7	useType3_7	Option3_7	EqPos8	OptionKind1_8	useType1_8	Option1_8	OptionKind2_8	useType2_8	Option2_8	OptionKind3_8	useType3_8	Option3_8	FullOptionKind1	useType1	FullOption1	FullOptionKind2	useType2	FullOption2	FullOptionKind3	useType3	FullOption3	FullOptionKind4	useType4	FullOption4	FullOptionKind5	useType5	FullOption5	FullOptionKind6	useType6	FullOption6	FullsetChangeArmorResource	FullsetChangeArmorResource2	SpecialItemCode	SpecialPos	SpecialOptionKind1	 SpecialuseType1	SpecialOption1	SpecialOptionKind2	 SpecialuseType2	SpecialOption2	SpecialOptionKind3	 SpecialuseType3	SpecialOption3	SpecialOptionKind4	 SpecialuseType4	SpecialOption4	SpecialOptionKind5	 SpecialuseType5	SpecialOption5	btBoneIdx1	sEffect1	btBoneIdx2	sEffect2	btBoneIdx3	sEffect3	btBoneIdx4	sEffect4	btBoneIdx5	sEffect5	btBoneIdx6	sEffect6	btBoneIdx7	sEffect7	btBoneIdx8	sEffect8	FieldEnd				
	55	5	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M225	4	M226	5	M226	0	Null	2	m175	4	m176	5	m176	0	Null		//	엘리멘탈리스트	붉은엘리멘탈_갑옷	
	56	5	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M230	4	M231	5	M231	0	Null	2	m180	2	m181	0	Null	0	Null		//	엘리멘탈리스트	빛과어둠의현자_갑옷	
	57	5	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M235	4	M236	5	M236	0	Null	2	m185	2	m186	0	Null	0	Null		//	엘리멘탈리스트	검은핏빛저주_갑옷	
	58	5	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M240	4	M241	5	M241	0	Null	2	m190	2	m191	0	Null	0	Null		//	엘리멘탈리스트	헤라지카_갑옷	
	59	5	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	m245	4	m246	5	m246	0	Null	2	m195	0	Null	0	Null	0	Null		//	엘리멘탈리스트	눈부신시겔의_갑옷	
	60	5	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	m250	4	m251	5	m251	0	Null	2	m200	0	Null	0	Null	0	Null		//	엘리멘탈리스트	대자연의힘_갑옷	
//88 중국 올림픽 이벤트 아이템 오륜 반지 세트효과																																																																																																																																													
	88	1	5	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	2	10	21	1	10	44	5	25	45	5	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//			
//0903저주받은탑반지세트효과																																																																																																																																													
	89	1	2	9	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//			
//200~일본 전용 칼버스 특수 액세서리 \세트효과																																																																																																																																													
	201	1	2	9	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	45	5	5	41	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//			
	202	1	2	9	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	45	5	5	41	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//			
	203	1	2	9	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	45	5	5	41	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//			
	204	1	2	9	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	45	5	5	41	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//			
	205	1	2	9	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	45	5	5	41	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//			
	220	1	2	9	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	45	5	5	41	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//			
	231	1	2	9	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	45	5	5	41	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//			
	250	1	2	9	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	45	5	5	41	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//			
//타락한사원 엘리트아이템 세트효과																																																																																																																																													
	251	2	8	1	28	1	300	28	1	300	28	1	300	2	39	1	5	39	1	5	39	1	5	3	29	1	300	29	1	300	29	1	300	4	36	1	5	36	1	5	36	1	5	5	34	2	-2	34	2	-2	34	2	-2	6	40	1	2	40	1	2	40	1	2	7	32	1	3	32	1	3	32	1	3	8	32	1	3	32	1	3	32	1	3	71	1	30	70	1	10	72	2	20	93	1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M305	4	M306	5	M306	0	Null	2	M320	4	M321	5	M321	0	Null		//	버서커	투사의엘리트1차	
	252	2	8	1	28	1	300	28	1	300	28	1	300	2	39	1	5	39	1	5	39	1	5	3	29	1	300	29	1	300	29	1	300	4	36	1	5	36	1	5	36	1	5	5	34	2	-2	34	2	-2	34	2	-2	6	40	1	2	40	1	2	40	1	2	7	32	1	3	32	1	3	32	1	3	8	32	1	3	32	1	3	32	1	3	71	1	30	70	1	10	72	2	20	93	1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M310	4	M311	5	M311	0	Null	2	M320	4	M321	5	M321	0	Null		//	드래곤나이트	투사의엘리트1차	
	253	2	8	1	28	1	300	28	1	300	28	1	300	2	39	1	5	39	1	5	39	1	5	3	29	1	300	29	1	300	29	1	300	4	36	1	5	36	1	5	36	1	5	5	34	2	-2	34	2	-2	34	2	-2	6	40	1	2	40	1	2	40	1	2	7	32	1	3	32	1	3	32	1	3	8	32	1	3	32	1	3	32	1	3	71	1	30	70	1	10	72	2	20	93	1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M315	4	M316	5	M316	0	Null	2	M325	4	M326	5	M326	0	Null		//	섀도우	투사의엘리트1차	
	254	2	8	1	28	1	300	28	1	300	28	1	300	2	39	1	5	39	1	5	39	1	5	3	29	1	300	29	1	300	29	1	300	4	36	1	5	36	1	5	36	1	5	5	34	2	-2	34	2	-2	34	2	-2	6	40	1	2	40	1	2	40	1	2	7	32	1	3	32	1	3	32	1	3	8	32	1	3	32	1	3	32	1	3	71	1	30	70	1	10	72	2	20	93	1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M310	4	M311	5	M311	0	Null	2	M320	4	M321	5	M321	0	Null		//	발키리	투사의엘리트1차	
	255	2	8	1	28	1	300	28	1	300	28	1	300	2	39	1	5	39	1	5	39	1	5	3	29	1	300	29	1	300	29	1	300	4	36	1	5	36	1	5	36	1	5	5	34	2	-2	34	2	-2	34	2	-2	6	40	1	2	40	1	2	40	1	2	7	32	1	3	32	1	3	32	1	3	8	32	1	3	32	1	3	32	1	3	71	1	30	70	1	10	72	2	20	93	1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M315	4	M316	5	M316	0	Null	2	M325	4	M326	5	M326	0	Null		//	엘리멘탈리스트	투사의엘리트1차	
	256	2	8	1	28	1	700	28	1	700	28	1	700	2	39	1	10	39	1	10	39	1	10	3	29	1	700	29	1	700	29	1	700	4	36	1	10	36	1	10	36	1	10	5	34	2	-4	34	2	-4	34	2	-4	6	40	1	4	40	1	4	40	1	4	7	32	1	7	32	1	7	32	1	7	8	32	1	7	32	1	7	32	1	7	71	1	35	70	1	15	72	2	40	93	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M305	4	M306	5	M306	0	Null	2	M320	4	M321	5	M321	0	Null		//	버서커	투사의엘리트2차	
	257	2	8	1	28	1	700	28	1	700	28	1	700	2	39	1	10	39	1	10	39	1	10	3	29	1	700	29	1	700	29	1	700	4	36	1	10	36	1	10	36	1	10	5	34	2	-4	34	2	-4	34	2	-4	6	40	1	4	40	1	4	40	1	4	7	32	1	7	32	1	7	32	1	7	8	32	1	7	32	1	7	32	1	7	71	1	35	70	1	15	72	2	40	93	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M310	4	M311	5	M311	0	Null	2	M320	4	M321	5	M321	0	Null		//	드래곤나이트	투사의엘리트2차	
	258	2	8	1	28	1	700	28	1	700	28	1	700	2	39	1	10	39	1	10	39	1	10	3	29	1	700	29	1	700	29	1	700	4	36	1	10	36	1	10	36	1	10	5	34	2	-4	34	2	-4	34	2	-4	6	40	1	4	40	1	4	40	1	4	7	32	1	7	32	1	7	32	1	7	8	32	1	7	32	1	7	32	1	7	71	1	35	70	1	15	72	2	40	93	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M315	4	M316	5	M316	0	Null	2	M325	4	M326	5	M326	0	Null		//	섀도우	투사의엘리트2차	
	259	2	8	1	28	1	700	28	1	700	28	1	700	2	39	1	10	39	1	10	39	1	10	3	29	1	700	29	1	700	29	1	700	4	36	1	10	36	1	10	36	1	10	5	34	2	-4	34	2	-4	34	2	-4	6	40	1	4	40	1	4	40	1	4	7	32	1	7	32	1	7	32	1	7	8	32	1	7	32	1	7	32	1	7	71	1	35	70	1	15	72	2	40	93	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M310	4	M311	5	M311	0	Null	2	M320	4	M321	5	M321	0	Null		//	발키리	투사의엘리트2차	
	260	2	8	1	28	1	700	28	1	700	28	1	700	2	39	1	10	39	1	10	39	1	10	3	29	1	700	29	1	700	29	1	700	4	36	1	10	36	1	10	36	1	10	5	34	2	-4	34	2	-4	34	2	-4	6	40	1	4	40	1	4	40	1	4	7	32	1	7	32	1	7	32	1	7	8	32	1	7	32	1	7	32	1	7	71	1	35	70	1	15	72	2	40	93	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M315	4	M316	5	M316	0	Null	2	M325	4	M326	5	M326	0	Null		//	엘리멘탈리스트	투사의엘리트2차	
	261	2	8	1	28	1	300	28	1	300	28	1	300	2	39	1	5	39	1	5	39	1	5	3	29	1	300	29	1	300	29	1	300	4	36	1	5	36	1	5	36	1	5	5	34	2	-2	34	2	-2	34	2	-2	6	40	1	2	40	1	2	40	1	2	7	32	1	3	32	1	3	32	1	3	8	32	1	3	32	1	3	32	1	3	71	1	30	70	1	10	72	2	20	93	1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M315	4	M316	5	M316	0	Null	2	M325	4	M326	5	M326	0	Null		//	미스틱	타락한사원장비	
	262	2	8	1	28	1	700	28	1	700	28	1	700	2	39	1	10	39	1	10	39	1	10	3	29	1	700	29	1	700	29	1	700	4	36	1	10	36	1	10	36	1	10	5	34	2	-4	34	2	-4	34	2	-4	6	40	1	4	40	1	4	40	1	4	7	32	1	7	32	1	7	32	1	7	8	32	1	7	32	1	7	32	1	7	71	1	35	70	1	15	72	2	40	93	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M315	4	M316	5	M316	0	Null	2	M325	4	M326	5	M326	0	Null		//	미스틱	투사의엘리트2차	
	263	2	8	1	28	1	300	28	1	300	28	1	300	2	39	1	5	39	1	5	39	1	5	3	29	1	300	29	1	300	29	1	300	4	36	1	5	36	1	5	36	1	5	5	34	2	-2	34	2	-2	34	2	-2	6	40	1	2	40	1	2	40	1	2	7	32	1	3	32	1	3	32	1	3	8	32	1	3	32	1	3	32	1	3	71	1	30	70	1	10	72	2	20	93	1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M375	4	M376	5	M376	1	M377	2	M357	4	M358	5	M358	0	Null		//	헬로이드	타락한사원장비	
	264	2	8	1	28	1	700	28	1	700	28	1	700	2	39	1	10	39	1	10	39	1	10	3	29	1	700	29	1	700	29	1	700	4	36	1	10	36	1	10	36	1	10	5	34	2	-4	34	2	-4	34	2	-4	6	40	1	4	40	1	4	40	1	4	7	32	1	7	32	1	7	32	1	7	8	32	1	7	32	1	7	32	1	7	71	1	35	70	1	15	72	2	40	93	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M375	4	M376	5	M376	1	M377	2	M357	4	M358	5	M358	0	Null		//	헬로이드	투사의엘리트2차	
	265	2	8	1	28	1	300	28	1	300	28	1	300	2	39	1	5	39	1	5	39	1	5	3	29	1	300	29	1	300	29	1	300	4	36	1	5	36	1	5	36	1	5	5	34	2	-2	34	2	-2	34	2	-2	6	40	1	2	40	1	2	40	1	2	7	32	1	3	32	1	3	32	1	3	8	32	1	3	32	1	3	32	1	3	71	1	30	70	1	10	72	2	20	93	1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Null	4	Null	5	Null	1	Null	2	M410	4	M411	5	M411	1	M412		//	위치블레이드	타락한사원장비	
	266	2	8	1	28	1	700	28	1	700	28	1	700	2	39	1	10	39	1	10	39	1	10	3	29	1	700	29	1	700	29	1	700	4	36	1	10	36	1	10	36	1	10	5	34	2	-4	34	2	-4	34	2	-4	6	40	1	4	40	1	4	40	1	4	7	32	1	7	32	1	7	32	1	7	8	32	1	7	32	1	7	32	1	7	71	1	35	70	1	15	72	2	40	93	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Null	4	Null	5	Null	1	Null	2	M410	4	M411	5	M411	1	M412		//	위치블레이드	투사의엘리트2차	
//탈것파츠효과(300~)																																																																																																																																													
//기본세트1																																																																																																																																													
	100	6	3	91	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//	강화된파츠		
	101	6	3	91	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//			
	102	6	3	91	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//	용맹한파츠		
//기본세트2																																																																																																																																													
	103	6	3	91	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//			
	104	6	3	91	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//			
	105	6	3	91	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//			
	106	6	3	91	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//			
